#Monatsgradtage VDI 3807; erstellt: DWD, 20190903
#Messnetz_id 4; mittlere Raumtemperatur (Grad Celsius): 20
#Auswertezeitraum 01-AUG-2013 bis 31-AUG-2013
#ID; geogr. Breite; geogr. Laenge;Station; Monat; Anzahl Tage; Monatsgradtage; Anzahl Heiztage; Mittelwert 2003-2012
00044;52.93; 8.24;            GROSSENKNETEN;201308;31; 28.9;5; 37.8
00071;48.22; 8.98;          ALBSTADT-BADKAP;201308;31; 70.3;11;-999.9
00073;48.62;13.05;     ALDERSBACH-KRIESTORF;201308;31;  5.4;1; 27.6
00078;52.49; 7.91;                ALFHAUSEN;201308;31; 22.5;4; 42.8
00091;50.74; 9.34;             ALSFELD-EIFA;201308;31; 24.8;4; 51.7
00102;53.86; 8.13;        ALTE WESER (AWST);201308;31;  0.0;0;-999.9
00131;51.09;12.93;          ALTGERINGSWALDE;201308;31; 22.7;4;-999.9
00142;48.41;11.31;   ALTOMUENSTER-MAISBRUNN;201308;31; 28.4;5; 43.4
00150;49.73; 8.12;                    ALZEY;201308;31;  0.0;0; 18.8
00151;49.47;11.85;  AMBERG-UNTERAMMERSRICHT;201308;31; 27.3;5; 36.4
00154;48.02;12.29;         AMERANG-PFAFFING;201308;31; 47.8;8; 57.6
00161;50.42; 7.42;                ANDERNACH;201308;31;  0.0;0;-999.9
00164;53.03;13.99;       ANGERMUENDE (WEWA);201308;31;  0.0;0; 22.9
00167;53.84;13.68;                   ANKLAM;201308;31;  0.0;0;-999.9
00183;54.68;13.43;            ARKONA (WEWA);201308;31;  0.0;0; 18.8
00191;49.97; 9.91;      ARNSTEIN-MUEDESHEIM;201308;31;  5.8;1; 31.1
00198;51.37;11.29;            ARTERN (WEWA);201308;31; 10.5;2; 19.9
00217;47.88;11.36;                 ATTENKAM;201308;31; 44.0;7; 64.0
00222;50.59;12.71;                      AUE;201308;31; 60.3;10; 47.4
00232;48.43;10.94;  AUGSBURG-MUEHLH. (WEWA);201308;31; 34.5;6; 45.3
00257;48.73; 8.25;    BADEN-BADEN-GEROLDSAU;201308;31;  5.4;1; 24.4
00259;47.81; 7.64;                MUELLHEIM;201308;31;  0.0;0;-999.9
00282;49.87;10.92;            BAMBERG (WST);201308;31; 23.1;4; 27.3
00294;52.32; 9.43; BARSINGHAUSEN-HOHENBOST.;201308;31; 11.5;2; 28.3
00298;54.34;12.71;             BARTH (AWST);201308;31;  5.2;1; 27.4
00303;52.06;13.50;            BARUTH (AWST);201308;31; 16.9;3; 24.3
00314;51.16;14.50;    KUBSCHUETZ,KR.BAUTZEN;201308;31; 16.6;3; 20.4
00320;49.97;11.52;     HEINERSREUTH-VOLLHOF;201308;31; 51.0;9; 50.2
00330;49.56; 8.97;      OBERZENT-BEERFELDEN;201308;31; 33.2;6; 54.2
00342;52.32; 8.17;                     BELM;201308;31; 12.5;2;-999.9
00368;52.82; 9.92;              BERGEN (BW);201308;31; 20.3;3;-999.9
00377;49.11; 8.00;           BERGZABERN,BAD;201308;31;  0.0;0;-999.9
00390;50.98; 8.37;   BERLEBURG,BAD-STUENZEL;201308;31; 96.7;15;121.0
00400;52.63;13.50;              BERLIN-BUCH;201308;31;  5.9;1; 20.6
00403;52.45;13.30; BERLIN-DAHLEM (MET.INST);201308;31;  5.6;1; 19.3
00410;52.40;13.73; BERLIN-KOEPENICK(KANISW);201308;31; 10.9;2; 26.1
00420;52.54;13.56;           BERLIN-MARZAHN;201308;31;  0.0;0;-999.9
00427;52.38;13.53; BERLIN-SCHOEN.(FLUGWEWA);201308;31;  5.8;1; 17.6
00430;52.56;13.31;  BERLIN-TEGEL (FLUGWEWA);201308;31;  5.3;1; 15.3
00433;52.47;13.40;       BERLIN-TEMP. (WST);201308;31;  0.0;0; 12.6
00445;51.82;11.71;    BERNBURG/SAALE (NORD);201308;31; 10.5;2; 17.3
00460;49.26; 6.69;             BERUS (AWST);201308;31; 16.4;3; 41.6
00535;50.04; 7.31;              BLANKENRATH;201308;31; 42.2;7;-999.9
