#Monatsgradtage VDI 3807; erstellt: DWD, 20190718
#Messnetz_id 4; mittlere Raumtemperatur (Grad Celsius): 20
#Auswertezeitraum 01-FEB-2018 bis 28-FEB-2018
#ID; geogr. Breite; geogr. Laenge;Station; Monat; Anzahl Tage; Monatsgradtage; Anzahl Heiztage; Mittelwert 2008-2017
00044;52.93; 8.24;            GROSSENKNETEN;201802;28;578.4;28;496.7
00071;48.22; 8.98;          ALBSTADT-BADKAP;201802;28;659.7;28;-999.9
00073;48.62;13.05;     ALDERSBACH-KRIESTORF;201802;28;602.0;28;552.1
00078;52.49; 7.91;                ALFHAUSEN;201802;28;587.9;28;499.0
00091;50.74; 9.34;             ALSFELD-EIFA;201802;28;622.8;28;532.2
00102;53.86; 8.13;        ALTE WESER (AWST);201802;28;539.2;28;-999.9
00125;47.83;10.87;          ALTENSTADT (BW);201802;28;673.3;28;-999.9
00131;51.09;12.93;          ALTGERINGSWALDE;201802;28;633.3;28;543.8
00142;48.41;11.31;   ALTOMUENSTER-MAISBRUNN;201802;28;639.9;28;557.4
00150;49.73; 8.12;                    ALZEY;201802;28;577.8;28;494.3
00151;49.47;11.85;  AMBERG-UNTERAMMERSRICHT;201802;28;629.3;28;556.8
00154;48.02;12.29;         AMERANG-PFAFFING;201802;28;634.9;28;563.6
00161;50.42; 7.42;                ANDERNACH;201802;28;562.8;28;-999.9
00164;53.03;13.99;       ANGERMUENDE (WEWA);201802;28;621.7;28;534.6
00167;53.84;13.68;                   ANKLAM;201802;28;607.9;28;533.8
00183;54.68;13.43;            ARKONA (WEWA);201802;28;567.8;28;527.4
00191;49.97; 9.91;      ARNSTEIN-MUEDESHEIM;201802;28;614.4;28;524.8
00198;51.37;11.29;            ARTERN (WEWA);201802;28;606.9;28;528.9
00217;47.88;11.36;                 ATTENKAM;201802;28;653.9;28;557.2
00222;50.59;12.71;                      AUE;201802;28;651.3;28;544.8
00232;48.43;10.94;  AUGSBURG-MUEHLH. (WEWA);201802;28;635.8;28;553.2
00257;48.73; 8.25;    BADEN-BADEN-GEROLDSAU;201802;28;567.3;28;492.4
00259;47.81; 7.64;                MUELLHEIM;201802;28;560.4;28;490.4
00282;49.87;10.92;            BAMBERG (WST);201802;28;617.5;28;532.2
00294;52.32; 9.43; BARSINGHAUSEN-HOHENBOST.;201802;28;584.8;28;494.8
