#Monatsgradtage VDI 3807; erstellt: DWD, 20190903
#Messnetz_id 4; mittlere Raumtemperatur (Grad Celsius): 20
#Auswertezeitraum 01-APR-2013 bis 30-APR-2013
#ID; geogr. Breite; geogr. Laenge;Station; Monat; Anzahl Tage; Monatsgradtage; Anzahl Heiztage; Mittelwert 2003-2012
00044;52.93; 8.24;            GROSSENKNETEN;201304;30;362.6;29;291.0
00071;48.22; 8.98;          ALBSTADT-BADKAP;201304;30;375.5;27;-999.9
00073;48.62;13.05;     ALDERSBACH-KRIESTORF;201304;30;308.4;27;278.8
00078;52.49; 7.91;                ALFHAUSEN;201304;30;358.8;29;292.6
00091;50.74; 9.34;             ALSFELD-EIFA;201304;30;336.8;25;320.6
00102;53.86; 8.13;        ALTE WESER (AWST);201304;30;415.2;30;328.0
00131;51.09;12.93;          ALTGERINGSWALDE;201304;30;333.7;25;-999.9
00142;48.41;11.31;   ALTOMUENSTER-MAISBRUNN;201304;30;328.1;26;305.1
00150;49.73; 8.12;                    ALZEY;201304;30;294.7;24;-999.9
00151;49.47;11.85;  AMBERG-UNTERAMMERSRICHT;201304;30;322.6;26;310.2
00154;48.02;12.29;         AMERANG-PFAFFING;201304;30;336.8;28;316.9
00161;50.42; 7.42;                ANDERNACH;201304;30;286.0;24;-999.9
00164;53.03;13.99;       ANGERMUENDE (WEWA);201304;30;329.7;25;307.8
00167;53.84;13.68;                   ANKLAM;201304;30;368.0;29;-999.9
00183;54.68;13.43;            ARKONA (WEWA);201304;30;432.6;30;397.7
00191;49.97; 9.91;      ARNSTEIN-MUEDESHEIM;201304;30;317.7;26;297.2
00198;51.37;11.29;            ARTERN (WEWA);201304;30;316.4;24;292.5
00217;47.88;11.36;                 ATTENKAM;201304;30;343.8;26;326.5
00222;50.59;12.71;                      AUE;201304;30;355.6;27;323.4
00232;48.43;10.94;  AUGSBURG-MUEHLH. (WEWA);201304;30;331.3;27;319.7
00257;48.73; 8.25;    BADEN-BADEN-GEROLDSAU;201304;30;289.9;24;275.3
00259;47.81; 7.64;                MUELLHEIM;201304;30;282.3;23;-999.9
00282;49.87;10.92;            BAMBERG (WST);201304;30;315.2;26;287.6
00294;52.32; 9.43; BARSINGHAUSEN-HOHENBOST.;201304;30;317.1;25;280.0
00298;54.34;12.71;             BARTH (AWST);201304;30;400.6;30;355.2
