#Monatsgradtage VDI 3807; erstellt: DWD, 20200802
#Messnetz_id 4; mittlere Raumtemperatur (Grad Celsius): 20
#Auswertezeitraum 01-JUL-2020 bis 31-JUL-2020
#ID; geogr. Breite; geogr. Laenge;Station; Monat; Anzahl Tage; Monatsgradtage; Anzahl Heiztage; Mittelwert 2010-2019
00044;52.93; 8.24;            GROSSENKNETEN;202007;31; 60.2;10; 31.9
00073;48.62;13.05;     ALDERSBACH-KRIESTORF;202007;31; 10.7;2; 12.1
00078;52.49; 7.91;                ALFHAUSEN;202007;31; 54.3;9; 31.8
00091;50.74; 9.34;             ALSFELD-EIFA;202007;31; 37.4;6; 38.0
00096;52.94;12.85;     NEURUPPIN-ALT RUPPIN;202007;31; 21.2;4;-999.9
00102;53.86; 8.13;        ALTE WESER (AWST);202007;31; 41.9;7;-999.9
00125;47.83;10.87;          ALTENSTADT (BW);202007;31; 41.7;7;-999.9
00131;51.09;12.93;          ALTGERINGSWALDE;202007;31; 29.7;5; 28.7
00142;48.41;11.31;   ALTOMUENSTER-MAISBRUNN;202007;31; 11.2;2; 24.1
00150;49.73; 8.12;                    ALZEY;202007;31;  0.0;0;  9.6
00151;49.47;11.85;  AMBERG-UNTERAMMERSRICHT;202007;31; 11.1;2; 20.3
00154;48.02;12.29;         AMERANG-PFAFFING;202007;31; 16.2;3; 28.0
00161;50.42; 7.42;                ANDERNACH;202007;31;  0.0;0;-999.9
00164;53.03;13.99;       ANGERMUENDE (WEWA);202007;31; 10.7;2; 10.2
00167;53.84;13.68;                   ANKLAM;202007;31; 33.8;6; 12.9
00183;54.68;13.43;            ARKONA (WEWA);202007;31; 40.1;7; 21.2
00191;49.97; 9.91;      ARNSTEIN-MUEDESHEIM;202007;31; 10.9;2; 16.5
00198;51.37;11.29;            ARTERN (WEWA);202007;31;  5.8;1; 13.6
00217;47.88;11.36;                 ATTENKAM;202007;31; 28.3;5; 36.7
00222;50.59;12.71;                      AUE;202007;31; 42.3;7; 36.0
00232;48.43;10.94;  AUGSBURG-MUEHLH. (WEWA);202007;31; 11.8;2; 25.7
00257;48.73; 8.25;    BADEN-BADEN-GEROLDSAU;202007;31;  0.0;0; 12.3
00259;47.81; 7.64;                MUELLHEIM;202007;31;  0.0;0;  8.4
00282;49.87;10.92;            BAMBERG (WST);202007;31; 16.9;3; 16.2
00294;52.32; 9.43; BARSINGHAUSEN-HOHENBOST.;202007;31; 23.2;4; 25.1
00298;54.34;12.71;             BARTH (AWST);202007;31; 54.3;9;-999.9
00303;52.06;13.50;            BARUTH (AWST);202007;31; 11.3;2; 13.0
00314;51.16;14.50;    KUBSCHUETZ,KR.BAUTZEN;202007;31; 16.7;3; 17.0
00320;49.97;11.52;     HEINERSREUTH-VOLLHOF;202007;31; 24.4;4; 27.7
00330;49.56; 8.97;      OBERZENT-BEERFELDEN;202007;31; 22.7;4;-999.9
00342;52.32; 8.17;                     BELM;202007;31; 36.0;6;-999.9
00368;52.82; 9.92;              BERGEN (BW);202007;31; 57.4;10;-999.9
00377;49.11; 8.00;           BERGZABERN,BAD;202007;31;  0.0;0;-999.9
00379;50.91;11.27;    BERKA,BAD (FLUGPLATZ);202007;31; 36.6;6;-999.9
00390;50.98; 8.37;   BERLEBURG,BAD-STUENZEL;202007;31; 98.3;14; 82.7
00400;52.63;13.50;              BERLIN-BUCH;202007;31;  5.2;1;  8.6
00403;52.45;13.30; BERLIN-DAHLEM (MET.INST);202007;31;  5.1;1; 10.4
00420;52.54;13.56;           BERLIN-MARZAHN;202007;31;  0.0;0;  4.7
00427;52.38;13.53; BERLIN-SCHOEN.(FLUGWEWA);202007;31;  0.0;0;  8.0
00430;52.56;13.31;  BERLIN-TEGEL (FLUGWEWA);202007;31;  0.0;0;  5.8
00433;52.47;13.40;       BERLIN-TEMP. (WST);202007;31;  0.0;0;  5.1
00445;51.82;11.71;    BERNBURG/SAALE (NORD);202007;31; 10.3;2; 12.6
00460;49.26; 6.69;             BERUS (AWST);202007;31; 11.0;2; 23.6
00535;50.04; 7.31;              BLANKENRATH;202007;31; 35.5;6; 45.2
00591;53.39;10.69;         BOIZENBURG (WST);202007;31; 48.7;8; 22.3
00596;54.00;11.19;        BOLTENHAGEN (WST);202007;31; 50.8;8; 19.8
00617;51.87; 6.89;              BORKEN I.W.;202007;31; 28.0;5; 22.1
00656;51.72;10.60;         BRAUNLAGE (AWST);202007;31;132.4;19; 94.1
00662;52.29;10.45;  BRAUNSCHWEIG-VOEL.(WST);202007;31; 23.7;4; 22.3
00691;53.05; 8.80;        BREMEN (FLUGWEWA);202007;31; 46.8;8; 20.2
00701;53.53; 8.58;        BREMERHAVEN (WST);202007;31; 37.3;6; 14.5
00704;53.45; 9.14;      BREMERVOERDE (AWST);202007;31; 65.7;10;-999.9
00722;51.80;10.62;           BROCKEN (WEWA);202007;31;272.0;29;209.8
00755;49.52; 9.32;    BUCHEN,KR.NECKAR-ODW.;202007;31; 11.4;2; 24.2
00757;47.96; 8.00;               BUCHENBACH;202007;31;  5.4;1; 23.0
00760;53.36; 9.94;      ROSENGARTEN-KLECKEN;202007;31; 60.2;9;-999.9
00766;50.17; 7.06;             BUECHEL (BW);202007;31; 42.9;7;-999.9
00769;52.28; 9.09;          BUECKEBURG (BW);202007;31; 23.2;4;-999.9
00817;51.03; 8.81;      BURGWALD-BOTTENDORF;202007;31; 40.4;7; 32.5
00840;50.43;12.61;         CARLSFELD (AWST);202007;31;129.8;17;118.4
00850;52.60;10.03;  CELLE-WIETZENBRUCH (BW);202007;31; 17.7;3;-999.9
00853;50.79;12.87;          CHEMNITZ (WEWA);202007;31; 36.6;6; 35.9
00856;47.88;12.54;           CHIEMING (WST);202007;31; 21.9;4; 23.4
00867;50.31;10.97; LAUTERTAL-OBERLAU.(AWST);202007;31; 30.6;5;-999.9
00880;51.78;14.32;           COTTBUS (WEWA);202007;31;  6.3;1;  9.7
00891;53.87; 8.71;          CUXHAVEN (WEWA);202007;31; 31.0;5; 17.2
00896;51.08;10.86;                  DACHWIG;202007;31; 10.7;2; 13.4
00917;49.88; 8.68;                DARMSTADT;202007;31;  0.0;0;  8.3
00953;49.76; 7.05;               DEUSELBACH;202007;31; 34.4;6; 46.0
00954;54.18; 7.46; UFS DEUTSCHE BUCHT(AWST);202007;31; 47.6;8;-999.9
00963;52.59; 8.34;           DIEPHOLZ(WEWA);202007;31; 34.9;6; 22.5
00979;50.74; 8.27;               DILLENBURG;202007;31; 23.3;4; 36.6
00983;48.56;10.56; DILLINGEN/DONAU-FRISTIN.;202007;31; 10.5;2; 18.8
00991;50.91;13.71;  DIPPOLDISWALDE-REINBERG;202007;31; 49.2;8; 35.9
01001;51.65;13.57; DOBERLUG-KIRCHHAIN(AWST);202007;31;  6.1;1; 13.6
01048;51.13;13.75; DRESDEN-KLOTZ.(FLUGWEWA);202007;31;  6.7;1; 15.2
01050;51.02;13.85;       DRESDEN-HOSTERWITZ;202007;31;  5.4;1;-999.9
01051;51.02;13.77;         DRESDEN-STREHLEN;202007;31;  5.3;1;  5.9
01052;52.22;12.16;         DREWITZ,BEI BURG;202007;31; 15.9;3; 11.7
01072;49.47; 8.19;            DUERKHEIM,BAD;202007;31;  0.0;0;  1.3
01078;51.30; 6.77;   DUESSELDORF (FLUGWEWA);202007;31; 10.6;2; 12.5
01103;48.10;11.99;        EBERSBERG-HALBING;202007;31; 28.0;5;-999.9
01161;48.88;11.23;  EICHSTAETT-LANDERSHOFEN;202007;31; 12.2;2; 21.3
01197;48.99;10.13;     ELLWANGEN-RINDELBACH;202007;31; 12.1;2; 28.3
01200;54.07; 9.01;     ELPERSBUETTEL (AWST);202007;31; 44.1;7; 29.5
01207;50.27;12.27;          ELSTER,BAD-SOHL;202007;31; 54.9;8; 58.9
01214;48.20; 8.11;          ELZACH-FISNACHT;202007;31;  5.8;1; 28.1
01224;48.14; 7.84;    EMMENDINGEN-MUNDINGEN;202007;31;  0.0;0;  6.3
01246;51.84; 8.06;    ENNIGERLOH-OSTENFELDE;202007;31; 24.1;4;-999.9
01262;48.35;11.81;       MUENCHEN-FLUGHAFEN;202007;31; 16.3;3; 15.7
01266;54.30; 9.32;                    ERFDE;202007;31; 73.7;12; 31.2
01270;50.98;10.96;            ERFURT-WEIMAR;202007;31; 39.7;7; 29.6
01279;49.65;11.01; MOEHRENDORF-KLEINSEEBACH;202007;31;  5.7;1; 13.0
01297;51.20;10.01;                 ESCHWEGE;202007;31; 16.3;3; 20.6
01300;51.25; 8.16;                   ESLOHE;202007;31; 80.5;12;-999.9
01303;51.40; 6.97;    ESSEN-BREDENEY (AWST);202007;31; 27.6;5; 25.0
01327;50.71; 6.79;    WEILERSWIST-LOMMERSUM;202007;31; 15.7;3; 19.3
01332;48.48;12.72; FALKENBERG,KR.ROTTAL-INN;202007;31; 11.2;2; 19.2
01339;52.92;10.19;            FASSBERG (BW);202007;31; 54.0;9;-999.9
01346;47.87; 8.00;    FELDBERG/SCHW. (WEWA);202007;31;200.6;24;203.1
01357;49.98;11.84; FICHTELB./OFR-HUETTSTADL;202007;31; 63.0;9; 65.5
01358;50.43;12.95;       FICHTELBERG (WEWA);202007;31;192.2;23;172.8
