Datum;Argentinierstraﬂe;Donaukanal;Langobardenstraﬂe;Lassallestraﬂe;Liesingbach;Neubaug¸rtel ;Opernring Innen;Opernring Auﬂen;Opernring;Wienzeile;Margaritensteg ;Operngasse;Praterstern;Pfeilgasse;Esperanto Park;Hamburgerstraﬂe
20160316;1267;331;208;793;122;838;1627;1025;2652;429;556;2156;1331;;;
20160317;1931;889;315;1533;265;1370;2590;1419;4009;797;888;3048;2174;;;
20160318;1818;1139;396;1639;418;1472;2770;1434;4204;903;927;3237;2322;;;
20160319;689;648;199;738;267;885;1518;672;2190;534;536;1554;1079;;;
20160320;767;1492;308;1467;426;766;1786;703;2489;857;735;1417;1585;;;
20160321;1526;728;340;1385;327;1222;2101;1153;3254;708;738;2745;1915;;;
20160322;1330;593;307;1164;229;1136;1905;1072;2977;563;600;2519;1655;;;
20160323;1407;737;346;1176;275;1105;2014;1169;3183;678;730;2633;1851;;;
20160324;1159;456;230;940;189;943;1670;902;2572;497;549;2019;1428;;;
20160325;979;733;251;1016;294;887;1465;783;2248;547;576;1654;1369;;;
20160326;461;453;148;497;160;496;1108;426;1534;340;391;950;667;;;
20160327;623;1579;361;1713;546;598;1875;485;2360;894;684;1251;1460;;;
20160328;847;1610;386;1848;615;685;2087;596;2683;976;750;1486;1855;;;
20160329;1588;835;373;1502;375;1333;2449;1354;3803;791;876;2846;2290;;;
20160330;2191;1217;459;2281;428;1600;3152;1576;4728;1129;1024;3875;2996;;;
20160331;2650;1986;618;3187;777;2101;4319;2106;6425;1582;1588;4690;3798;;;
20160401;1974;940;438;1955;401;1638;2742;1420;4162;928;914;3424;2626;;;
20160402;1235;1429;338;1720;496;1306;3414;1351;4765;1033;1172;2633;2072;;;
20160403;1877;3283;682;3850;1289;1443;5736;1851;7587;2070;1724;3975;3788;;;
20160404;2953;1826;721;3043;720;2423;4707;2257;6964;1589;1569;5300;3981;;;
20160405;3346;2265;874;3594;817;2684;5890;2225;8115;1834;1962;6000;4566;;;
20160406;2981;1467;659;2639;550;2317;5031;1825;6856;1454;1522;5317;3728;;;
20160407;2747;1150;580;2288;431;2134;4490;1722;6212;1211;1356;4965;3261;;;
20160408;1326;388;218;861;181;910;1701;813;2514;486;463;2248;1475;;;
20160409;643;257;119;563;133;645;1188;450;1638;258;388;1088;752;;;
20160410;950;1083;211;1187;312;936;1853;929;2782;784;682;1582;1779;;;
20160411;2417;991;459;1942;477;1875;3623;1561;5184;1110;1107;4342;2869;;;
20160412;2680;1395;513;2263;571;2191;4336;1707;6043;1327;1348;4804;3161;;;
20160413;3067;1974;657;2919;836;2344;5042;1874;6916;1584;1608;5598;3877;;;
20160414;2355;760;370;1665;313;1767;3580;1694;5274;914;1049;4519;2623;;;
20160415;2570;1541;553;2376;563;2026;4531;1992;6523;1288;1339;4755;3292;;;
20160416;1840;3169;591;3439;1000;1673;4470;1721;6191;1673;1630;3430;3580;;;
20160417;1504;2999;733;3225;1099;1304;4173;1400;5573;1608;1478;2750;3359;;;
20160418;1329;378;236;965;150;1046;1787;919;2706;501;521;2361;1507;;;
20160419;2811;1601;549;2561;554;2203;4233;2100;6333;1400;1393;5228;3497;;;
20160420;2766;1670;615;2687;629;2308;4511;2265;6776;1552;1535;5504;3815;;;
20160421;3137;2223;692;3242;805;2513;5190;2580;7770;1763;1776;5939;4168;;;
20160422;2978;2232;742;3318;807;2203;4945;2414;7359;1690;1740;5346;4249;;;
20160423;1181;1416;330;1351;403;1226;2451;1132;3583;809;983;2244;1754;;;
20160424;788;791;163;828;209;777;1406;694;2100;470;483;1414;1178;;;
20160425;1874;603;312;1154;269;1354;2334;1335;3669;718;698;3864;1905;;;
20160426;2237;1072;455;1727;433;1735;3155;1812;4967;1025;1107;5020;2552;;;
20160427;1307;282;156;642;102;895;1591;898;2489;343;481;2659;1206;;;
20160428;2274;1108;389;1643;377;1689;3092;1842;4934;965;1073;5024;2491;;;
20160429;2456;1609;544;2237;601;1995;3595;1905;5500;1299;1280;5541;3013;;;
20160430;1531;2991;635;3089;847;1584;3557;1628;5185;1752;1537;4685;3235;;;
20160501;1099;1627;372;1852;462;985;2544;1066;3610;1006;849;3289;2200;;;
