DIVA;PlatformText;Municipality;MunicipalityID;Longitude;Latitude
60213898;Oberwaltenreith Ort;Wien;90001;15.244.114;48.567.694
60213900;Guttenbrunn/Zwettl Abzw. Ort;Wien;90001;1.507.506;48.605.594
60213904;Niedernondorf Ort;Wien;90001;15.274.809;48.548.544
60213905;Niederwaltenreith Kapelle;Wien;90001;15.290.485;48.556.785
60213914;Marbach im Felde Ortsmitte;Wien;90001;1.534.884;48.544.642
60213915;Niedergrünbach Ortsmitte;Wien;90001;15.358.299;48.529.981
60213916;Obergrünbach/Gf. Abzw. Erdweis;Wien;90001;15.364.623;4.851.867
60213923;Marbach im Felde Bundesstraße;Wien;90001;15.353.313;48.549.275
60213924;Sperkental Bundesstraße;Wien;90001;15.369.698;48.541.687
60213925;Großmotten 2/43;Wien;90001;15.394.564;48.534.377
60213926;Großmotten Ortsmitte;Wien;90001;15.390.441;48.535.376
60213927;Grottendorf Bundesstraße;Wien;90001;1.541.174;48.531.676
60213929;Rastbach Bundesstraße;Wien;90001;15.437.943;48.526.007
60213940;St. Pölten Kalcherstraße;Wien;90001;1.562.199;48.200.027
60213979;Stadt Haag Bahnhofstraße;Wien;90001;14.571.177;48.106.494
60213981;Stadt Haag St.-Valentiner-Str.;Wien;90001;14.569.686;48.115.293
60214199;Rathaus/Universität;Wien;90001;16.360.603;48.212.229
60214283;Mariazell Postamt;Wien;90001;15.315.889;47.773.248
60214361;Rems Feuerwehr;Wien;90001;14.527.357;48.200.261
60214362;Pyburg Bahnhof;Wien;90001;14.528.363;48.227.634
60214443;Windpassing bei Enns Ort;Wien;90001;14.517.125;4.822.405
60214469;Krems Mehrlbrücke;Wien;90001;15.600.997;48.417.392
60214479;Werschenschlag Abzw. Ort;Wien;90001;15.311.119;4.855.889
60214487;Jettsdorf Untere Ortsstraße;Wien;90001;15.757.816;48.403.916
60214488;Jettsdorf Kapelle;Wien;90001;15.755.974;48.405.776
60214489;Jettsdorf Kirchenwegsdlg.;Wien;90001;15.768.991;48.404.584
60214995;Horn Raabser Straße;Wien;90001;15.649.416;486.754
60214996;Mödring Bachstraße;Wien;90001;15.647.844;48.692.261
60214997;Pernegg Ort;Wien;90001;15.630.102;48.738.505
60214998;Hötzelsdorf Pulkaubrücke;Wien;90001;15.672.143;48.745.625
60214999;Goggitsch Ortsmitte;Wien;90001;15.677.111;48.774.719
60215000;Langau/Geras Sommerzeile;Wien;90001;15.709.881;48.832.832
60215001;Langau/Geras West;Wien;90001;1.570.389;48.834.908
60215002;Wolfsbach bei Drosendorf Ort;Wien;90001;15.663.995;48.849.996
60215003;Heinrichsreith Drosendorfer S.;Wien;90001;15.658.803;48.863.915
60215004;Oberhöflein/Geras Weitersf Str;Wien;90001;15.742.257;48.800.619
60215005;Langau/Geras Hauptplatz;Wien;90001;15.715.774;48.830.828
60215006;Geras Hauptstraße/Stift;Wien;90001;15.673.697;48.797.382
60215007;Elsern Bundesstraße;Wien;90001;15.623.023;48.848.914
60215008;Drosendorf Schulen;Wien;90001;15.622.565;4.886.489
60215009;Drosendorf Hauptplatz;Wien;90001;15.620.382;48.868.086
60215010;Zissersdorf b. Geras Ortsmitte;Wien;90001;15.625.036;48.829.852
60215011;Klostertal Jörglhans;Wien;90001;15.844.422;47.849.226
60215012;Vois Wegscheidhof;Wien;90001;15.786.211;47.807.734
60215013;Klostertal Abzw. Urgersbach;Wien;90001;15.833.804;47.841.823
60215014;Klostertal B21;Wien;90001;15.860.223;47.870.346
60215015;Hirschwang Mittelschule;Wien;90001;15.821.847;4.769.965
60215016;Hirschwang Abzw. Mittelschule;Wien;90001;15.821.048;4.770.127
60215018;Unterhöflein Volksschule;Wien;90001;16.035.341;47.795.497
60215019;Vois Abzw. Grubbauer;Wien;90001;15.745.311;47.801.875
60215020;Plosdorf Siedlung;Wien;90001;15.757.753;48.178.444
60215024;Oistal Polzberg;Wien;90001;15.086.594;47.865.898
60215025;Nondorf bei Gmünd Dorfstraße;Wien;90001;15.032.453;48.748.279
60215026;Euratsfeld Bäckerberg;Wien;90001;14.935.992;48.080.706
60215027;Dietmanns/Gr Gerungs Bundesstr;Wien;90001;14.984.204;48.570.999
60215028;Freitzenschlag Bundesstraße;Wien;90001;14.994.679;48.562.814
60215029;Großmeinharts Feuerwehr;Wien;90001;15.017.244;4.855.826
60215030;Etzen/Großgerungs Bundesstraße;Wien;90001;15.028.455;4.855.801
60215031;Selbitz Ort;Wien;90001;15.044.284;48.542.519
60215032;Kirchbach/Rappottenstein Ort;Wien;90001;15.052.683;48.538.677
60215034;Rappottenstein Ortsmitte;Wien;90001;15.079.147;48.521.604
60215035;Rappottenstein Ritterkamp Sdlg;Wien;90001;15.088.454;48.523.871
60215036;Rappottenstn Ritterkamp Ort;Wien;90001;15.093.853;4.852.681
60215037;Annatsberg Bundesstraße;Wien;90001;15.089.694;48.539.516
60215038;Haselbach/Arbesbach Kapelle;Wien;90001;14.985.255;48.514.553
60215039;Rottenbach/Zwettl Ort;Wien;90001;15.095.128;48.552.813
60215040;Merzenstein Ort;Wien;90001;1.509.547;48.569.751
60215041;Gschwendt/Zwettl Bundesstraße;Wien;90001;15.127.459;48.582.446
60215042;Moidrams Bergwirt;Wien;90001;15.156.358;48.600.848
60215043;Karlstift Abzw. Gugu;Wien;90001;14.727.753;48.563.194
60215044;Karlstift B38/Abzw. Ort;Wien;90001;14.753.786;48.591.776
60215045;Bad Großpertholz Brennerhof;Wien;90001;14.778.032;48.618.791
60215046;Bad Großpertholz Rindlberg;Wien;90001;14.787.024;48.618.536
60215047;Nondorf/Gmünd Hotel Leonardo;Wien;90001;15.046.494;48.747.201
60215048;Steinbach/Schrems Feuerwehr;Wien;90001;15.012.358;48.824.376
60215049;St. Martin/Weitra Ortsmitte;Wien;90001;14.838.399;48.664.698
60215050;St. Martin/Weitra Roßbruck;Wien;90001;14.840.124;4.867.352
60215051;St. Pölten Ziegelbahnstraße;Wien;90001;1.560.167;48.196.566
60215052;St. Martin/Weitra Schützenberg;Wien;90001;14.871.888;48.694.562
60215053;Weitra Busbahnhof;Wien;90001;14.896.628;48.700.604
60215054;Weitra Abzw. Brühl;Wien;90001;14.900.724;48.709.858
60215055;Altweitra Bundesstraße;Wien;90001;14.905.602;48.721.546
60215056;Eichberg/Gmünd Bundesstraße;Wien;90001;14.917.765;48.736.129
60215057;Dietmanns/Gmünd Kirchenplatz;Wien;90001;14.946.592;4.874.726
60215058;Ehrendorf Sempersiedlung;Wien;90001;1.495.809;48.756.748
60215059;St. Pölten Plöcknerstraße;Wien;90001;1.564.576;48.203.835
60215060;St.Pölten Dr.-O.-Tschadek-Str.;Wien;90001;15.644.852;48.201.099
60215061;St. Pölten Tierheim;Wien;90001;15.594.196;48.195.045
60215062;St. Pölten M.-Corvinus-Str.;Wien;90001;1.563.551;4.821.345
60215064;Reinsberg Feuerwehr;Wien;90001;15.073.919;47.984.497
60215066;Kleinpertenschlag Bundesstraße;Wien;90001;14.965.007;48.432.801
60215067;Altmelon Kronegg;Wien;90001;14.960.974;48.438.452
60215068;Altmelon Fichtenbach;Wien;90001;14.959.177;48.444.464
60215069;Brunning b.Wieselburg Landesst;Wien;90001;15.109.142;48.097.166
60215070;Kernhof Abzw. Thalerl;Wien;90001;15.543.361;47.815.969
60215071;Schauching Nord;Wien;90001;15.667.427;48.149.216
60215072;Ehrendorf Schlösslgasse;Wien;90001;14.960.183;48.757.802
60215073;Amstetten Anzengrubers/Ärztec.;Wien;90001;14.873.541;48.120.049
60215074;Amstetten Stadtbad;Wien;90001;14.874.143;48.116.511
60215075;Amstetten Reckentragstraße;Wien;90001;14.871.214;48.111.989
60215076;Amstetten Max-Christ-Straße;Wien;90001;14.871.241;48.116.805
60215077;Oberhöflein/Geras Schloss;Wien;90001;15.740.451;48.799.909
60215078;Zissersdorf/Horn Bahnhof;Wien;90001;15.631;48.828.273
60215079;Amstetten Viehdorfer Straße;Wien;90001;1.487.028;48.125.272
60215080;Amstetten Reihenhaussiedlung;Wien;90001;14.862.025;48.132.071
60215081;Ehrendorf Gmünder Straße;Wien;90001;14.964.513;4.875.962
60215083;Amstetten Parksiedlung;Wien;90001;14.861.117;48.129.919
60215084;Amstetten Radinger Straße;Wien;90001;14.873.541;48.128.534
60215085;Amstetten Wiener Str./Agathas.;Wien;90001;14.886.351;48.122.418
60215087;Amstetten Industriestraße;Wien;90001;14.907.632;48.116.751
60215088;Amstetten Josef-Umdasch-Platz;Wien;90001;14.902.871;4.811.795
60215089;Amstetten Linzer Straße;Wien;90001;14.869.507;48.124.936
60215090;Amstetten Kochgasse;Wien;90001;14.861.998;48.120.667
60215091;Greinsfurth/Amst. Leinerstraße;Wien;90001;14.832.524;48.105.624
60215092;Waldheim Südlandstraße;Wien;90001;14.823.118;48.102.301
60215093;Waldheim/Mauer Veilchenstraße;Wien;90001;14.821.115;48.098.522
60215094;Waldheim Narzissenstraße;Wien;90001;14.821.097;48.095.996
60215095;Waldheim Gladiolenstraße;Wien;90001;1.482.408;48.097.388
60215096;Hart bei Amstetten Dingfurth;Wien;90001;14.925.661;4.811.302
60215097;Wallsee Ortsmitte;Wien;90001;14.715.572;48.167.055
60215098;Aggsbach Markt Ortsmitte;Wien;90001;15.404.319;48.294.143
60215099;Amstetten Krankenhausstraße;Wien;90001;14.884.042;48.126.189
60215100;Amstetten Siedlungsstraße;Wien;90001;14.870.073;48.120.673
60215101;Amstetten Pestalozzistraße;Wien;90001;14.875.391;48.119.137
60215102;Amstetten Eggersdorf;Wien;90001;14.884.267;48.117.794
60215104;Amstetten Friedenstraße;Wien;90001;14.897.831;48.119.167
60215105;Amstetten Reichsstraße/Luft;Wien;90001;14.912.824;48.115.545
60215106;Hart bei Amstetten Ortsplatz;Wien;90001;14.927.341;48.120.295
60215107;Hart bei Amstetten Föhrenstr.;Wien;90001;14.925.706;48.117.206
60215108;Matzendorf/Amstetten Abzw. Ort;Wien;90001;14.938.462;48.110.525
60215109;Leutzmannsdorf Ringstraße;Wien;90001;14.950.401;48.108.594
60215110;Galtbrunn Bundesstraße;Wien;90001;14.949.718;48.115.809
60215111;Galtbrunn Ort;Wien;90001;14.949.008;48.117.872
60215112;Hermannsdorf bei Amstetten;Wien;90001;14.963.606;48.115.287
60215113;St Georgen/Ybbsfelde Ortsmitte;Wien;90001;14.954.713;48.128.978
60215114;Amstetten Krautbergstraße;Wien;90001;14.860.623;48.124.511
60215115;Amstetten Elsa-Brandström-Str.;Wien;90001;14.863.785;48.129.691
60215116;Zeillern Autobahnbrücke;Wien;90001;14.832.398;48.132.815
60215117;Ludwigsdorf Friedlmühle;Wien;90001;14.819.453;48.124.433
60215118;Wallsee Abzw. Grubmühle;Wien;90001;14.710.901;48.126.627
60215119;Wallsee Schöndorf;Wien;90001;14.698.118;48.139.871
60215120;Wallsee Abzw. Kroisbach;Wien;90001;14.698.001;48.147.495
60215121;Wallsee Ardaggerstraße;Wien;90001;14.716.479;48.162.855
60215122;Strengberg Steinbruckmühle;Wien;90001;14.669.785;48.140.273
60215123;Strengberg Ortsmitte;Wien;90001;14.651.262;48.142.862
60215124;Strengberg Lagerhaus;Wien;90001;14.642.602;48.144.924
60215125;Strengberg Thürnbuch;Wien;90001;14.617.314;48.159.086
60215126;Oed bei Amstetten Steingraben;Wien;90001;14.754.415;48.123.383
60215127;Strengberg Abzw. Henning;Wien;90001;14.625.175;48.149.791
60215128;Wallsee Sindelburg;Wien;90001;14.716.093;48.158.361
60215129;Wallsee Straß;Wien;90001;14.706.436;48.131.544
60215130;Oed bei Amstetten Gemeindeamt;Wien;90001;14.742.261;48.121.608
60215131;Zeillern Abzw. Flachsberg;Wien;90001;14.771.295;48.118.406
60215133;Ludwigsdorf Ort;Wien;90001;14.808.144;48.119.737
60215134;Zeillern Boxhofen;Wien;90001;14.826.137;48.127.425
60215135;Amstetten Silberweisstraße;Wien;90001;14.856.051;48.126.088
60215136;Amstetten Lehárstraße;Wien;90001;14.855.799;48.125.014
60215137;Amstetten Ybbsstr./Bgldstr.;Wien;90001;14.870.666;48.119.935
60215138;Amstetten Allersdorf VS;Wien;90001;14.868.304;48.109.499
60215139;Winklarn Amstettner Straße;Wien;90001;1.486.012;48.103.399
60215140;Winklarn Föhrenweg;Wien;90001;1.486.312;48.110.609
60215141;Winklarn Abzw.Kleingreinsfurth;Wien;90001;14.854.299;48.110.369
60215142;Winklarn Lindenstraße;Wien;90001;14.854.488;4.810.638
60215143;Winklarn Harter Straße 8;Wien;90001;14.858.961;48.103.801
60215144;Winklarn Hinterberg;Wien;90001;14.856.922;48.096.458
60215145;Winklarn Ortsmitte;Wien;90001;1.484.802;48.091.772
60215146;Ulmerfeld Abzw. Tanngraben;Wien;90001;14.841.426;48.081.138
60215147;Ulmerfeld Sonnenstraße;Wien;90001;14.831.581;48.079.476
60215149;Ulmerfeld Graben;Wien;90001;14.827.969;48.077.837
60215150;Dippersdorf Ort;Wien;90001;14.838.965;48.074.662
60215151;Neuhofen/Ybbs Abzw. Pfosendorf;Wien;90001;14.838.075;48.066.259
60215152;Neuhofen/Ybbs Feuerwehr;Wien;90001;14.852.898;48.058.802
60215153;Neuhofen/Ybbs Elzbach;Wien;90001;14.850.993;48.053.296
60215154;Neuhofen/Ybbs Amesleithen;Wien;90001;14.853.661;48.049.675
60215155;Neuhofen/Ybbs Stopfenau;Wien;90001;14.856.922;48.045.628
60215156;Neuhofen/Ybbs Wurmlehen;Wien;90001;14.865.303;48.041.958
60215157;Neuhofen/Ybbs Ungförten;Wien;90001;14.862.734;48.033.501
60215158;Neuhofen/Ybbs Eben;Wien;90001;14.854.407;48.032.155
60215159;Neuhofen/Ybbs Hiesbach;Wien;90001;14.840.752;48.028.857
60215160;Neuhofen/Ybbs Fuchslug;Wien;90001;14.828.931;48.032.107
60215161;Neuhofen/Ybbs Abzw. Schauberg;Wien;90001;14.820.217;48.035.904
60215162;Neuhofen/Ybbs Hörlesberg;Wien;90001;14.841.354;48.051.008
60215163;Neuhofen/Ybbs Weg;Wien;90001;14.834.294;48.043.381
60215164;Neuhofen/Ybbs Brandstetten;Wien;90001;14.830.404;48.038.595
60215165;Neuhofen/Ybbs Mittelschule;Wien;90001;14.850.697;48.056.461
60215166;Hausmening Hauptstraße;Wien;90001;14.817.998;48.075.965
60215167;Galtberg Boog-Straße;Wien;90001;14.802.089;48.083.683
60215168;Mauer/Amstetten Krankenhaus;Wien;90001;14.800.104;48.092.696
60215169;Oberhömbach Ort;Wien;90001;1.485.606;48.075.041
60215170;Öhling Hinterholzer;Wien;90001;1.480.173;48.100.885
60215171;Ludwigsdorf Kleinberg;Wien;90001;14.800.679;48.114.574
60215172;Ludwigsdorf Abzw. Mauer;Wien;90001;14.801.936;48.118.208
60215173;Zeillern Oberzeillern;Wien;90001;14.787.743;481.249
60215174;Zeillern Abzw. Königshof;Wien;90001;14.800.652;48.126.519
60215175;Zeillern Schloss;Wien;90001;14.808.593;48.128.912
60215176;Stephanshart Moos Nr. 20;Wien;90001;14.793.402;48.158.025
60215177;Triesenegg;Wien;90001;14.943.574;48.128.936
60215178;Allersdorf am Ybbsfelde West;Wien;90001;14.930.943;48.129.667
60215179;Atzelsdorf/Amst. Abzw. Hart;Wien;90001;14.924.413;48.129.805
60215180;Atzelsdorf/Amst. Abzw Haubenb.;Wien;90001;14.915.286;48.126.753
60215181;Amstetten Gutenbergstraße;Wien;90001;14.867.307;48.129.098
60215182;Eisenreichdornach Preinsb.Str.;Wien;90001;14.893.663;48.129.253
60215183;Amstetten Hauptplatz/Rathauss.;Wien;90001;14.871.232;48.123.395
60215184;Amstetten Finanzamt;Wien;90001;14.872.175;48.122.136
60215187;Zeillern Luppenberg;Wien;90001;14.823.693;4.813.616
60215188;Stephanshart Haselhof;Wien;90001;1.481.992;48.142.323
60215189;Stephanshart Pfaffenbach;Wien;90001;14.817.998;48.164.371
60215190;Stephanshart Kirchenstiege;Wien;90001;14.817.486;48.157.989
60215191;Ardagger Stift NMS;Wien;90001;14.839.198;4.816.769
60215193;Stephanshart Empfing;Wien;90001;14.808.395;48.161.249
60215194;Stephanshart Weg;Wien;90001;14.817.675;48.150.085
60215195;Ardagger Stift Pfaffenberg;Wien;90001;1.483.609;48.157.995
60215196;Raxendorf Moos;Wien;90001;15.265.386;48.312.458
60215197;Stephanshart Kälbersberg;Wien;90001;14.787.815;4.815.736
60215198;Stephanshart Albersberg;Wien;90001;1.478.468;48.156.569
60215200;Stephanshart Leitzing;Wien;90001;14.766.147;48.156.455
60215201;Stephanshart Dorfplatz;Wien;90001;14.818.851;48.158.463
60215202;Zeillern Abzw. Hub;Wien;90001;14.760.506;4.812.583
60215203;Zeillern Abzw. Destelberg;Wien;90001;14.770.765;48.133.175
60215204;Zeillern Edla;Wien;90001;14.779.406;48.135.201
60215205;Zeillern Abzw. Rosenfeld;Wien;90001;14.773.603;4.814.321
60215206;Zeillern Abzw. Lemberg;Wien;90001;14.784.671;4.813.649
60215207;Zeillern Pyhra;Wien;90001;14.794.408;48.132.275
60215208;Altenmarkt/Yspertal Gem.-amt;Wien;90001;15.065.978;48.283.306
60215209;Ferschnitz Freidegg;Wien;90001;14.976.802;48.100.303
60215210;Ferschnitz Marktplatz;Wien;90001;14.983.755;4.809.416
60215211;Ferschnitz Oberleiten;Wien;90001;1.499.458;48.099.973
60215212;Innerochsenbach;Wien;90001;1.500.315;48.095.078
60215213;Windischendorf bei Ferschnitz;Wien;90001;15.000.545;48.084.991
60215214;Zinsenwang;Wien;90001;14.994.688;48.080.184
60215216;Felberach bei Steinakirchen;Wien;90001;15.015.457;48.075.947
60215217;Blindenmarkt Ortsmitte;Wien;90001;14.989.082;4.812.857
60215218;Karlsbach Schlossstraße;Wien;90001;15.047.033;48.158.708
60215219;Ybbs/Donau Dammäckerstraße;Wien;90001;15.067.586;48.166.192
60215220;Ybbs/Donau Feldmüllerstraße;Wien;90001;15.077.683;48.171.291
60215221;Wang Oberer Markt;Wien;90001;15.024.727;4.804.367
60215222;Saffen Süd;Wien;90001;15.155.064;48.019.899
60215223;Gaming Rathaus;Wien;90001;15.087.735;47.928.482
60215224;Ysper Marktplatz;Wien;90001;15.061.208;48.287.903
60215227;Yspertal Brauhaus;Wien;90001;15.068.574;48.298.111
60215228;Yspertal Kammerbach;Wien;90001;15.076.677;48.310.642
60215229;Yspertal Pisching Kirche;Wien;90001;15.069.419;48.323.438
60215230;Yspertal Abzw. Wimberg;Wien;90001;15.063.274;48.325.982
60215231;Yspertal Wimburgweg;Wien;90001;15.061.307;48.330.802
60215232;Yspertal Ysperklamm;Wien;90001;1.506.048;4.833.847
60215233;Yspertal Höf;Wien;90001;15.065.125;48.320.612
60215234;Yspertal Parming;Wien;90001;15.065.915;48.311.532
60215235;Ysper Au;Wien;90001;15.067.541;48.306.901
60215236;Yspertal Hofedl;Wien;90001;15.066.391;48.302.127
60215237;Yspertal Abzw. Türkenreith;Wien;90001;15.072.293;48.302.814
60215238;Ysper Abzw. Prannleithen;Wien;90001;15.052.908;48.279.325
60215239;Stiegeramt Handberg;Wien;90001;15.041.274;48.276.742
60215240;Stiegeramt Abzw. Losenegg;Wien;90001;15.036.361;48.275.242
60215241;St. Oswald/Ysper Ortsmitte;Wien;90001;15.039.208;48.268.605
60215242;Urthaleramt Brandstätten;Wien;90001;15.025.805;48.259.049
60215243;Urthaleramt Tiefenböck;Wien;90001;15.019.562;48.256.291
60215244;Fünflingeramt Glatzhof;Wien;90001;15.014.316;48.250.561
60215245;Fünflingeramt Unterer Gsoll;Wien;90001;15.022.634;48.229.956
60215246;Fünflingeramt Schmieding;Wien;90001;15.017.846;48.245.572
60215247;Fünflingeramt Oberfell;Wien;90001;15.019.984;48.240.302
60215248;Fünflingeramt Unterfell;Wien;90001;15.021.377;48.235.461
60215249;Fünfling Siedlung;Wien;90001;15.008.171;48.243.927
60215250;Kottingburgstall Ort;Wien;90001;15.003.689;48.127.353
60215251;Hubertendf Dr.-Karl-Renner-Str;Wien;90001;15.017.909;48.134.092
60215252;Ennsbach Ortsmitte;Wien;90001;15.029.048;48.146.207
60215253;St. Martin/Ybbsfd Abzw Eitzing;Wien;90001;15.024.898;48.156.593
60215254;St. Martin/Ybbsfeld Ortsmitte;Wien;90001;15.021.502;48.163.496
60215255;Karlsbach Pflanzbeet;Wien;90001;15.035.597;48.159.907
60215256;Ybbs an der Donau Göttsbach;Wien;90001;15.063.229;48.164.371
60215257;Ybbs/Donau Therapiezentrum;Wien;90001;1.507.974;48.180.348
60215258;Ybbs/Donau Stauwerkstraße;Wien;90001;15.075.276;48.184.739
60215259;Ybbs/Donau Abzw. Donaudorf;Wien;90001;1.506.888;48.186.913
60215260;Hofamt Priel Schloss Persenb.;Wien;90001;15.074.198;48.191.393
60215261;Persenbeug Volksschule;Wien;90001;15.085.669;48.186.038
60215262;Brunn im Felde Kapelle;Wien;90001;15.698.239;4.842.795
60215263;Ysperdorf Wendeplatz;Wien;90001;15.000.706;48.196.369
60215264;Hofamt Priel Abzw. Fahrenbach;Wien;90001;15.057.803;48.197.704
60215265;Weins Ortsmitte;Wien;90001;15.032.264;48.199.147
60215266;Ysperdorf Yspermündung;Wien;90001;15.003.321;48.195.902
60215267;Ysperdorf Jakobi;Wien;90001;1.500.447;48.200.572
60215268;Ysperdorf Gaisruck;Wien;90001;15.008.261;48.207.619
60215269;Ysperdorf Abzw. Niederndorf;Wien;90001;15.015.151;48.209.798
60215270;Großes Yspertal Abzw. Nöchling;Wien;90001;15.022.787;4.821.485
60215271;Niederndorf/Nöchling Siedlung;Wien;90001;15.008.782;48.215.605
60215272;Nöchling Oberer Markt;Wien;90001;14.982.902;48.223.798
60215273;Großes Yspertal Abzw. Gleisen;Wien;90001;15.024.781;48.217.197
60215274;Großes Yspertal Rote Säge;Wien;90001;15.036.711;48.235.348
60215275;Gr. Yspertal Abzw. St. Oswald;Wien;90001;15.047.625;48.254.551
60215276;Hofamt Priel Fürholz;Wien;90001;15.078.096;4.819.795
60215277;Hofamt Priel Abzw. Mitterberg;Wien;90001;15.075.536;48.203.913
60215278;Hofamt Priel Auf der Eben;Wien;90001;15.067.882;48.210.678
60215279;Hofamt Priel Abzw. Viehtrift;Wien;90001;15.056.384;48.216.287
60215280;Hofamt Priel Abzw. Kleehof;Wien;90001;15.061.127;48.227.634
60215281;Hofamt Priel Pemperreith;Wien;90001;15.043.996;48.241.977
60215282;Altenmarkt/Yspertal Arthof;Wien;90001;1.505.174;4.825.372
60215283;Altenmarkt/Yspertal Haslau;Wien;90001;15.059.124;48.258.767
60215284;Altenmarkt/Yspertal Waira;Wien;90001;15.061.172;48.269.131
60215285;Altenmarkt/Yspertal Talstraße;Wien;90001;15.064.451;48.273.143
60215286;Altenmarkt/Yspertal Ostrongstr;Wien;90001;15.066.059;48.281.083
60215287;Altenmarkt/Yspertal Ysperstr.;Wien;90001;15.067.945;48.289.876
60215288;Laimbach/Ostrong Haide;Wien;90001;15.086.226;48.315.576
60215289;Laimbach/Ostrong Au;Wien;90001;15.099.323;48.319.065
60215290;Laimbach/Ostrong Brandstatt;Wien;90001;15.107.705;48.318.659
60215291;Würnsdorf Thannhof;Wien;90001;15.143.125;48.316.777
60215292;Würnsdorf Am Teich;Wien;90001;15.151.327;48.316.401
60215293;Hofamt Priel Dorfplatz;Wien;90001;15.078.788;48.196.123
60215294;Yspertal Stangles;Wien;90001;15.077.198;48.315.558
60215295;Amstetten Allersdorfer Platz;Wien;90001;14.873.137;48.111.521
60215297;Schaffenfeld Euratsfelder Str.;Wien;90001;1.487.991;48.101.449
60215298;Doislau Abzw. Gießhübl;Wien;90001;1.489.935;48.100.663
60215299;Euratsfeld Hauptstraße;Wien;90001;14.931.096;48.083.473
60215301;Neuhofen/Ybbs Perbersdorf;Wien;90001;14.869.247;48.064.758
60215302;Perwarth Ort;Wien;90001;14.992.595;48.030.708
60215304;Gresten Schulen;Wien;90001;15.025.895;47.985.964
60215307;Ybbsbachamt Zellhof;Wien;90001;1.503.389;47.957.396
60215308;Brettl Ort;Wien;90001;15.056.959;47.955.712
60215309;St. Oswald/Ysper Abzw. Urthal.;Wien;90001;15.031.941;48.264.706
60215310;St. Oswald/Ysper Volksschule;Wien;90001;15.037.403;48.267.146
60215311;Gaming Erlauftalstraße 35-40;Wien;90001;15.094.392;47.934.386
60215312;Altenmarkt/Yspertal Kaiserstr.;Wien;90001;15.064.101;48.277.472
60215313;Gaming Süd;Wien;90001;15.074.278;47.915.069
60215314;Lunz am See Mausrodl;Wien;90001;15.054.462;47.878.215
60215315;Lunz am See Abzw. Weißenbach;Wien;90001;15.039.469;47.863.692
60215318;Amstetten Voralpensiedlung;Wien;90001;14.880.188;48.112.013
60215319;Preinsbach Ort;Wien;90001;14.905.242;48.128.294
60215320;Amstetten Reitbauernstraße;Wien;90001;14.871.232;48.131.406
60215321;Amstetten Reitbauernsiedlung;Wien;90001;14.874.781;48.126.118
60215323;Franzhausen bei Amstetten;Wien;90001;14.888.004;48.101.125
60215324;Doislau Nr. 51;Wien;90001;14.908.126;4.809.935
60215325;Doislau Ost;Wien;90001;14.918.268;48.098.036
60215326;Schönbichl Ostarrichi-Kaserne;Wien;90001;14.889.702;48.095.156
60215327;Schönbichl/Amst Schmiedsberg;Wien;90001;14.899.942;48.092.282
60215328;Schönbichl Waidahammer;Wien;90001;14.907.596;48.085.393
60215329;Euratsfeld Pichl;Wien;90001;14.927.961;48.091.598
60215330;Euratsfeld Mittelschule;Wien;90001;14.931.168;48.080.418
60215331;Obergafring Abzw. Völkrahof;Wien;90001;14.943.583;48.074.002
60215332;Mittergafring;Wien;90001;14.955.377;48.071.307
60215333;Untergafring Ort;Wien;90001;14.963.795;48.070.305
60215334;Untergafring Abzw. Bach;Wien;90001;14.973.209;48.071.307
60215335;Senftenegg Abzw. Ferschnitz;Wien;90001;14.982.875;4.807.351
60215336;Segenbaum;Wien;90001;14.982.291;48.083.401
60215337;Ochsenbach Landesstraße;Wien;90001;15.025.554;48.078.816
60215338;Wolfpassing/Steinak. Schloss;Wien;90001;15.064.298;48.077.507
60215339;Seisenegg Schloss;Wien;90001;14.921.843;48.136.136
60215340;Viehdorf Eichhornkapelle;Wien;90001;14.904.102;48.142.604
60215341;Viehdorf Volksschule;Wien;90001;14.890.196;48.149.599
60215342;Viehdorf Ortsmitte;Wien;90001;14.894.517;48.150.798
60215343;Viehdorf Abzw. Schiltdorf;Wien;90001;14.901.928;48.155.401
60215344;Reikersdorf bei Amstetten Ort;Wien;90001;14.908.422;48.160.296
60215345;Stiefelberg;Wien;90001;14.886.602;48.168.996
60215346;Kollmitzberg Abzw. Ort;Wien;90001;14.869.705;481.783
60215347;Kollmitzberg Abzw. Neustadtl;Wien;90001;14.875.095;48.183.996
60215348;Neustadtl Steinberg;Wien;90001;14.928.724;48.171.507
60215349;Hainstetten Ort;Wien;90001;14.924.601;48.161.603
60215350;Hainstetten Polzmühle;Wien;90001;14.925.374;4.816.669
60215351;Neustadtl Steinödt;Wien;90001;14.889.657;48.186.985
60215352;Neustadtl Beidenstein;Wien;90001;14.931.599;48.178.893
60215353;Neustadtl Hofstatt;Wien;90001;14.930.692;48.180.468
60215354;Neustadtl Thonaholz;Wien;90001;14.914.729;48.190.889
60215355;Neustadtl Abzw. Kleinwolfstein;Wien;90001;14.941.732;48.182.265
60215356;Neustadtl Trilling Strkrzg.;Wien;90001;14.943.502;48.170.872
60215357;Neustadtl Haag;Wien;90001;14.954.488;48.175.562
60215358;Neustadtl Zwischenthann;Wien;90001;14.954.308;48.170.003
60215359;Neustadtl Matzenwinkel;Wien;90001;14.948.712;48.187.602
60215363;Amstetten Koplarn;Wien;90001;14.874.053;4.813.845
60215364;Neustadtl Streit;Wien;90001;149.505;48.169.104
