DIVA;PlatformText;Municipality;MunicipalityID;Longitude;Latitude
60204825;St. Andrä-Wördern Mittelschule;Wien;90001;16.211.582;48.323.933
60204826;Heideansiedlung Raketengasse;Wien;90001;16.205.653;47.866.947
60204827;St.Andrä-Wördern Friedhofsdlg.;Wien;90001;16.196.499;48.323.043
60204828;St. Andrä-Wördern Föhrengasse;Wien;90001;16.197.029;48.318.605
60204829;St. Andrä-Wördern Gemeindeamt;Wien;90001;16.208.114;4.833.045
60204830;St. Andrä-Wördern Hagenbachkl.;Wien;90001;16.212.722;4.831.612
60204832;St. Andrä-Wördern Auhofstraße;Wien;90001;16.206.308;4.833.168
60204833;St Andrä-Wördern J.-Karner-Pl.;Wien;90001;16.211.977;48.330.682
60204834;St. Andrä-Wördern Kirche;Wien;90001;16.207.764;48.320.935
60204835;St Andrä-W. Königstetter Str.;Wien;90001;1.620.532;48.321.389
60204836;Spillern Karl-Wimmer-Gasse;Wien;90001;16.269.505;4.837.638
60204837;Schwechat Schloßstraße;Wien;90001;16.474.303;4.813.622
60204838;St. Andrä-Wördern Schlossgasse;Wien;90001;16.220.223;48.330.026
60204839;Schwechat Sdlg. Frauenfeld;Wien;90001;16.465.832;48.139.032
60204840;St. Andrä-Wördern Waldgasse;Wien;90001;16.216.918;48.327.165
60204841;Sieghartskirchen Rathaus;Wien;90001;16.016.171;48.255.945
60204842;Schwechat Am Waldfriedhof;Wien;90001;16.488.541;48.138.612
60204843;St. Georgen/Leithag. Brunneng.;Wien;90001;16.551.944;478.547
60204844;St. Georgen/Leithag. Hauptstr.;Wien;90001;16.551.154;4.785.054
60204845;St. Georgen/Leithag. Querstr.;Wien;90001;16.551.495;47.852.319
60204846;St. Margarethen Abzw. Oslip;Wien;90001;16.620.171;47.801.857
60204847;St. Margarethen Hauptplatz;Wien;90001;16.606.553;47.802.708
60204848;St. Pölten Hauptbahnhof;Wien;90001;15.624.038;48.208.194
60204849;St. Veit an der Triesting Bhf.;Wien;90001;16.149.167;47.933.315
60204850;St. Veit/Tr Kirche;Wien;90001;16.155.383;47.938.527
60204851;Staasdorf Ort;Wien;90001;16.061.266;48.299.444
60204852;Staatz Bahnhof;Wien;90001;16.492.377;48.699.626
60204853;Starnwörth Hauptstraße;Wien;90001;16.026.223;48.406.343
60204854;Starzing Ort;Wien;90001;1.597.201;48.217.257
60204855;Steinabrunn Ortsmitte;Wien;90001;16.212.192;48.510.697
60204856;Steinabrückl L.-Lehner-Str.;Wien;90001;16.219.091;47.875.485
60204857;Heideansiedlung Blätterstraße;Wien;90001;16.207.162;47.864.874
60204858;Steinbach b. Ernstbrunn Kirche;Wien;90001;16.371.823;48.538.606
60204859;Steinbach Berggasse;Wien;90001;16.195.017;48.245.536
60204860;Steinbach Lebereckstraße;Wien;90001;16.196.005;48.247.893
60204861;Steinbach Feuerwehr;Wien;90001;16.192.394;48.236.754
60204862;Seitzersdorf-Wolfp Kapelle;Wien;90001;1.608.659;48.412.902
60204863;Steinbrunn Süd;Wien;90001;16.417.395;47.832.476
60204864;Steinbrunn Bethausweg;Wien;90001;16.390.068;47.859.214
60204865;Steinbrunn Untere Hauptstraße;Wien;90001;16.414.673;47.836.692
60204867;Steinriegl Tullner Straße;Wien;90001;1.620.135;4.826.827
60204868;Brunn/Geb. Hamerlinggasse;Wien;90001;16.302.707;48.115.611
60204869;Steinriegl Schönmais;Wien;90001;16.211.025;48.273.364
60204870;Steinriegl Hirschbergweg;Wien;90001;16.202.985;48.272.103
60204871;Brunn am Gebirge Radetzkystr.;Wien;90001;16.299.769;48.119.989
60204872;Stetteldorf Absdorfer Straße;Wien;90001;16.018.659;48.408.788
60204873;Stetteldorf Marktgasse;Wien;90001;16.016.494;4.840.834
60204874;Stetteldorf Kirchenplatz;Wien;90001;16.016.099;48.407.744
60204875;Mannswörth Bahnhof;Wien;90001;1.650.693;48.136.676
60204876;Stetten Am Teiritz;Wien;90001;16.366.155;48.364.289
60204877;Stetten Kapelle;Wien;90001;16.374.886;48.366.014
60204878;Stetten Ortsmitte;Wien;90001;16.383.196;48.366.724
60204879;Stetten Umspannwerk;Wien;90001;16.381.201;48.355.849
60204880;Stettenhof Gösinger Straße;Wien;90001;15.806.154;48.483.421
60204881;Stiefern Bahnhof;Wien;90001;15.691.313;48.534.882
60204882;Stillfried Bahnhof;Wien;90001;16.846.475;48.410.946
60204883;Stixneusiedl Alte Bundesstraße;Wien;90001;16.674.088;48.041.105
60204884;Stockerau Bahnhof;Wien;90001;16.212.183;48.382.579
60204886;Stockerau Kaserngasse;Wien;90001;16.223.808;4.838.765
60204887;Stetten Neubergsiedlung;Wien;90001;16.392.888;48.360.487
60204888;Stockerau Dag-Hammerskjöld-G.;Wien;90001;16.192.654;4.838.632
60204889;Stockerau Alois-Negrelli-Str.;Wien;90001;16.223.915;48.382.597
60204891;Stockerau Dr.-Johann-Fuchs-G.;Wien;90001;16.223.278;48.390.561
60204892;Stockerau Eduard-Rösch-Straße;Wien;90001;16.223.107;48.386.409
60204893;Stockerau Joseph-Haydn-Gasse;Wien;90001;1.620.939;48.392.267
60204894;Stockerau Prager S./Gartensdlg;Wien;90001;16.198.062;48.386.833
60204895;Stockerau Franz-Jonas-Straße;Wien;90001;16.203.236;48.397.009
60204896;Stockerau Stögergasse;Wien;90001;16.216.693;48.386.815
60204897;Stockerau Prager S./Glasfabrik;Wien;90001;16.193.382;48.390.191
60204898;Stockerau Unter den Linden/Gym;Wien;90001;16.202.661;48.388.193
60204899;Stockerau J.-Strauß-Promenade;Wien;90001;16.213.037;48.393.764
60204900;Stockerau Josef-Wolfik-Straße;Wien;90001;16.201.296;48.385.216
60204901;Stetten Werkstraße;Wien;90001;16.382.279;48.358.046
60204902;Stockerau Judithastraße;Wien;90001;16.212.839;48.386.928
60204903;Spillern Stockerauer Straße;Wien;90001;16.247.478;48.382.364
60204904;Stockerau Kloster;Wien;90001;16.189.779;48.386.606
60204905;Stockerau Merkur-Markt;Wien;90001;16.239.357;48.385.729
60204906;Stockerau Horner Straße;Wien;90001;1.618.333;4.838.827
60204907;Stockerau Nikolaus-Heid-Str.;Wien;90001;16.222.343;48.393.436
60204908;Stockerau Weineckgasse;Wien;90001;16.223.933;48.385.455
60204909;Stockerau Prinz-Eugen-Kaserne;Wien;90001;16.198.044;48.389.535
60204910;Stockerau Rathausplatz;Wien;90001;16.207.476;48.384.834
60204911;Stockerau Dr.-Karl-Gladt-Str.;Wien;90001;1.620.647;48.393.991
60204912;Stockerau Senninger Straße;Wien;90001;16.202.706;48.397.295
60204913;Stockerau Sparkassaplatz;Wien;90001;16.214.097;48.385.795
60204914;Stockerau Tullner Straße;Wien;90001;16.184.821;48.385.681
60204915;Stockerau Wiener Straße;Wien;90001;16.230.752;48.386.678
60204916;Stopfenreuth Feuerwehr;Wien;90001;16.880.216;48.146.333
60204917;Stotzing Ortsmitte;Wien;90001;16.543.859;47.907.109
60204920;Stranzendorf Ort;Wien;90001;16.079.924;48.450.876
60204922;Strasshof Bahnhof;Wien;90001;16.634.589;48.318.647
60204923;Strasshof Adalbert-Stifter-G.;Wien;90001;16.622.597;48.317.673
60204924;Strasshof Anzengrubergasse;Wien;90001;16.651.406;48.319.328
60204925;Steinriegl Hochstraße;Wien;90001;16.205.841;48.276.527
60204926;Stetten Gewerbegebiet;Wien;90001;16.358.699;48.365.716
60204927;Strasshof Beethovenstraße;Wien;90001;16.617.144;48.310.002
60204928;Strasshof Billrothgasse;Wien;90001;16.638.623;4.831.652
60204929;Strasshof Dr.-Lueger-Platz;Wien;90001;166.352;48.320.146
60204930;Strasshof Dr.-Semmelweis-Gasse;Wien;90001;16.617.539;4.831.241
60204931;Strasshof Gartenstraße;Wien;90001;16.675.939;48.324.334
60204932;Strasshof Georg-Weissel-Straße;Wien;90001;16.632.622;48.320.547
60204933;Strasshof Girardigasse;Wien;90001;16.640.401;48.321.592
60204934;Strasshof Flugfeldstraße;Wien;90001;16.669.767;48.312.703
60204935;Strasshof Josef-Schwarz-Straße;Wien;90001;16.671.519;48.318.498
60204936;Strasshof Marterlweg;Wien;90001;16.666.264;48.317.518
60204937;Strasshof Karl-Millöcker-Gasse;Wien;90001;16.628.319;48.319.394
60204938;Straning Ortsmitte;Wien;90001;15.864.329;48.610.346
60204940;Strasshof Kleistgasse;Wien;90001;16.663.156;4.832.017
60204941;Strasshof Schillerstraße;Wien;90001;16.620.764;48.311.054
60204942;St. Margarethen Familypark;Wien;90001;16.645.153;47.802.068
60204943;Strasshof Neusiedler Straße;Wien;90001;16.634.311;48.314.573
60204944;Strasshof Parkstraße;Wien;90001;16.670.243;48.321.813
60204945;Strasshof Peter-Strasser-Gasse;Wien;90001;16.667.054;48.314.244
60204946;Strasshof Petzoldgasse;Wien;90001;16.645.845;48.317.823
60204947;Strasshof Pirquetstraße;Wien;90001;16.662.311;48.312.751
60204949;Strasshof Rote Burg;Wien;90001;16.633.332;48.315.612
60204950;Strasshof Promenadestraße;Wien;90001;16.662.078;48.315.929
60204951;Strasshof Schubertgasse;Wien;90001;16.671.735;48.321.036
60204952;Strasshof Silberwaldstraße;Wien;90001;16.680.906;48.325.427
60204956;Strasshof Industriestraße;Wien;90001;16.608.673;48.311.615
60204957;Strasshof Lehárgasse;Wien;90001;16.619.848;48.313.497
60204958;Straudorf Kirche;Wien;90001;16.741.111;48.182.876
60204959;Streifing;Wien;90001;16.506.337;48.483.338
60204961;Streitdorf Casinoplatz;Wien;90001;16.271.454;48.462.356
60204962;Streithofen Bundesstraße;Wien;90001;15.941.593;48.276.605
60204964;Stripfing Ortsmitte;Wien;90001;1.679.846;48.340.828
60204968;St. Pölten Hbf./Kremser Ldstr.;Wien;90001;15.624.838;48.209.289
60204970;Rappoltenkirchen Kreuthstraße;Wien;90001;1.601.503;48.233.451
60204972;Sulz/Wienerwald Sulzer Höhe;Wien;90001;16.141.863;48.109.085
60204975;Tallesbrunn Bahnhof;Wien;90001;16.786.458;48.363.794
60204976;Tallesbrunn Ortsende;Wien;90001;16.786.917;48.362.308
60204977;Tallesbrunn Ortsmitte;Wien;90001;16.784.455;48.359.807
60204978;Tattendorf Bahnhof;Wien;90001;16.305.761;47.955.447
60204979;Tattendorf Gemeindeamt;Wien;90001;16.302.832;47.956.662
60204980;Tattendorf Oberwaltersdf Str.;Wien;90001;16.311.771;47.960.879
60204981;Tautendorf Untere Barockstraße;Wien;90001;15.852.112;48.283.426
60204982;Altenmarkt/Tr Taßhof;Wien;90001;16.024.346;48.001.011
60204983;Teesdorf Bahnhof;Wien;90001;1.628.987;47.942.661
60204984;Teesdorf Bahnstraße;Wien;90001;16.287.804;47.945.008
60204985;Teesdorf Franz-Lejeune-Straße;Wien;90001;16.286.609;47.949.449
60204986;Teesdorf Mittelschule;Wien;90001;16.282.153;47.949.515
60204987;Teesdorf Volksschule;Wien;90001;16.278.192;47.948.576
60204988;Thenneberg Kirche;Wien;90001;15.968.165;48.017.808
60204989;Sdlg Ma Theresia Fasangasse;Wien;90001;16.255.824;47.879.462
60204990;Theresienfeld Bahnhof;Wien;90001;16.244.038;47.860.498
60204991;Theresienfeld Petrigasse;Wien;90001;16.248.493;47.866.525
60204992;Thomasl Ort;Wien;90001;1.639.641;48.531.819
60204993;Thürnthal Kellergasse;Wien;90001;15.845.204;48.438.112
60204994;Hintersdorf Sonnberg 10;Wien;90001;16.217.259;48.283.073
60204995;Traiskirchen Aspangbahn;Wien;90001;16.303.317;48.017.838
60204996;Traiskirchen Europaplatz;Wien;90001;16.286.797;48.021.582
60204997;Traiskirchen Goethesiedlung;Wien;90001;16.284.462;48.025.096
60204998;Traiskirchen Melkergasse;Wien;90001;16.295.637;48.018.842
60204999;Traiskirchen Hauptplatz;Wien;90001;16.294.846;48.013.704
60205000;Traiskirchen Mittelschule;Wien;90001;1.628.854;48.017.802
60205001;Traiskirchen Lokalbahn;Wien;90001;16.290.687;48.015.387
60205002;Traiskirchen Stadtpark;Wien;90001;1.629.746;48.013.031
60205003;Oberkirchbach Kogelweg;Wien;90001;16.197.316;48.287.873
60205004;Traiskirchen Gregor-Mendel-Str;Wien;90001;16.293.373;48.009.029
60205005;Traismauer Bahnhof;Wien;90001;15.745.401;48.347.975
60205006;Trasdorf Bahnhof;Wien;90001;15.879.528;48.315.284
60205007;Trasdorf Bindergasse;Wien;90001;1.587.836;48.312.165
60205008;Trasdorf Dorfplatz/West;Wien;90001;15.877.597;48.312.745
60205009;Traunfeld Gemeindeamt;Wien;90001;16.519.497;48.443.136
60205010;Trausdorf/Wulka Friedhof;Wien;90001;16.563.272;47.814.436
60205011;Trausdorf/Wulka Obere Hptstr.;Wien;90001;1.655.507;47.813.755
60205012;Trausdorf/Wulka Feriensiedlung;Wien;90001;16.578.049;4.782.878
60205013;Trautmannsdorf/Leitha Bhf.;Wien;90001;16.642.306;48.024.075
60205015;Michelhausen Ruster Straße;Wien;90001;15.932.439;48.292.888
60205016;Tresdorf Kirche;Wien;90001;16.357.567;48.380.813
60205017;Tresdorf Kellergasse;Wien;90001;16.348.673;48.381.696
60205018;Tresdorf Schloßgasse;Wien;90001;16.355.007;48.380.544
60205019;Pfaffstätten Wiener Straße;Wien;90001;16.273.502;48.015.789
60205020;Tribuswinkel Leesdorfer Straße;Wien;90001;16.271.149;48.002.676
60205021;Tribuswinkel Schafflerhofsdlg.;Wien;90001;16.276.009;4.799.215
60205022;Tribuswinkel-Josefsthal Bhf.;Wien;90001;16.269.738;48.007.785
60205023;Trumau Bahnhof;Wien;90001;16.332.189;47.992.517
60205024;Trumau Ortsmitte;Wien;90001;16.343.122;47.993.034
60205026;Trübensee Fischerzeile;Wien;90001;16.036.805;48.361.389
60205027;Passauerhof bei Katzelsdorf;Wien;90001;16.128.694;48.267.158
60205028;Tulbing Katzelsdorfer Straße;Wien;90001;16.116.971;48.287.419
60205029;Tulbing Klostergasse;Wien;90001;16.120.807;48.293.527
60205030;Tulbing Hauptstraße;Wien;90001;16.122.127;48.290.617
60205031;Tulbingerkogel Mucha;Wien;90001;16.158.527;48.270.584
60205032;Tulbingerkogel Gasthaus Popp;Wien;90001;16.151.691;48.274.333
60205033;Tulbingerkogel Hotel;Wien;90001;1.614.569;48.279.277
60205034;Tulln Bahnhof;Wien;90001;16.065.255;48.327.338
60205035;Tulln Kaplanstraße;Wien;90001;16.077.077;48.329.004
60205037;Tattendorf Mühlgasse;Wien;90001;16.301.332;47.956.885
60205038;Tulln Gebietskrankenkasse;Wien;90001;16.055.158;48.326.161
60205039;Tulln Bundesschulzentrum;Wien;90001;16.063.907;48.332.767
60205040;Tulln Egon-Schiele-Gasse;Wien;90001;1.606.194;48.324.202
60205041;Tulln Etzelgasse;Wien;90001;16.072.424;48.326
60205042;Tulln Feuerwehr;Wien;90001;16.058.697;48.327.445
60205043;Tulln Industriegebiet;Wien;90001;16.082.583;48.319.465
60205044;Tulln Frauenhofner Straße;Wien;90001;16.060.763;48.323.163
60205045;Tulln Frauentorgasse/VS II;Wien;90001;1.605.638;48.320.397
60205046;Tulln Grünwaldgasse;Wien;90001;16.046.004;48.328.347
60205047;Tulln Hafenstraße;Wien;90001;16.067.824;48.330.539
60205048;Tulln Schubertpark;Wien;90001;16.048.744;48.330.444
60205049;Tulln In der Au;Wien;90001;16.060.548;48.340.333
60205050;Tulln St. Severin;Wien;90001;1.606.724;48.322.165
60205051;Tulln Kronauer Straße;Wien;90001;16.030.257;48.325.343
60205052;Tulln Kleine Tullnbachgasse;Wien;90001;16.071.076;48.329.351
60205053;Tulln Listhof;Wien;90001;16.070.789;48.323.497
60205054;Tulln Robert-Stolz-Straße;Wien;90001;16.061.455;48.321.359
60205055;Tulln Rudolf-Buchinger-Str.;Wien;90001;16.045.528;48.329.954
60205056;Tulln Lazarettgasse;Wien;90001;16.062.102;48.331.626
60205057;Tulln Stadt Bahnhof;Wien;90001;16.053.999;48.328.437
60205059;Tulln Umspannwerk;Wien;90001;16.057.161;48.318.725
60205060;Tulln Wiener Straße;Wien;90001;1.605.717;48.331.656
60205061;Tulln Wilhelmstraße;Wien;90001;16.058.104;48.330.999
60205062;Tulln Messegelände;Wien;90001;16.038.827;48.326.597
60205063;Tullnerbach Hauptstr/Strandbad;Wien;90001;16.097.073;48.184.445
60205064;Tullnerbach Gemeindeamt;Wien;90001;16.092.681;48.184.349
60205065;Tullnerbach Norbertinumstr.;Wien;90001;16.104.628;481.849
60205067;Tullnerbach Weidlingbachstraße;Wien;90001;16.091.279;4.818.432
60205068;Tullnerbach-Pressbaum Bahnhof;Wien;90001;16.093.561;48.185.991
60205070;Ulrichskirchen Bahnhof;Wien;90001;1.648.855;48.402.413
60205071;Ulrichskirchen Ortsmitte;Wien;90001;16.492.691;48.401.655
60205072;Untereggendorf Bahnhof;Wien;90001;16.321.302;47.861.227
60205073;Unterhautzental Ort;Wien;90001;16.144.271;48.433.672
60205074;Unterkirchbach Casinostraße;Wien;90001;16.194.945;48.291.005
60205075;Tulln Landespflegeheim;Wien;90001;16.062.506;48.319.238
60205076;Unterkirchbach Schloßbergweg;Wien;90001;1.619.693;48.293.007
60205078;Untermallebarn Ort;Wien;90001;16.171.508;48.462.225
60205079;Mauerbach Heiligenbergstraße;Wien;90001;1.618.606;48.235.461
60205080;Unteroberndorf Bahnhof;Wien;90001;15.957.834;4.818.175
60205081;Unterolberndorf Abzweigung;Wien;90001;16.487.032;48.432.253
60205082;Unterolberndorf Gh. Magister;Wien;90001;16.478.022;48.433.767
60205083;Tulln W.-A.-Mozart-Straße;Wien;90001;16.061.778;48.318.432
60205084;Untermallebarn Höbersdf. Str.;Wien;90001;16.173.035;48.456.709
60205085;Unterparschenbrunn Siedlung;Wien;90001;16.112.408;48.452.193
60205087;Leobendorf Abzw. Unterrohrbach;Wien;90001;16.294.244;48.372.984
60205088;Unterrohrbach Badgasse;Wien;90001;16.291.289;48.378.945
60205089;Unterrohrbach Ortsmitte;Wien;90001;16.279.018;48.385.431
60205090;Untersiebenbrunn Bahnhof;Wien;90001;167.474;48.248.037
60205091;Untersiebenbrunn Raika;Wien;90001;1.674.572;48.255.077
60205092;Untersiebenbrunn Kirchengasse;Wien;90001;16.743.249;48.257.015
60205093;Unterstockstall Herrenstraße;Wien;90001;15.928.855;48.423.908
60205094;Untertullnerbach Bahnhof;Wien;90001;16.127.248;48.191.273
60205095;Untertullnerbach Wienerwaldsee;Wien;90001;16.121.364;48.183.673
60205096;Steinbach Kirche;Wien;90001;16.193.705;48.241.247
60205097;An der Stadlhütte Wasserwerk;Wien;90001;16.124.661;48.182.918
60205098;Unterwaltersdorf Re Bahnzeile;Wien;90001;16.433.259;47.957.769
60205100;Thenneberg Rehhofsiedlung;Wien;90001;15.947.674;48.024.478
60205101;Unterwaltersdf Don Bosco-Gymn.;Wien;90001;16.430.779;47.966.545
60205102;Unterwaltersdorf Hauptplatz;Wien;90001;16.430.492;47.960.218
60205104;Unterwaltersdorf Ebreichsdf S.;Wien;90001;16.426.162;4.796.506
60205105;Unterzögersdorf Ortsmitte;Wien;90001;16.176.341;48.381.314
60205107;Utzenlaa Ortsmitte;Wien;90001;15.947.423;48.370.102
60205108;Veitsau Feuerwehr;Wien;90001;16.100.765;4.793.683
60205110;Velm/Himberg Stadelgasse;Wien;90001;16.450.902;48.045.562
60205111;Velm/Himberg Kirchengasse;Wien;90001;16.447.389;48.043.706
60205112;Velm/Himberg Nelkengasse;Wien;90001;16.444.964;48.040.216
60205113;Velm-Götzendorf Hauptstr.18/23;Wien;90001;16.770.675;48.468.009
60205114;Vorderbrühl Husarentempelgasse;Wien;90001;16.259.794;48.082.441
60205115;Vorderbrühl Jägerhausgasse;Wien;90001;16.266.235;48.081.108
60205116;Vösendorf Anton-Benya-Straße 1;Wien;90001;1.631.593;48.117.716
60205117;Vösendorf SCS Hotel Pyramide;Wien;90001;16.312.947;48.113.494
60205118;Tullnerbach Norbertinum;Wien;90001;16.104.889;48.189.506
60205119;Vösendorf Haidfeldsiedlung;Wien;90001;16.326.701;48.135.069
60205121;Vösendorf Merkur-Markt;Wien;90001;1.632.662;48.131.148
60205122;Brunn/Gebirge Hotel Böck;Wien;90001;16.310.172;48.114.544
60205123;Vösendorf Mühlgasse;Wien;90001;16.333.312;48.123.137
60205124;Purkersdorf Schwarzhubergasse;Wien;90001;16.172.783;48.206.434
60205126;Vösendorf Postamt;Wien;90001;16.327.886;48.124.487
60205127;Vösendorf SCS Busbahnhof;Wien;90001;16.319.909;48.110.255
60205128;Vösendorf Schloßplatz;Wien;90001;16.340.741;48.120.943
60205129;Vösendorf Spitz;Wien;90001;1.635.453;48.114.574
60205130;Vösendorf Kirche;Wien;90001;16.338.496;48.121.914
60205131;Vösendorf Wienerberg;Wien;90001;16.316.954;48.118.262
60205132;Vösendorf SCS;Wien;90001;16.315.535;48.111.665
60205133;Vösendorf-Siebenhirten;Wien;90001;16.319.029;48.125.518
60205134;Vösendorf SCS B17;Wien;90001;16.315.292;48.111.689
60205135;Wagendorf Nord;Wien;90001;16.009.991;48.266.028
60205136;Wagram am Wagram Dorfstraße;Wien;90001;15.779.025;48.436.062
60205137;Wagram am Wagram NMS;Wien;90001;15.778.064;48.432.933
60205138;Wagram-Grafenegg Bahnhof;Wien;90001;15.775.863;48.434.321
60205139;St. Corona/Sch Abzw. Klausen-L;Wien;90001;15.927.714;48.062.999
60205140;Tulln Krankenhaus;Wien;90001;16.064.473;48.323.252
60205141;Wagram/Donau Ortsmitte;Wien;90001;16.752.682;48.163.532
60205142;Vösendorf SCS IKEA;Wien;90001;16.316.792;48.104.947
60205143;Wallern im Burgenland Bf;Wien;90001;16.931.069;47.733.163
60205144;St. Corona/Schöpfl Ortsmitte;Wien;90001;15.922.351;4.806.552
60205145;Wallern im Bgld Pamhagener Str;Wien;90001;16.932.938;47.722.438
60205146;Wallern im Bgld Ortsmitte;Wien;90001;16.936.306;47.725.103
60205147;Wampersdorf Bahnhof;Wien;90001;16.416.918;47.930.745
60205148;Wampersdorf Abzw. Bahnhof;Wien;90001;16.420.799;47.932.202
60205149;Klein-Mariazell Nr. 86;Wien;90001;15.944.063;48.050.078
60205150;Wampersdorf Obere Hauptstraße;Wien;90001;16.427.492;47.922.312
60205151;Wampersdorf Wiener Straße;Wien;90001;16.428.093;47.922.498
60205152;Wampersdorf Lindenstraße;Wien;90001;16.430.806;47.925.617
60205153;Wampersdorf Untere Hauptstraße;Wien;90001;16.429.127;47.922.956
60205154;Wasenbruck Ort;Wien;90001;16.555.807;47.986.342
60205155;Watzendorf Kapelle;Wien;90001;1.584.418;48.302.784
60205157;Weiden am See Bahnhof;Wien;90001;16.863.758;47.925.881
60205159;Weiden am See Obere Hauptstr.;Wien;90001;16.863.426;47.930.294
60205160;Weiden am See Raiffeisenplatz;Wien;90001;16.867.594;47.926.718
60205161;Weiden am See Untere Hauptstr.;Wien;90001;16.874.341;47.922.848
60205162;Weidling Hinterweidling;Wien;90001;16.273.493;48.269.627
60205163;Weidling Dehmgasse;Wien;90001;16.302.913;48.287.132
60205164;Weidling Elisabethgasse;Wien;90001;16.298.817;4.829.189
60205165;Weidling Fograben;Wien;90001;16.284.893;48.289.344
60205166;Weidling Friedhof;Wien;90001;16.302.761;4.829.275
60205167;Weidling Gschwendt;Wien;90001;16.322.416;48.293.229
60205168;Weidling Hauptstraße;Wien;90001;16.291.055;48.284.329
60205169;Weidling Kirche;Wien;90001;16.309.013;48.290.802
60205170;Weidling Rotgraben;Wien;90001;16.274.068;48.288.907
60205171;Weidling Kirchmayergasse;Wien;90001;16.312.112;48.290.945
60205172;Weidling Schwedenheim;Wien;90001;16.285.845;48.281.656
60205173;Weidling Servitenhof;Wien;90001;16.305.932;48.288.614
60205174;Weidling Steinwandgasse;Wien;90001;16.316.226;48.291.477
60205175;Weidling Stöllngasse;Wien;90001;16.281.632;48.289.338
60205176;Weidling Säulenweg;Wien;90001;16.294.864;48.289.619
60205178;Weidling Wintergasse;Wien;90001;16.296.194;48.286.319
60205179;Weidlingbach Hubertusweg;Wien;90001;1.623.845;48.266.572
60205180;Weidlingbach Talgasse;Wien;90001;1.625.612;48.266.685
60205181;Weidlingbach Steinrieglstr.;Wien;90001;16.267.627;48.267.385
60205182;Weidlingbach Trafo;Wien;90001;16.245.726;4.826.461
60205183;Weidlingbach Anton-Wallner-G.;Wien;90001;1.623.342;48.269.801
60205184;Weigelsdorf Bahnhof;Wien;90001;16.413.199;4.795.144
60205185;Weigelsdorf Kienergasse;Wien;90001;16.408.402;47.948.775
60205186;Weigelsdorf Grenzweg;Wien;90001;16.418.329;47.935.518
60205187;Weikendorf Bahnhof;Wien;90001;16.763.668;48.338.858
60205188;Weikendorf Mühlgasse;Wien;90001;1.676.383;48.342.196
60205189;Weikendorf-Dörfles Bahnhof;Wien;90001;16.759.051;48.349.599
60205190;Weinsteig Ort;Wien;90001;1.640.197;48.457.001
60205191;Weinzierl/Atzenbrugg Kapelle;Wien;90001;1.588.455;4.828.599
60205192;Ollern Reichersbergstraße;Wien;90001;16.074.283;48.260.586
60205193;Weissenbach Abzw.Wassergspreng;Wien;90001;16.217.286;48.081.414
60205194;Weissenbach/Mödling Ortsmitte;Wien;90001;16.223.152;48.080.532
60205195;Weissenbach-Neuhaus Bahnhof;Wien;90001;16.045.196;4.798.425
60205196;Weissenbach/Tr Further Straße;Wien;90001;16.039.707;47.981.472
60205197;Weissenbach/Tr Kirchenplatz;Wien;90001;16.038.611;4.798.247
60205198;Weissenbach/Tr Mittelschule;Wien;90001;16.038.009;47.976.361
60205199;Wetzleinsdorf Ort;Wien;90001;16.384.238;4.847.802
60205200;Wr. Neudorf Griesfeld;Wien;90001;16.312.885;48.077.879
60205201;Wr. Neudorf Bahnhof;Wien;90001;16.314.052;48.087.007
60205202;Wiener Neudorf Buchenweg;Wien;90001;16.330.752;48.082.393
60205203;Wiener Neudorf Europaplatz;Wien;90001;16.318.238;48.088.016
60205204;Wr. Neudorf Ferdinandsgasse;Wien;90001;16.307.153;48.087.007
60205205;Wr. Neudorf Reisenb.-Ring Süd;Wien;90001;16.310.522;48.087.458
60205206;Wr. Neudorf Schlossmühle;Wien;90001;16.324.527;48.084.649
60205207;Wr. Neudorf Schlossmühlgasse;Wien;90001;16.324.248;4.808.843
60205208;Ma. Enzersdorf Steinfeldstraße;Wien;90001;16.309.678;48.091.016
60205209;Wr. Neustadt Aqua Nova;Wien;90001;16.259.363;47.841.521
60205210;Wr. Neustadt Hauptbahnhof;Wien;90001;16.233.734;47.811.589
60205211;Wr. Neustadt Auge Gottes;Wien;90001;1.624.773;47.821.524
60205212;Zillingtal Steinbrunner Str.;Wien;90001;16.408.286;47.815.516
60205213;Wr. Neustadt Dachens/Brunners;Wien;90001;16.222.846;47.808.536
60205215;Wr. Neustadt Zehnergü/Zehnerg;Wien;90001;16.217.295;47.815.311
60205216;Wr. Neustadt Döttelbachsdlg.;Wien;90001;16.265.858;47.832.181
60205218;Wr. Neustadt Schulgasse;Wien;90001;16.245.295;47.811.824
60205219;Wiener Neudorf Bahnstraße;Wien;90001;16.312.678;48.087.031
60205220;Wr. Neustadt Hauptplatz;Wien;90001;16.244.774;47.813.109
60205221;Wr. Neustadt Landesklinikum;Wien;90001;16.247.002;47.816.711
60205223;Wr. Neustadt Nord Bahnhof;Wien;90001;16.238.693;47.834.527
60205224;Unterzögersdorf H-Jarosch-Str.;Wien;90001;16.171.229;4.838.107
60205225;Wr. Neustadt Pottendf. S.41/60;Wien;90001;16.252.733;47.826.578
60205226;Wr. Neustadt Am Schafflerhof;Wien;90001;16.280.024;47.839.821
60205227;Wr. Neustadt Civitas Nova;Wien;90001;16.255.347;47.833.604
60205228;Wr. Neustadt Corvinusring;Wien;90001;16.248.664;47.812.753
