FID,OBJECTID,SHAPE,LAENGE,RANG_SUB,SE_ANNO_CAD_DATA
"RADNETZPLANUNGOGD.fid--55c549b4_175fb6ca410_-76eb,101632,""LINESTRING (16.328604541660937 48.230270826030875, 16.329528245009637 48.23002112223389, 16.330489882020302 48.22935492671687, 16.332234960556317 48.22874823953265, 16.334106840882022 48.22846920301503, 16.334973498366573 48.22838649206042)"",517.91,G,"
"RADNETZPLANUNGOGD.fid--55c549b4_175fb6ca410_-76ea,101633,""LINESTRING (16.35895372138948 48.13958643079739, 16.353882499561628 48.14061046056664, 16.35251099463045 48.140581978148646, 16.351025221617057 48.14062042885422, 16.349253835402887 48.141127429389265)"",750.38,E,"
"RADNETZPLANUNGOGD.fid--55c549b4_175fb6ca410_-76e9,101634,""LINESTRING (16.411892005361413 48.28219738490378, 16.41058897869469 48.28007096348355)"",228.78,E,"
"RADNETZPLANUNGOGD.fid--55c549b4_175fb6ca410_-76e8,101635,""LINESTRING (16.387835025543552 48.27748912989735, 16.385643653014487 48.27868546932981, 16.38389482864129 48.279532468641335)"",370.5,E,"
"RADNETZPLANUNGOGD.fid--55c549b4_175fb6ca410_-76e7,101636,""LINESTRING (16.43518224403124 48.24464804341118, 16.437509029527597 48.24353347108218)"",212.66,G,"
"RADNETZPLANUNGOGD.fid--55c549b4_175fb6ca410_-76e6,101637,""LINESTRING (16.438629328337345 48.20028114992423, 16.440461537426156 48.19897197811573)"",199.36,E,"
"RADNETZPLANUNGOGD.fid--55c549b4_175fb6ca410_-76e5,101638,""LINESTRING (16.31708844528325 48.140129456004566, 16.317083537173446 48.138672401124815)"",162.02,G,"
"RADNETZPLANUNGOGD.fid--55c549b4_175fb6ca410_-76e4,101639,""LINESTRING (16.31866750608838 48.15786665705797, 16.318956962480794 48.15766533171239, 16.31997153359279 48.15400258144723)"",445.27,E,"
"RADNETZPLANUNGOGD.fid--55c549b4_175fb6ca410_-76e3,101640,""LINESTRING (16.320502829287317 48.152610249189244, 16.320766108245074 48.15182892810438)"",89.06,G,"
"RADNETZPLANUNGOGD.fid--55c549b4_175fb6ca410_-76e2,101641,""LINESTRING (16.42098561271603 48.29825250976913, 16.415678530989283 48.29879598218526)"",398.37,E,"
"RADNETZPLANUNGOGD.fid--55c549b4_175fb6ca410_-76e1,101642,""LINESTRING (16.39737042861661 48.17517297289775, 16.396983701437343 48.17521334221568)"",714.88,G,"
"RADNETZPLANUNGOGD.fid--55c549b4_175fb6ca410_-76e0,101643,""LINESTRING (16.406542912047374 48.174710638451465, 16.40314829115644 48.17485082941422, 16.399247163829415 48.17502483777192, 16.39736598209583 48.175172975266406)"",714.88,G,"
