,Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
206,Singapore,SGP,"GDP per capita, PPP (constant 2017 international $)",NY.GDP.PCAP.PP.KD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37348.20678637334,38728.40390860389,40077.54879378494,43555.619036454504,46895.05301011824,48767.71829019031,50323.88365652306,52711.00299333805,49831.82060081976,52264.851090441436,56010.57072125411,53937.13319447167,55539.36707402268,58920.94500349655,63901.71636761701,67010.51817612658,70794.44863543869,74032.28565476107,71507.06111861885,69466.58174613258,78159.84332873182,81398.6166283515,82969.56172081648,85585.8665384853,87808.66315749584,89366.30788912573,91075.53531142988,94940.97078529702,97744.95460616925,97341.46864537313,
