,Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
206,Singapore,SGP,Population density (people per sq. km of land area),EN.POP.DNST,,2540.89552238806,2612.2388059701493,2679.10447761194,2748.6567164179105,2816.268656716418,2887.1641791044776,2951.6417910447763,3002.9850746268658,3048.507462686567,3096.279104477612,3153.582089552239,3212.5373134328356,3273.134328358209,3328.0597014925374,3377.0149253731342,3422.8358208955224,3470.597014925373,3512.8358208955224,3557.4626865671644,3602.902985074627,3780.3507462686566,3949.949253731343,4001.5835820895522,4077.941791044776,4083.517910447761,4079.661194029851,4141.476119402985,4247.922388059702,4374.479104477612,4547.958208955224,4679.228358208955,4821.937313432836,4945.479104477612,5103.05671641791,5260.456716417911,5478.662686567164,5665.728358208955,5861.511940298507,5908.541791044776,6011.771641791045,6176.137313432836,6186.592592592592,5989.557762426195,6047.40770351797,6191.236437633133,6342.0243562368705,6602.30071942446,6913.4228571428575,7125.104285714286,7231.81228019572,7363.193022225271,7524.698462914712,7636.721687488331,7714.70223171084,7806.7727515911165,7908.7205632193245,7915.73043612911,7952.998418401798,,
