,Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
206,Singapore,SGP,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,,,,,,,,,,,,,14.550184888524868,14.785101389049213,15.064607135620431,16.57112472411809,15.99637415519149,16.7245554386909,15.93464722370674,16.039770684729344,16.992918328849306,17.880205587770163,18.916341977328642,18.760838719848653,17.66338209075398,15.662167056589366,12.735769464965632,13.078079891107478,14.07201262157908,15.687873622743991,14.546269592565428,15.181531598058637,16.103353501287092,16.290333945718626,16.613152278788938,15.768503647259873,15.897367157372516,15.31234108502103,14.031025635842925,14.531717406540059,14.855789084744291,14.585519151496468,12.688739339799307,12.4460741638593,11.604511579824413,11.57702740183243,11.8310221766032,12.820428195921052,13.754391446936138,12.954926530084688,12.785823969103932,13.105721951265325,13.580668735704183,13.2712500808714,13.55655713440276,13.139774529861203,13.325885336982887,14.04737820420349,13.141717058607233,,
