Sterbefälle in Wien gemeldeter Personen  nach Bezirk und Geschlecht   |Death of residents in Vienna  by district and sex of child;;;;;;;
NUTS1;NUTS2;NUTS3;DISTRICT_CODE;SUB_DISTRICT_CODE;SEX;DEATH;REF_YEAR
AT1;AT13;AT130;91700;.;2;208;2017
AT1;AT13;AT130;91800;.;2;230;2017
AT1;AT13;AT130;91900;.;2;523;2017
AT1;AT13;AT130;92000;.;2;404;2017
AT1;AT13;AT130;92100;.;2;689;2017
AT1;AT13;AT130;92200;.;2;741;2017
AT1;AT13;AT130;92300;.;2;573;2017
AT1;AT13;AT130;90100;.;1;87;2017
AT1;AT13;AT130;90200;.;1;423;2017
AT1;AT13;AT130;90300;.;1;339;2017
AT1;AT13;AT130;90400;.;1;103;2017
AT1;AT13;AT130;90500;.;1;207;2017
AT1;AT13;AT130;90600;.;1;135;2017
AT1;AT13;AT130;90700;.;1;77;2017
AT1;AT13;AT130;90800;.;1;69;2017
AT1;AT13;AT130;90900;.;1;134;2017
AT1;AT13;AT130;91000;.;1;854;2017
AT1;AT13;AT130;91100;.;1;404;2017
AT1;AT13;AT130;91200;.;1;430;2017
AT1;AT13;AT130;91300;.;1;246;2017
AT1;AT13;AT130;91400;.;1;404;2017
AT1;AT13;AT130;91500;.;1;318;2017
AT1;AT13;AT130;91600;.;1;412;2017
AT1;AT13;AT130;91700;.;1;205;2017
AT1;AT13;AT130;91800;.;1;199;2017
AT1;AT13;AT130;91900;.;1;362;2017
AT1;AT13;AT130;92000;.;1;322;2017
AT1;AT13;AT130;92100;.;1;679;2017
AT1;AT13;AT130;92200;.;1;705;2017
AT1;AT13;AT130;92300;.;1;474;2017
AT1;AT13;AT130;90100;.;2;88;2018
AT1;AT13;AT130;90200;.;2;540;2018
AT1;AT13;AT130;90300;.;2;383;2018
AT1;AT13;AT130;90400;.;2;153;2018
AT1;AT13;AT130;90500;.;2;227;2018
AT1;AT13;AT130;90600;.;2;138;2018
AT1;AT13;AT130;90700;.;2;126;2018
AT1;AT13;AT130;90800;.;2;86;2018
AT1;AT13;AT130;90900;.;2;179;2018
AT1;AT13;AT130;91000;.;2;950;2018
AT1;AT13;AT130;91100;.;2;421;2018
AT1;AT13;AT130;91200;.;2;567;2018
AT1;AT13;AT130;91300;.;2;385;2018
AT1;AT13;AT130;91400;.;2;500;2018
AT1;AT13;AT130;91500;.;2;333;2018
AT1;AT13;AT130;91600;.;2;445;2018
AT1;AT13;AT130;91700;.;2;204;2018
AT1;AT13;AT130;91800;.;2;229;2018
AT1;AT13;AT130;91900;.;2;564;2018
AT1;AT13;AT130;92000;.;2;402;2018
AT1;AT13;AT130;92100;.;2;685;2018
AT1;AT13;AT130;92200;.;2;735;2018
AT1;AT13;AT130;92300;.;2;579;2018
AT1;AT13;AT130;90100;.;1;75;2018
AT1;AT13;AT130;90200;.;1;437;2018
AT1;AT13;AT130;90300;.;1;346;2018
AT1;AT13;AT130;90400;.;1;135;2018
AT1;AT13;AT130;90500;.;1;207;2018
AT1;AT13;AT130;90600;.;1;125;2018
AT1;AT13;AT130;90700;.;1;118;2018
AT1;AT13;AT130;90800;.;1;92;2018
AT1;AT13;AT130;90900;.;1;135;2018
AT1;AT13;AT130;91000;.;1;870;2018
AT1;AT13;AT130;91100;.;1;396;2018
AT1;AT13;AT130;91200;.;1;444;2018
AT1;AT13;AT130;91300;.;1;305;2018
AT1;AT13;AT130;91400;.;1;391;2018
AT1;AT13;AT130;91500;.;1;365;2018
AT1;AT13;AT130;91600;.;1;426;2018
AT1;AT13;AT130;91700;.;1;218;2018
AT1;AT13;AT130;91800;.;1;179;2018
AT1;AT13;AT130;91900;.;1;374;2018
AT1;AT13;AT130;92000;.;1;377;2018
AT1;AT13;AT130;92100;.;1;716;2018
AT1;AT13;AT130;92200;.;1;721;2018
AT1;AT13;AT130;92300;.;1;516;2018
AT1;AT13;AT130;90100;.;2;79;2019
AT1;AT13;AT130;90200;.;2;509;2019
AT1;AT13;AT130;90300;.;2;396;2019
AT1;AT13;AT130;90400;.;2;137;2019
AT1;AT13;AT130;90500;.;2;243;2019
AT1;AT13;AT130;90600;.;2;149;2019
AT1;AT13;AT130;90700;.;2;118;2019
AT1;AT13;AT130;90800;.;2;73;2019
AT1;AT13;AT130;90900;.;2;154;2019
AT1;AT13;AT130;91000;.;2;875;2019
AT1;AT13;AT130;91100;.;2;387;2019
AT1;AT13;AT130;91200;.;2;508;2019
AT1;AT13;AT130;91300;.;2;339;2019
AT1;AT13;AT130;91400;.;2;426;2019
AT1;AT13;AT130;91500;.;2;314;2019
AT1;AT13;AT130;91600;.;2;418;2019
AT1;AT13;AT130;91700;.;2;197;2019
AT1;AT13;AT130;91800;.;2;245;2019
AT1;AT13;AT130;91900;.;2;525;2019
AT1;AT13;AT130;92000;.;2;355;2019
AT1;AT13;AT130;92100;.;2;652;2019
AT1;AT13;AT130;92200;.;2;735;2019
AT1;AT13;AT130;92300;.;2;556;2019
AT1;AT13;AT130;90100;.;1;59;2019
AT1;AT13;AT130;90200;.;1;415;2019
AT1;AT13;AT130;90300;.;1;379;2019
AT1;AT13;AT130;90400;.;1;111;2019
AT1;AT13;AT130;90500;.;1;188;2019
AT1;AT13;AT130;90600;.;1;131;2019
AT1;AT13;AT130;90700;.;1;96;2019
AT1;AT13;AT130;90800;.;1;87;2019
AT1;AT13;AT130;90900;.;1;126;2019
AT1;AT13;AT130;91000;.;1;858;2019
AT1;AT13;AT130;91100;.;1;414;2019
AT1;AT13;AT130;91200;.;1;429;2019
AT1;AT13;AT130;91300;.;1;264;2019
AT1;AT13;AT130;91400;.;1;395;2019
AT1;AT13;AT130;91500;.;1;280;2019
AT1;AT13;AT130;91600;.;1;418;2019
AT1;AT13;AT130;91700;.;1;206;2019
AT1;AT13;AT130;91800;.;1;217;2019
AT1;AT13;AT130;91900;.;1;385;2019
AT1;AT13;AT130;92000;.;1;355;2019
AT1;AT13;AT130;92100;.;1;760;2019
AT1;AT13;AT130;92200;.;1;742;2019
AT1;AT13;AT130;92300;.;1;445;2019
