Country Name,Country Code,Indicator Name,Indicator Code,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Germany,DEU,Tax revenue (% of GDP),GC.TAX.TOTL.GD.ZS,10.784103444252699,10.919394802068801,10.4752255793264,10.0448777975532,10.170334296746802,10.4908657926722,10.493259796036499,10.3798790052419,10.2825668951454,10.0567369632953,9.7944266091286,9.75040311009836,10.190858254559599,10.196980849773,9.93788342058589,10.084634392010198,9.81647397178296,10.2507219414848,9.83228367915116,11.629713709168902,11.75387471652,11.4604572531684,11.677844278647802,11.4761349301439,10.901851794022999,10.7293679728731,10.834979795673199,11.508536135335099,11.7050007349141,10.961685400499,10.8353047149382,10.998521412390302,10.4262945741916,10.6568166026456,10.851627618360801,11.3340401272229,11.4723010889499,11.6149370535587,11.1902979254407,11.4813852299559,11.6229861108582,11.611503370267,11.4825632039024,11.4197361777121,11.2738585239782,11.4719613927932,11.505903952014899
