STATIONS_ID;MESS_DATUM_BEGINN;MESS_DATUM_ENDE;QN_4;MO_N;MO_TT;MO_TX;MO_TN;MO_FK;MX_TX;MX_FX;MX_TN;MO_SD_S;QN_6;MO_RR;MX_RS;eor
        430;19930201;19930228;   10;  6.36;   0.50;    2.81;   -2.05;    2.72;   7.0;  21.6;  -9.3;  50.30;    9;    35.5;    7.8;eor
        430;19930301;19930331;   10;  4.83;   4.42;    8.49;    0.65;    2.74;  17.1;  20.1;  -5.9; 141.60;    9;     8.9;    1.9;eor
        430;19930401;19930430;   10;  4.10;  11.92;   16.70;    6.42;    2.78;  28.1;  15.9;  -2.1; 218.80;    9;    12.9;    6.8;eor
        430;19930501;19930531;   10;  4.15;  16.80;   21.97;   11.63;    2.42;  29.9;  25.2;   4.2; 234.90;    9;   110.0;   38.9;eor
        430;19930601;19930630;   10;  4.99;  16.38;   20.65;   11.68;    2.58;  30.0;  22.6;   7.4; 179.80;    9;   123.8;   41.0;eor
        430;19930701;19930731;   10;  5.25;  17.19;   21.68;   12.95;    2.69;  28.5;  18.0;   8.8; 203.50;    9;    86.6;   10.6;eor
        430;19930801;19930831;   10;  4.74;  16.82;   21.33;   12.17;    2.47;  29.5;  19.0;   5.6; 208.50;    9;    55.8;   12.8;eor
        430;19930901;19930930;   10;  5.94;  13.16;   16.92;   10.08;    2.64;  23.3;  14.9;   4.6; 104.10;    9;    60.8;   17.0;eor
        430;19931001;19931031;   10;  5.24;   9.35;   12.76;    6.10;    2.60;  20.4;  19.0;  -1.8; 105.10;    9;    16.6;    4.8;eor
        430;19931101;19931130;   10;  6.35;   0.71;    2.69;   -1.20;    2.40;   8.6;  17.0;  -8.3;  26.20;    9;    26.9;    8.2;eor
        430;19931201;19931231;   10;  6.97;   3.75;    5.87;    1.51;    3.51;  13.2;  31.9;  -7.4;  24.70;    9;    85.0;    9.8;eor
        430;19940101;19940131;   10;  6.67;   3.63;    5.71;    1.48;    3.53;  11.3;  26.2;  -5.0;  23.90;    9;    92.2;   24.8;eor
        430;19940201;19940228;   10;  5.69;  -0.32;    2.38;   -3.08;    2.71;  11.5;  17.5; -12.6;  80.90;    9;     5.7;    4.0;eor
        430;19940301;19940331;   10;  6.23;   6.21;    9.89;    2.76;    3.45;  20.7;  26.8;  -1.7;  90.00;    9;    90.3;   12.2;eor
        430;19940401;19940430;   10;  4.47;   9.97;   14.70;    4.81;    2.55;  24.0;  22.6;  -2.2; 183.60;    9;    52.0;   25.2;eor
        430;19940501;19940531;   10;  4.87;  13.99;   18.39;    8.83;    2.62;  24.5;  20.1;   1.2; 208.10;    9;    74.6;   33.6;eor
        430;19940601;19940630;   10;  4.71;  16.90;   21.74;   11.75;    2.66;  34.6;  19.0;   6.3; 236.30;    9;    22.1;    9.3;eor
        430;19940701;19940731;   10;  2.70;  24.02;   29.24;   17.42;    2.26;  37.0;  19.0;  12.4; 377.50;    9;    34.5;   26.8;eor
        430;19940801;19940831;   10;  4.70;  19.24;   23.96;   14.68;    2.43;  37.5;  18.5;   9.4; 225.60;    9;    76.2;   21.9;eor
        430;19940901;19940930;   10;  5.75;  14.27;   17.70;   11.19;    2.76;  21.5;  21.1;   7.4; 103.90;    9;    72.0;   23.6;eor
        430;19941001;19941031;   10;  4.44;   8.05;   12.25;    4.03;    2.59;  17.5;  18.5;  -2.5; 153.40;    9;    26.2;   14.1;eor
        430;19941101;19941130;   10;  5.79;   6.99;    9.75;    4.28;    2.86;  15.6;  19.0;  -2.2;  64.40;    9;    45.3;   12.7;eor
        430;19941201;19941231;   10;  5.92;   4.11;    6.55;    1.76;    3.00;  14.0;  19.5;  -3.4;  57.20;    9;    54.6;   10.3;eor
        430;19950101;19950131;   10;  5.73;   0.98;    3.49;   -1.54;    3.07;  13.0;  22.1;  -8.5;  48.70;    9;    44.6;    7.1;eor
        430;19950201;19950228;   10;  5.94;   5.10;    8.34;    1.74;    3.31;  15.0;  25.7;  -5.3;  68.50;    9;    64.3;    9.5;eor
        430;19950301;19950331;   10;  4.94;   4.16;    7.93;    0.36;    3.34;  16.4;  24.2;  -5.2; 123.40;    9;    39.4;    9.5;eor
        430;19950401;19950430;   10;  5.25;   9.17;   13.38;    4.80;    2.91;  27.5;  22.6;  -0.7; 161.00;    9;    30.5;    9.2;eor
        430;19950501;19950531;   10;  4.91;  13.75;   18.47;    8.24;    2.23;  29.4;  17.0;   2.0; 235.50;    9;    34.9;    8.8;eor
        430;19950601;19950630;   10;  5.14;  15.98;   20.12;   11.20;    2.15;  27.2;  17.5;   8.0; 179.40;    9;    77.2;   15.1;eor
        430;19950701;19950731;   10;  3.72;  22.12;   27.39;   16.48;    2.28;  33.8;  18.0;  11.2; 303.50;    9;    40.8;   15.5;eor
        430;19950801;19950831;   10;  3.92;  20.61;   25.83;   14.74;    2.19;  31.7;  15.9;   8.1; 272.90;    9;    34.0;   23.1;eor
        430;19950901;19950930;   10;  5.74;  14.38;   18.50;   11.04;    2.66;  23.9;  20.1;   3.9; 120.00;    9;    63.0;   16.4;eor
        430;19951001;19951031;   10;  4.67;  12.56;   16.74;    8.25;    2.10;  24.9;  15.4;  -1.9; 136.10;    9;     8.3;    3.6;eor
        430;19951101;19951130;   10;  5.38;   2.80;    5.47;   -0.15;    2.36;  11.6;  17.5;  -7.3;  74.70;    9;    38.5;   11.2;eor
        430;19951201;19951231;   10;  6.35;  -2.65;   -0.67;   -4.78;    2.30;   9.5;  13.4; -12.8;  37.00;    9;    22.7;   12.4;eor
        430;19960101;19960131;   10;  5.61;  -3.68;   -1.53;   -5.73;    2.58;   5.2;  13.4; -13.9;  57.80;    9;     0.4;    0.4;eor
        430;19960201;19960229;   10;  5.23;  -2.30;    0.58;   -5.40;    2.66;  11.1;  17.5; -15.0;  91.00;    9;    20.1;    6.7;eor
        430;19960301;19960331;   10;  5.03;   1.02;    4.24;   -1.92;    2.60;  11.8;  14.4;  -6.8; 123.80;    9;    11.8;    5.1;eor
        430;19960401;19960430;   10;  3.71;  10.43;   15.67;    4.06;    2.14;  29.0;  15.4;  -6.7; 221.60;    9;     6.7;    1.7;eor
        430;19960501;19960531;   10;  6.17;  12.60;   16.50;    8.47;    2.24;  29.9;  15.4;   0.2; 123.80;    9;    97.5;   22.4;eor
        430;19960601;19960630;   10;  5.09;  16.85;   21.16;   12.11;    2.27;  33.1;  15.4;   7.4; 194.70;    9;    36.4;   12.5;eor
        430;19960701;19960731;   10;  5.69;  16.93;   21.14;   12.46;    2.42;  27.0;  16.5;   6.8; 167.30;    9;   111.3;   34.9;eor
        430;19960801;19960831;   10;  4.43;  19.42;   24.16;   15.01;    2.24;  29.7;  13.4;  10.6; 216.10;    9;    37.6;    9.9;eor
        430;19960901;19960930;   10;  5.44;  11.86;   15.69;    8.17;    2.38;  22.0;  14.4;   4.4; 130.10;    9;    49.2;   12.5;eor
        430;19961001;19961031;   10;  5.32;  10.41;   14.07;    6.93;    2.08;  19.0;  22.1;   2.0;  99.80;    9;    51.4;   16.1;eor
        430;19961101;19961130;   10;  6.63;   5.57;    7.75;    3.36;    2.92;  16.1;  19.5;  -4.7;  24.80;    9;    26.0;    5.5;eor
        430;19961201;19961231;   10;  5.88;  -2.22;    0.01;   -4.57;    2.10;   9.3;  15.4; -17.3;  51.00;    9;     9.6;    3.3;eor
        430;19970101;19970131;   10;  5.44;  -1.90;    0.45;   -4.72;    1.99;   8.8;  11.8; -21.4;  72.00;    9;     4.7;    1.6;eor
        430;19970201;19970228;   10;  5.75;   4.55;    7.84;    0.99;    3.34;  14.2;  22.1;  -8.7;  73.30;    9;    52.8;   16.1;eor
        430;19970301;19970331;   10;  4.87;   5.68;    9.85;    1.50;    2.53;  19.0;  29.3;  -5.4; 154.70;    9;    22.2;    8.6;eor
        430;19970401;19970430;   10;  4.95;   7.16;   11.61;    2.46;    2.86;  18.3;  24.7;  -4.2; 162.30;    9;    36.0;    9.6;eor
        430;19970501;19970531;   10;  5.15;  14.17;   18.65;    8.91;    2.53;  29.1;  16.5;   0.0; 217.30;    9;    58.6;   14.3;eor
        430;19970601;19970630;   10;  4.44;  18.32;   22.89;   12.89;    2.39;  33.5;  13.4;   6.0; 257.70;    9;    31.5;   10.5;eor
        430;19970701;19970731;   10;  5.13;  19.51;   24.04;   14.87;    2.11;  27.2;  14.9;  12.6; 227.30;    9;    92.4;   33.5;eor
        430;19970801;19970831;   10;  3.76;  22.46;   27.76;   16.75;    1.89;  32.2;  12.9;  11.5; 261.10;    9;    27.7;   20.4;eor
        430;19970901;19970930;   10;  4.61;  15.01;   20.11;   10.08;    2.24;  28.2;  22.6;   3.3; 187.10;    9;    14.0;    4.1;eor
        430;19971001;19971031;   10;  5.52;   8.56;   12.72;    4.96;    2.67;  23.4;  19.5;  -6.7; 111.10;    9;    41.0;   11.0;eor
        430;19971101;19971130;   10;  6.69;   4.18;    6.22;    1.82;    2.40;  16.7;  13.4;  -2.9;  55.00;    9;    12.9;    5.2;eor
        430;19971201;19971231;   10;  6.37;   2.36;    4.27;    0.22;    2.59;  11.5;  15.9; -13.2;  34.60;    9;    55.6;   11.8;eor
        430;19980101;19980131;   10;  5.90;   3.31;    5.93;    0.93;    2.69;  13.6;  24.2;  -9.4;  63.30;    9;    43.3;    8.7;eor
        430;19980201;19980228;   10;  6.45;   6.20;    8.84;    3.22;    3.27;  16.2;  26.2; -13.0;  68.40;    9;     8.1;    3.3;eor
        430;19980301;19980331;   10;  5.11;   5.23;    8.88;    1.46;    2.90;  19.4;  23.1;  -4.8; 123.70;    9;    57.8;   13.3;eor
        430;19980401;19980430;   10;  5.82;  11.07;   14.85;    6.65;    2.55;  24.8;  15.9;   0.5; 129.30;    9;    32.1;    5.7;eor
        430;19980501;19980531;   10;  4.72;  15.97;   21.15;   10.21;    2.39;  30.0;  14.9;   5.0; 233.60;    9;    12.3;    6.0;eor
        430;19980601;19980630;   10;  5.29;  18.16;   23.10;   13.42;    2.20;  34.1;  21.6;   7.9; 191.80;    9;    64.2;   13.2;eor
        430;19980701;19980731;   10;  5.03;  17.88;   22.58;   13.46;    2.79;  36.5;  19.5;   9.5; 196.10;    9;    41.5;    8.8;eor
        430;19980801;19980831;   10;  5.16;  17.64;   22.74;   13.33;    2.64;  31.5;  23.7;   8.8; 185.90;    9;    49.1;   12.8;eor
        430;19980901;19980930;   10;  5.71;  14.83;   18.37;   11.24;    2.15;  24.9;  16.5;   6.2; 105.80;    9;    33.8;    9.3;eor
        430;19981001;19981031;   10;  6.10;   9.12;   12.12;    6.32;    3.36;  19.8;  19.5;   1.2;  66.70;    9;    93.7;   23.2;eor
        430;19981101;19981130;   10;  6.44;   1.87;    3.94;   -0.14;    2.45;  11.7;  19.0;  -8.9;  34.90;    9;    37.6;   12.5;eor
        430;19981201;19981231;   10;  5.70;   1.25;    3.47;   -1.21;    2.96;  12.7;  25.0; -12.5;  57.40;    9;    33.9;    7.5;eor
        430;19990101;19990131;   10;  6.01;   3.63;    6.31;    0.94;    2.72;  14.6;  18.0; -10.3;  60.30;    9;    26.1;    8.3;eor
        430;19990201;19990228;   10;  6.25;   1.64;    3.99;   -1.26;    3.01;  13.2;  22.0; -11.2;  63.70;    9;    39.8;    7.9;eor
        430;19990301;19990331;   10;  5.77;   5.98;    9.75;    2.46;    2.43;  19.8;  16.0;  -2.7; 114.00;    9;    39.4;    8.9;eor
        430;19990401;19990430;   10;  4.85;  10.57;   15.20;    5.67;    2.57;  21.2;  17.0;  -2.1; 165.50;    9;    37.2;    8.9;eor
        430;19990501;19990531;   10;  4.81;  15.12;   20.07;    9.29;    2.57;  30.7;  18.0;   2.7; 257.20;    9;    33.1;    8.2;eor
        430;19990601;19990630;   10;  4.80;  17.38;   21.93;   12.11;    2.38;  27.9;  14.0;   7.9; 211.10;    9;    45.5;   12.5;eor
        430;19990701;19990731;   10;  4.45;  21.35;   26.20;   15.93;    2.44;  35.4;  17.0;  11.3; 264.30;    9;    52.6;   25.4;eor
        430;19990801;19990831;   10;  4.42;  19.06;   24.10;   13.65;    2.37;  30.3;  18.0;   8.4; 206.40;    9;    30.4;    7.1;eor
        430;19990901;19990930;   10;  3.63;  18.86;   24.18;   13.71;    2.52;  29.7;  14.0;   6.5; 215.30;    9;    12.5;    4.0;eor
        430;19991001;19991031;   10;  5.13;  10.25;   14.27;    6.80;    2.80;  19.4;  20.0;  -0.4; 114.50;    9;    16.9;    4.0;eor
        430;19991101;19991130;   10;  5.91;   4.49;    7.10;    1.55;    2.25;  15.2;  15.0;  -6.2;  63.90;    9;    21.4;    5.3;eor
        430;19991201;19991231;   10;  6.25;   2.91;    5.12;    0.65;    3.30;  11.9;  26.0;  -3.9;  35.50;    9;    64.0;    8.3;eor
        430;20000101;20000131;   10;  5.95;   1.72;    4.15;   -1.26;    2.95;  10.8;  24.0; -13.7;  68.60;    9;    39.5;   10.1;eor
        430;20000201;20000229;   10;  5.98;   4.54;    7.64;    1.72;    3.20;  18.0;  20.0;  -3.5;  66.80;    9;    50.8;    9.1;eor
        430;20000301;20000331;   10;  6.55;   5.71;    9.07;    2.58;    3.12;  16.1;  21.0;  -2.1;  71.60;    9;    75.5;   12.2;eor
        430;20000401;20000430;   10;  4.69;  12.45;   17.40;    7.16;    2.54;  29.1;  17.0;  -1.6; 204.20;    9;    32.2;   13.9;eor
        430;20000501;20000531;   10;  3.70;  17.03;   22.39;   10.64;    2.31;  31.0;  19.0;   6.2; 298.30;    9;    12.9;    3.0;eor
        430;20000601;20000630;   10;  4.61;  18.94;   23.91;   13.39;    2.72;  36.9;  21.0;   7.4; 243.80;    9;    27.1;    8.5;eor
        430;20000701;20000731;   10;  6.35;  17.16;   21.12;   13.43;    2.71;  25.8;  15.0;   9.0; 109.80;    9;    56.2;   39.0;eor
        430;20000801;20000831;   10;  4.26;  18.86;   23.66;   13.93;    2.10;  31.7;  17.0;   9.6; 230.90;    9;    84.9;   27.1;eor
        430;20000901;20000930;   10;  4.69;  14.71;   18.53;   10.92;    2.54;  23.9;  15.0;   5.8; 151.30;    9;    41.1;   12.6;eor
        430;20001001;20001031;   10;  5.51;  12.54;   15.86;    9.62;    2.64;  22.8;  16.0;   6.1;  85.80;    9;    23.0;    4.6;eor
        430;20001101;20001130;   10;  5.42;   7.42;   10.16;    4.87;    2.46;  14.2;  13.0;   2.0; 102.00;    9;    18.6;    5.2;eor
        430;20001201;20001231;   10;  5.96;   3.54;    5.57;    1.41;    2.69;  14.5;  20.0;  -6.2;  66.10;    9;    34.8;    6.4;eor
        430;20010101;20010131;   10;  5.71;   1.47;    3.50;   -1.03;    2.39;  10.4;  18.0;  -5.4;  56.40;    9;    33.1;    9.2;eor
        430;20010201;20010228;   10;  5.99;   2.07;    5.35;   -1.40;    2.54;  13.8;  19.0;  -9.0;  62.70;    9;    28.2;    5.0;eor
        430;20010301;20010331;   10;  6.10;   3.69;    6.59;    0.76;    2.65;  14.1;  20.0;  -5.6;  92.90;    9;    42.6;    6.9;eor
        430;20010401;20010430;   10;  5.63;   8.60;   12.94;    4.40;    2.53;  25.3;  19.4;  -1.1; 118.60;    9;    26.2;    8.7;eor
        430;20010501;20010531;   10;  4.09;  15.35;   20.43;    9.69;    2.48;  28.3;  20.3;   5.1; 276.90;    9;    25.7;    9.4;eor
        430;20010601;20010630;   10;  5.37;  15.14;   19.93;   10.54;    2.40;  28.2;  19.4;   4.3; 181.70;    9;    62.7;    7.8;eor
        430;20010701;20010731;   10;  4.23;  20.49;   25.39;   14.95;    2.23;  32.0;  15.8;  10.0; 250.50;    9;    38.2;    6.5;eor
        430;20010801;20010831;   10;  4.40;  19.88;   24.96;   15.15;    2.42;  34.4;  15.7;  10.3; 201.50;    9;    55.7;   10.5;eor
        430;20010901;20010930;   10;  6.35;  13.13;   16.59;   10.40;    2.73;  22.4;  18.2;   7.2;  75.30;    9;   111.3;   23.3;eor
        430;20011001;20011031;   10;  5.10;  13.30;   16.88;    9.92;    2.52;  22.7;  20.6;   5.0; 103.10;    9;    24.5;    5.0;eor
        430;20011101;20011130;   10;  5.98;   4.44;    7.05;    0.83;    2.73;  11.8;  16.4;  -4.9;  49.80;    9;    37.2;   10.4;eor
        430;20011201;20011231;   10;  6.72;   0.19;    2.08;   -2.00;    2.90;   8.2;  22.5; -12.3;  27.80;    9;    27.3;    6.5;eor
        430;20020101;20020131;   10;  5.92;   2.38;    4.84;   -0.32;    3.03;  14.9;  33.5; -12.5;  68.30;    9;    32.8;    7.3;eor
        430;20020201;20020228;   10;  4.95;   5.64;    9.06;    2.11;    3.50;  16.8;  25.6;  -5.6;  92.80;    9;    69.5;   13.5;eor
        430;20020301;20020331;   10;  5.97;   5.77;    9.42;    2.15;    2.71;  18.5;  23.8;  -3.6;  98.60;    9;    41.5;   10.9;eor
        430;20020401;20020430;   10;  4.69;   9.04;   13.28;    4.54;    2.40;  19.1;  23.4;  -4.5; 144.50;    9;    39.1;   13.8;eor
        430;20020501;20020531;   10;  5.15;  15.90;   20.30;   11.38;    2.26;  27.1;  16.3;   6.7; 196.30;    9;    52.7;   15.2;eor
        430;20020601;20020630;   10;  4.92;  18.14;   22.66;   13.13;    2.67;  33.8;  17.2;   6.9; 201.70;    9;    28.3;    5.9;eor
        430;20020701;20020731;   10;  5.16;  19.53;   24.13;   14.95;    2.55;  33.5;  33.2;   9.4; 168.90;    9;    57.3;   13.1;eor
        430;20020801;20020831;   10;  4.31;  21.40;   26.32;   16.63;    2.10;  32.4;  13.0;  12.4; 225.20;    9;   107.0;   49.2;eor
        430;20020901;20020930;   10;  4.06;  15.20;   19.87;   10.31;    2.17;  27.7;  13.0;   0.4; 183.20;    9;    41.3;   23.2;eor
        430;20021001;20021031;   10;  5.48;   8.49;   12.13;    4.80;    2.68;  19.7;  27.4;   0.5;  96.30;    9;   117.3;   31.7;eor
        430;20021101;20021130;   10;  5.89;   4.70;    7.20;    2.08;    2.37;  12.0;  17.9;  -4.3;  54.40;    9;    48.5;   11.9;eor
        430;20021201;20021231;   10;  5.55;  -1.50;    0.41;   -3.46;    2.61;   7.2;  16.1; -11.3;  65.70;    9;    12.3;    3.7;eor
        430;20030101;20030131;   10;  6.36;   0.06;    2.64;   -3.18;    2.71;   9.6;  16.6; -17.4;  39.50;    9;    50.7;   15.0;eor
        430;20030201;20030228;   10;  4.21;  -1.21;    2.32;   -4.74;    2.29;  10.7;  10.8; -10.9; 112.90;    9;     4.4;    2.3;eor
        430;20030301;20030331;   10;  4.29;   4.96;    9.86;   -0.10;    2.39;  17.8;  13.8;  -4.4; 159.10;    9;    16.9;    5.8;eor
        430;20030401;20030430;   10;  3.60;   9.48;   14.65;    3.59;    2.77;  22.4;  18.8;  -6.8; 214.30;    9;    24.1;    5.3;eor
        430;20030501;20030531;   10;  4.35;  15.99;   21.16;   10.17;    2.55;  29.6;  20.3;   2.8; 242.40;    9;    29.3;    9.8;eor
        430;20030601;20030630;   10;  3.90;  20.08;   25.29;   14.02;    2.50;  32.7;  31.3;  10.5; 286.60;    9;    44.7;   16.5;eor
        430;20030701;20030731;   10;  4.60;  20.76;   25.86;   15.94;    2.42;  33.9;  14.4;  10.9; 218.10;    9;    34.1;    8.2;eor
        430;20030801;20030831;   10;  3.30;  21.03;   27.00;   15.00;    2.42;  34.7;  21.5;   9.7; 270.10;    9;    30.8;   15.6;eor
        430;20030901;20030930;   10;  4.23;  15.65;   21.23;   10.10;    2.17;  30.0;  14.9;   4.8; 198.20;    9;    40.1;   16.5;eor
        430;20031001;20031031;   10;  4.50;   6.81;   11.06;    2.09;    2.45;  18.0;  18.6;  -5.8; 131.40;    9;    45.2;    7.3;eor
        430;20031101;20031130;   10;  5.55;   7.07;    9.91;    4.31;    2.60;  15.4;  19.1;  -2.7;  61.10;    9;    38.8;   12.0;eor
        430;20031201;20031231;   10;  5.33;   3.22;    5.89;    0.36;    2.84;  11.3;  22.7;  -7.8;  70.20;    9;    39.2;   14.7;eor
        430;20040101;20040131;   10;  6.18;  -0.78;    1.60;   -3.43;    2.48;   8.7;  20.8; -10.6;  52.10;    9;    68.7;   17.8;eor
        430;20040201;20040229;   10;  5.62;   3.18;    6.17;   -0.10;    2.86;  15.5;  20.7;  -7.6;  61.00;    9;    45.1;   13.2;eor
        430;20040301;20040331;   10;  5.28;   5.65;    9.51;    1.44;    2.87;  20.8;  25.6;  -6.9; 120.70;    9;    12.2;    5.6;eor
        430;20040401;20040430;   10;  4.32;  10.68;   15.70;    5.26;    2.40;  22.7;  16.9;  -2.8; 186.00;    9;    23.6;    7.1;eor
        430;20040501;20040531;   10;  5.40;  13.18;   17.67;    7.95;    2.55;  24.8;  19.8;   1.1; 157.10;    9;    32.0;   11.6;eor
        430;20040601;20040630;   10;  5.34;  16.27;   21.06;   11.26;    2.50;  25.6;  17.3;   7.0; 169.00;    9;    45.4;   11.0;eor
        430;20040701;20040731;   10;  4.89;  17.97;   22.94;   13.02;    2.45;  29.4;  20.8;   8.9; 214.40;    9;   101.4;   22.0;eor
        430;20040801;20040831;   10;  4.00;  20.30;   25.31;   15.22;    2.29;  31.5;  15.5;   9.1; 231.10;    9;    60.0;   14.9;eor
        430;20040901;20040930;   10;  4.13;  15.11;   19.97;   10.13;    2.63;  26.1;  20.5;   6.2; 192.60;    9;    33.3;    9.4;eor
        430;20041001;20041031;   10;  4.96;  10.75;   14.83;    6.79;    2.55;  25.0;  21.2;  -0.7; 126.80;    9;    23.8;    7.3;eor
        430;20041101;20041130;   10;  6.20;   4.93;    7.48;    1.90;    2.87;  14.8;  20.4;  -3.6;  40.50;    9;    59.3;   11.8;eor
        430;20041201;20041231;   10;  6.42;   2.66;    4.79;    0.10;    2.71;   9.5;  20.4;  -6.0;  35.50;    9;    22.5;    4.6;eor
        430;20050101;20050131;   10;  6.09;   3.26;    5.45;    0.85;    3.29;  13.8;  27.6;  -7.0;  33.30;    9;    46.3;   10.0;eor
        430;20050201;20050228;   10;  5.75;  -0.02;    2.42;   -3.08;    2.71;  10.7;  23.4; -14.0;  74.10;    9;    38.9;   15.9;eor
        430;20050301;20050331;   10;  5.40;   3.89;    7.55;    0.05;    2.90;  18.1;  17.0;  -9.0; 128.10;    9;    13.9;    6.5;eor
        430;20050401;20050430;   10;  3.77;  10.63;   16.07;    4.65;    2.27;  21.6;  13.9;  -1.5; 237.10;    9;    10.9;    4.5;eor
        430;20050501;20050531;   10;  5.42;  14.14;   18.95;    9.21;    2.55;  32.9;  23.4;   1.9; 204.90;    9;   101.1;   26.7;eor
        430;20050601;20050630;   10;  4.73;  17.07;   22.16;   11.09;    2.40;  32.7;  19.1;   5.7; 245.80;    9;    39.0;   18.1;eor
        430;20050701;20050731;   10;  5.45;  19.40;   23.96;   15.17;    2.52;  30.7;  17.0;  11.4; 198.00;    9;   180.2;   38.7;eor
        430;20050801;20050831;   10;  4.90;  17.21;   21.71;   12.54;    2.29;  28.1;  14.2;   8.6; 210.10;    9;    49.7;   10.5;eor
        430;20050901;20050930;   10;  3.46;  16.41;   21.47;   11.25;    1.93;  29.4;  13.7;   3.9; 214.60;    9;    51.2;   12.3;eor
        430;20051001;20051031;   10;  3.35;  12.12;   16.76;    7.95;    2.32;  20.9;  17.4;   0.2; 179.90;    9;    28.2;    9.6;eor
        430;20051101;20051130;   10;  5.60;   5.25;    7.95;    2.28;    2.27;  17.6;  12.2;  -3.3;  67.70;    9;    20.7;    6.3;eor
        430;20051201;20051231;   10;  6.47;   1.64;    3.81;   -0.99;    2.55;   8.2;  18.0;  -8.9;  30.00;    9;    44.9;    6.5;eor
        430;20060101;20060131;   10;  4.79;  -3.21;   -0.43;   -6.23;    2.23;   4.5;  12.2; -16.7;  96.00;    9;    17.2;    6.3;eor
        430;20060201;20060228;   10;  6.28;   0.22;    2.73;   -2.78;    2.50;   9.0;  18.5; -12.6;  48.60;    9;    34.7;    7.4;eor
        430;20060301;20060331;   10;  5.74;   1.76;    5.33;   -2.24;    2.45;  18.5;  17.4; -13.3;  95.40;    9;    43.7;    8.5;eor
        430;20060401;20060430;   10;  5.59;   9.28;   13.74;    4.70;    2.43;  22.7;  21.0;  -1.1; 127.10;    9;    41.4;    6.9;eor
        430;20060501;20060531;   10;  4.21;  14.66;   19.83;    9.06;    2.55;  26.0;  21.1;   2.9; 237.00;    9;    56.6;   14.7;eor
        430;20060601;20060630;   10;  4.41;  18.86;   23.85;   13.03;    2.17;  32.8;  17.3;   3.7; 265.20;    9;    12.9;    4.6;eor
        430;20060701;20060731;   10;  2.73;  24.42;   30.23;   17.79;    2.10;  35.9;  13.3;  11.8; 372.20;    9;    75.8;   60.1;eor
        430;20060801;20060831;   10;  5.64;  17.64;   22.17;   13.87;    2.45;  27.7;  17.2;  10.9; 153.80;    9;   212.1;  130.0;eor
        430;20060901;20060930;   10;  3.15;  18.58;   23.86;   13.54;    2.43;  27.7;  15.6;   8.2; 234.30;    9;    13.9;    5.0;eor
        430;20061001;20061031;   10;  5.55;  12.92;   17.06;    9.16;    2.45;  22.5;  16.8;   3.6; 108.30;    9;    29.4;    7.8;eor
        430;20061101;20061130;   10;  5.53;   8.01;   11.04;    4.93;    2.90;  18.4;  19.5;  -2.1;  74.10;    9;    32.0;    7.5;eor
        430;20061201;20061231;   10;  6.28;   5.85;    8.02;    3.59;    2.74;  15.1;  22.2;  -1.2;  49.50;    9;    27.4;    7.9;eor
        430;20070101;20070131;   10;  6.06;   5.51;    7.94;    2.49;    3.84;  14.1;  33.1;  -9.5;  37.40;    9;    70.1;   22.0;eor
        430;20070201;20070228;   10;  6.91;   3.76;    6.33;    1.11;    2.82;  12.2;  14.6;  -6.2;  57.20;    9;    48.0;    7.0;eor
        430;20070301;20070331;   10;  4.19;   7.86;   12.19;    3.64;    2.81;  19.4;  23.3;  -1.9; 173.50;    9;    48.9;   16.4;eor
        430;20070401;20070430;   10;  3.37;  12.28;   17.79;    6.05;    2.47;  27.3;  17.3;   0.0; 267.30;    9;     1.2;    0.5;eor
        430;20070501;20070531;   10;  4.61;  16.04;   21.30;   10.46;    2.48;  31.6;  21.2;   2.0; 241.60;    9;   173.5;   25.1;eor
        430;20070601;20070630;   10;  5.12;  19.24;   24.15;   14.58;    2.43;  30.6;  20.5;   9.2; 216.70;    9;   107.1;   48.6;eor
        430;20070701;20070731;   10;  5.53;  18.59;   22.97;   14.11;    2.68;  36.4;  20.7;   9.7; 173.80;    9;   104.3;   19.9;eor
        430;20070801;20070831;   10;  4.60;  18.63;   23.45;   13.55;    2.35;  29.9;  14.3;   6.7; 219.00;    9;   140.6;   34.9;eor
        430;20070901;20070930;   10;  5.12;  13.81;   17.83;    9.80;    2.57;  24.6;  16.6;   5.6; 141.20;    9;    80.7;   16.4;eor
        430;20071001;20071031;   10;  5.40;   8.98;   12.43;    5.33;    2.00;  18.4;  14.2;  -1.5; 108.90;    9;     4.3;    1.6;eor
        430;20071101;20071130;   10;  6.23;   4.24;    6.76;    1.27;    2.77;  13.5;  18.6;  -5.1;  39.30;    9;    50.2;    7.6;eor
        430;20071201;20071231;   10;  6.50;   2.67;    4.54;    0.61;    2.65;  14.1;  22.9;  -6.2;  35.70;    9;    29.3;    6.2;eor
        430;20080101;20080131;   10;  6.16;   4.11;    6.53;    1.01;    3.13;  11.6;  21.1;  -7.6;  48.30;    9;   110.8;   34.5;eor
        430;20080201;20080229;   10;  5.65;   5.13;    8.41;    1.73;    2.90;  14.4;  20.8;  -6.0;  89.00;    9;    15.8;    7.1;eor
        430;20080301;20080331;   10;  5.82;   5.04;    8.79;    1.44;    3.10;  16.7;  22.7;  -5.5; 117.00;    9;    63.7;   11.6;eor
        430;20080401;20080430;   10;  5.77;   9.04;   13.10;    4.86;    2.23;  22.5;  16.8;  -0.8; 135.90;    9;    67.4;   17.3;eor
