STATIONS_ID;MESS_DATUM_BEGINN;MESS_DATUM_ENDE;QN_4;MO_N;MO_TT;MO_TX;MO_TN;MO_FK;MX_TX;MX_FX;MX_TN;MO_SD_S;QN_6;MO_RR;MX_RS;eor
        430;19771001;19771031;    5;  5.20;  10.71;   14.73;    7.36;    1.97;  23.1;  18.0;   1.0;-999;    5;    34.9;    9.1;eor
        430;19771101;19771130;    5;  6.39;   6.37;    8.64;    4.06;    3.46;  16.5;  27.3;  -2.7;-999;    5;    65.3;   11.2;eor
        430;19771201;19771231;    5;  6.61;   3.15;    4.97;    1.16;    2.84;  15.5;  28.8;  -4.6;-999;    5;    46.7;   10.4;eor
        430;19780101;19780131;    5;  6.69;   1.74;    3.59;   -0.27;    2.79;   6.2;  27.8;  -4.9;-999;    5;    22.2;    3.8;eor
        430;19780201;19780228;    5;  5.64;  -0.52;    2.31;   -3.85;    2.29;  15.3;  15.4; -16.6;-999;    5;    14.9;    5.7;eor
        430;19780301;19780331;    5;  5.58;   5.82;    9.85;    2.38;    2.95;  20.6;  26.8;  -4.3;-999;    5;    45.9;    7.2;eor
        430;19780401;19780430;    5;  4.58;   7.81;   12.44;    2.71;    2.33;  17.9;  16.0;  -3.8;-999;    5;    13.8;    5.8;eor
        430;19780501;19780531;    5;  4.76;  13.99;   18.64;    8.85;    2.47;  28.1;  14.4;  -1.4;-999;    5;    34.0;    9.4;eor
        430;19780601;19780630;    5;  4.71;  16.84;   21.80;   11.86;    2.55;  30.0;  19.1;   6.4;-999;    5;    48.6;   16.4;eor
        430;19780701;19780731;    5;  4.97;  17.29;   21.30;   12.76;    2.71;  31.0;  18.0;   7.3;-999;    5;    31.7;    6.6;eor
        430;19780801;19780831;    5;  4.69;  16.97;   21.50;   13.01;    2.71;  32.0;  17.5;   6.5;-999;    5;   140.2;  106.4;eor
        430;19780901;19780930;    5;  6.29;  12.58;   15.76;    9.59;    3.38;  23.5;  21.1;   3.9;-999;    5;   123.4;   27.0;eor
        430;19781001;19781031;    5;  5.28;  10.39;   13.61;    7.31;    2.56;  22.4;  17.0;  -0.6;-999;    5;    47.1;   11.1;eor
        430;19781101;19781130;    5;  6.02;   5.89;    8.19;    3.36;    2.77;  13.2;  19.6;  -2.6;-999;    5;    10.7;    3.2;eor
        430;19781201;19781231;    5;  6.31;  -0.48;    2.19;   -2.80;    2.84;   9.4;  13.9; -18.6;-999;    5;    83.9;   10.0;eor
        430;19790101;19790131;    5;  6.58;  -3.77;   -1.69;   -6.25;    2.73;   2.7;  15.4; -19.3;-999;    5;    26.3;    5.5;eor
        430;19790201;19790228;    5;  5.91;  -2.65;   -0.11;   -5.78;    2.91;   5.9;  21.6; -11.8;-999;    5;    36.8;   12.6;eor
        430;19790301;19790331;    5;  5.97;   3.53;    6.70;    0.55;    3.13;  16.8;  20.6;  -3.0;-999;    5;    63.7;   10.1;eor
        430;19790401;19790430;    5;  5.33;   7.85;   11.96;    3.53;    2.64;  19.7;  17.0;  -1.6;-999;    5;    24.7;    5.4;eor
        430;19790501;19790531;    5;  4.18;  14.67;   19.65;    8.83;    2.45;  31.3;  25.2;   0.6;-999;    5;    55.3;   16.4;eor
        430;19790601;19790630;    5;  4.34;  19.15;   23.66;   14.14;    2.40;  32.6;  15.4;   8.9;-999;    5;    71.4;   19.4;eor
        430;19790701;19790731;    5;  5.48;  15.73;   19.75;   11.64;    2.77;  26.6;  18.0;   7.3;-999;    5;    76.0;   13.6;eor
        430;19790801;19790831;    5;  4.63;  17.78;   22.39;   12.66;    2.41;  30.3;  19.6;   7.5;-999;    5;    31.6;   15.7;eor
        430;19790901;19790930;    5;  4.87;  14.35;   19.07;   10.30;    2.23;  29.7;  17.5;   2.0;-999;    5;    28.6;   12.6;eor
        430;19791001;19791031;    5;  3.57;   8.38;   12.86;    4.51;    2.81;  22.4;  15.4;  -2.3;-999;    5;     9.0;    4.6;eor
        430;19791101;19791130;    5;  6.34;   4.46;    6.58;    2.22;    2.79;  13.0;  18.5;  -2.2;-999;    5;    76.4;   14.4;eor
        430;19791201;19791231;    5;  6.48;   4.12;    6.11;    1.79;    3.16;  14.6;  21.6;  -5.6;-999;    5;    70.3;    9.1;eor
        430;19800101;19800131;    5;  5.47;  -3.46;   -1.03;   -6.13;    2.14;   7.5;  13.9; -14.1;-999;    5;    20.3;    4.9;eor
        430;19800201;19800229;    5;  5.54;   1.28;    3.86;   -1.18;    2.49;   8.0;  15.4;  -6.3;-999;    5;    38.5;    8.5;eor
        430;19800301;19800331;    5;  5.07;   2.65;    6.14;   -0.56;    3.02;  16.8;  18.5; -10.6;-999;    5;    21.3;    6.9;eor
        430;19800401;19800430;    5;  4.71;   7.22;   11.61;    2.71;    2.47;  21.1;  27.8;  -2.3;-999;    5;    84.0;   19.9;eor
        430;19800501;19800531;    5;  3.77;  11.91;   16.94;    6.19;    2.56;  25.8;  15.4;   0.0;-999;    5;    18.1;    6.7;eor
        430;19800601;19800630;    5;  5.12;  16.67;   21.16;   12.11;    2.56;  30.7;  19.6;   6.8;-999;    5;   116.3;   24.3;eor
        430;19800701;19800731;    5;  5.56;  16.88;   20.82;   13.13;    2.33;  26.5;  15.4;   8.4;-999;    5;    82.9;   14.0;eor
        430;19800801;19800831;    5;  4.41;  17.54;   21.78;   13.41;    2.56;  32.0;  24.7;   5.6;-999;    5;    78.8;   27.9;eor
        430;19800901;19800930;    5;  3.77;  14.47;   19.14;   10.28;    2.29;  25.1;  22.7;   4.9;-999;    5;    30.5;   10.3;eor
        430;19801001;19801031;    5;  5.46;   9.13;   12.67;    5.94;    2.89;  18.2;  20.6;   0.1;-999;    5;    50.0;   17.1;eor
        430;19801101;19801130;    5;  6.56;   3.94;    5.95;    1.56;    3.33;  14.4;  23.2;  -3.7;-999;    5;    39.3;   11.6;eor
        430;19801201;19801231;    5;  6.27;   1.75;    3.69;   -0.88;    3.35;  11.0;  18.5; -13.7;-999;    5;    44.5;    7.8;eor
        430;19810101;19810131;   10;  6.06;  -0.72;    1.36;   -3.42;    2.98;   8.6;  22.2; -14.3;-999;   10;    50.5;   13.5;eor
        430;19810201;19810228;   10;  5.65;   0.89;    3.21;   -1.25;    3.04;  10.2;  23.2;  -6.9;-999;   10;    23.4;    6.5;eor
        430;19810301;19810331;   10;  6.51;   7.11;   10.63;    3.70;    2.91;  20.1;  20.6;  -2.8;-999;   10;   126.2;   40.0;eor
        430;19810401;19810430;   10;  4.33;   8.53;   13.20;    3.44;    2.66;  22.9;  15.4;  -3.3;-999;   10;    21.1;    8.2;eor
        430;19810501;19810531;   10;  3.98;  15.85;   20.47;   10.24;    2.66;  27.8;  18.5;   0.7;-999;   10;    20.9;    7.7;eor
        430;19810601;19810630;   10;  5.45;  17.25;   21.58;   12.83;    2.83;  30.9;  22.2;   7.0;-999;   10;    56.4;   16.9;eor
        430;19810701;19810731;   10;  5.49;  18.22;   22.31;   14.29;    2.59;  30.7;  18.5;  11.3;-999;   10;    89.3;   26.4;eor
        430;19810801;19810831;   10;  4.22;  17.61;   21.69;   13.22;    2.45;  32.0;  19.6;   7.8;-999;   10;    36.0;   11.0;eor
        430;19810901;19810930;   10;  4.03;  15.38;   20.20;   10.57;    2.02;  27.2;  12.9;   5.3;-999;   10;    57.0;   36.2;eor
        430;19811001;19811031;   10;  5.97;   9.17;   12.55;    5.86;    2.90;  21.2;  22.7;  -0.2;-999;   10;    64.7;   11.3;eor
        430;19811101;19811130;   10;  6.04;   5.09;    7.93;    2.63;    3.35;  16.0;  27.3;  -4.0;-999;   10;    49.8;   12.3;eor
        430;19811201;19811231;   10;  6.48;  -2.47;   -0.61;   -4.90;    2.76;   7.0;  16.0; -12.6;-999;   10;    50.1;   14.1;eor
        430;19820101;19820131;   10;  5.13;  -2.21;    0.72;   -5.20;    2.46;  10.5;  16.0; -18.1;-999;   10;    43.1;   14.7;eor
        430;19820201;19820228;   10;  3.69;   0.27;    3.34;   -2.69;    2.28;  10.6;  11.8;  -9.9;-999;   10;    12.4;    6.4;eor
        430;19820301;19820331;   10;  4.43;   5.59;    9.90;    1.23;    2.88;  19.0;  27.3;  -4.0;-999;   10;    38.6;   11.2;eor
        430;19820401;19820430;   10;  4.01;   7.84;   12.71;    2.33;    2.76;  21.3;  23.2;  -3.3;-999;   10;    17.4;    3.3;eor
        430;19820501;19820531;   10;  4.20;  14.36;   19.24;    8.62;    2.45;  28.2;  18.5;   1.4;-999;   10;    57.5;   12.5;eor
        430;19820601;19820630;   10;  4.27;  17.87;   22.38;   12.86;    2.77;  34.1;  21.1;   6.4;-999;   10;    54.4;   13.5;eor
        430;19820701;19820731;   10;  3.15;  20.97;   25.97;   14.66;    2.13;  32.5;  17.0;  10.6;-999;   10;    28.6;   17.8;eor
        430;19820801;19820831;   10;  4.46;  19.82;   25.14;   14.74;    2.43;  31.7;  18.0;   9.6;-999;   10;    51.3;   34.8;eor
        430;19820901;19820930;   10;  3.15;  17.51;   23.35;   12.37;    2.03;  29.3;  14.4;   8.4;-999;   10;     7.6;    4.7;eor
        430;19821001;19821031;   10;  4.81;  11.12;   14.88;    8.05;    2.48;  22.1;  17.5;   3.3; 112.70;   10;    36.1;    7.5;eor
        430;19821101;19821130;   10;  5.01;   6.91;    9.73;    4.22;    2.65;  15.4;  25.8;  -2.3;  75.70;   10;    27.1;    9.2;eor
        430;19821201;19821231;   10;  6.17;   2.87;    5.05;    0.76;    2.89;  11.5;  27.8;  -4.8;  37.90;   10;    35.6;    9.8;eor
        430;19830101;19830131;   10;  6.66;   5.00;    7.13;    2.52;    3.87;  13.8;  27.3;  -1.6;  29.30;   10;    74.5;   12.9;eor
        430;19830201;19830228;   10;  5.00;  -0.62;    2.37;   -3.71;    2.49;  11.8;  28.3; -13.8;  72.40;   10;    17.3;    6.7;eor
        430;19830301;19830331;   10;  6.21;   5.63;    8.87;    2.80;    2.98;  13.4;  21.6;  -4.7;  68.50;   10;    23.6;    4.1;eor
        430;19830401;19830430;   10;  5.66;   9.74;   14.12;    5.78;    2.54;  22.7;  19.1;   0.0; 131.70;   10;    63.6;   19.6;eor
        430;19830501;19830531;   10;  5.58;  13.69;   17.94;    9.65;    2.22;  27.2;  23.2;   2.6; 153.60;   10;   116.4;   26.3;eor
        430;19830601;19830630;   10;  4.27;  18.06;   22.82;   12.32;    2.22;  30.5;  14.4;   4.9; 260.30;   10;    17.9;    7.9;eor
        430;19830701;19830731;   10;  3.35;  22.05;   27.19;   15.82;    2.42;  32.3;  14.9;   9.0; 327.60;   10;    15.7;    8.0;eor
        430;19830801;19830831;   10;  3.55;  19.89;   24.89;   14.58;    2.02;  36.1;  13.4;   9.4; 250.00;   10;    64.2;   20.6;eor
        430;19830901;19830930;   10;  4.66;  15.12;   19.60;   11.35;    2.92;  29.8;  22.7;   6.7; 133.10;   10;    37.2;    6.1;eor
        430;19831001;19831031;   10;  5.43;   9.95;   13.48;    6.38;    3.10;  23.4;  26.8;  -1.9;  86.90;   10;    39.2;    8.5;eor
        430;19831101;19831130;   10;  5.45;   4.58;    7.65;    1.62;    2.41;  15.5;  18.5;  -8.5;  72.40;   10;    50.3;   20.6;eor
        430;19831201;19831231;   10;  4.85;   1.23;    3.41;   -1.37;    2.71;  11.1;  18.0; -10.7;  52.70;   10;    64.6;   15.3;eor
        430;19840101;19840131;   10;  5.90;   1.88;    3.87;   -0.19;    3.30;   8.9;  30.9;  -5.3;  37.30;   10;    71.9;   10.2;eor
        430;19840201;19840229;   10;  5.07;   0.50;    2.95;   -1.88;    2.53;   9.4;  19.6;  -8.8;  69.80;   10;    32.1;    7.8;eor
        430;19840301;19840331;   10;  4.03;   2.86;    6.74;   -0.66;    2.44;  15.7;  14.4;  -4.9; 149.40;   10;     7.5;    4.1;eor
        430;19840401;19840430;   10;  4.99;   8.80;   13.19;    3.83;    2.02;  22.7;  17.0;  -1.0; 190.00;   10;    36.9;   16.4;eor
        430;19840501;19840531;   10;  5.61;  13.75;   18.07;    9.43;    2.38;  25.7;  19.1;   3.4; 155.90;   10;    89.3;   18.3;eor
        430;19840601;19840630;   10;  5.72;  14.90;   18.45;   11.03;    2.97;  26.6;  22.7;   5.2; 138.20;   10;    59.8;   15.1;eor
        430;19840701;19840731;   10;  5.31;  16.89;   20.91;   12.86;    2.76;  36.6;  23.7;   8.3; 158.70;   10;    29.9;    5.9;eor
        430;19840801;19840831;   10;  3.86;  19.05;   24.16;   14.32;    1.95;  30.5;  13.9;   9.4; 248.10;   10;    47.1;   17.1;eor
        430;19840901;19840930;   10;  5.82;  13.47;   17.25;   10.16;    2.69;  26.2;  19.6;   3.6; 103.80;   10;    53.8;    7.9;eor
        430;19841001;19841031;   10;  5.31;  11.23;   14.77;    7.98;    2.70;  21.2;  22.2;  -0.1;  97.10;   10;    46.3;   13.6;eor
        430;19841101;19841130;   10;  5.35;   4.66;    7.19;    2.28;    2.92;  13.1;  34.0;  -3.4;  71.40;   10;    58.8;   34.5;eor
        430;19841201;19841231;   10;  5.98;   0.79;    2.51;   -1.16;    2.53;   9.2;  22.7;  -5.6;  36.10;   10;    24.7;    6.6;eor
        430;19850101;19850131;   10;  6.18;  -5.15;   -2.66;   -7.74;    2.64;   7.0;  17.0; -19.7;  35.90;   10;    32.1;    7.3;eor
        430;19850201;19850228;   10;  4.97;  -2.81;    0.40;   -5.92;    2.67;   8.9;  19.1; -17.5;  92.50;   10;    20.9;   11.5;eor
        430;19850301;19850331;   10;  6.40;   3.95;    7.04;    1.09;    2.53;  14.1;  21.1;  -4.6;  64.20;   10;    20.7;    3.7;eor
        430;19850401;19850430;   10;  5.24;   8.62;   13.14;    4.82;    2.78;  24.3;  18.0;  -1.1; 149.20;   10;    57.6;    6.3;eor
        430;19850501;19850531;   10;  4.30;  15.80;   20.90;   10.25;    2.45;  30.5;  17.0;  -0.2; 242.50;   10;    31.0;    9.5;eor
        430;19850601;19850630;   10;  5.90;  15.02;   19.36;   11.03;    2.52;  30.3;  18.5;   6.0; 161.40;   10;    77.0;   12.2;eor
        430;19850701;19850731;   10;  4.53;  18.96;   23.55;   13.83;    2.53;  31.6;  16.5;   8.9; 247.60;   10;    34.2;    6.1;eor
        430;19850801;19850831;   10;  4.49;  18.23;   23.49;   13.52;    2.13;  32.2;  21.6;   7.4; 205.90;   10;    66.5;   28.4;eor
        430;19850901;19850930;   10;  4.89;  14.04;   18.45;   10.35;    2.93;  26.3;  24.7;   6.4; 148.50;   10;    35.2;   14.9;eor
        430;19851001;19851031;   10;  5.27;   9.88;   13.44;    6.44;    2.06;  27.6;  20.6;  -1.6;  97.80;   10;     8.9;    2.8;eor
        430;19851101;19851130;   10;  6.62;   1.91;    4.02;   -0.24;    2.99;  16.8;  25.8;  -5.0;  39.40;   10;    31.0;    8.2;eor
        430;19851201;19851231;   10;  6.70;   4.55;    6.80;    2.20;    2.89;  14.8;  27.8;  -8.5;  28.00;   10;    55.5;    8.1;eor
        430;19860101;19860131;   10;  6.32;   0.44;    2.55;   -2.11;    3.31;   9.3;  32.4; -12.2;  29.40;   10;    52.1;   10.1;eor
        430;19860201;19860228;   10;  4.08;  -6.75;   -2.87;  -10.76;    2.65;   3.3;  17.5; -18.6; 101.50;   10;    16.0;   10.4;eor
        430;19860301;19860331;   10;  5.28;   3.81;    7.29;    0.50;    2.89;  17.7;  25.8; -13.7; 104.80;   10;    56.1;   11.3;eor
        430;19860401;19860430;   10;  6.26;   7.48;   10.98;    4.07;    2.53;  20.3;  21.1;  -6.1;  94.20;   10;    41.8;    7.5;eor
        430;19860501;19860531;   10;  4.71;  15.99;   20.92;   10.82;    2.45;  28.5;  19.1;   5.7; 258.10;   10;    83.9;   29.1;eor
        430;19860601;19860630;   10;  3.49;  17.69;   22.03;   11.89;    2.44;  30.8;  19.1;   5.3; 289.40;   10;    96.8;   26.7;eor
        430;19860701;19860731;   10;  4.59;  19.23;   24.15;   14.06;    2.35;  32.7;  23.7;   8.4; 228.60;   10;    25.6;    9.5;eor
        430;19860801;19860831;   10;  4.27;  18.01;   22.75;   13.44;    2.32;  35.2;  17.5;   8.1; 204.40;   10;    54.7;   13.0;eor
        430;19860901;19860930;   10;  5.55;  12.04;   16.25;    8.17;    2.44;  22.8;  17.5;   2.8; 114.70;   10;    49.8;   27.7;eor
        430;19861001;19861031;   10;  4.28;  10.32;   14.46;    6.51;    2.66;  20.8;  29.4;   0.5; 138.40;   10;    36.0;   10.4;eor
        430;19861101;19861130;   10;  4.96;   7.07;   10.03;    4.22;    2.81;  14.4;  18.5;  -2.9;  89.10;   10;    24.3;    8.1;eor
        430;19861201;19861231;   10;  6.33;   2.57;    4.70;    0.11;    3.11;  12.0;  27.8;  -5.3;  28.90;   10;   113.0;   18.6;eor
        430;19870101;19870131;   10;  5.29;  -7.05;   -4.19;  -10.40;    2.60;   5.9;  19.1; -21.0;  52.20;   10;    47.4;    8.5;eor
        430;19870201;19870228;   10;  5.74;  -0.20;    2.16;   -2.95;    2.41;   7.6;  20.1; -11.2;  58.50;   10;    40.5;    8.4;eor
        430;19870301;19870331;   10;  4.60;   0.43;    3.89;   -2.99;    2.72;  13.7;  20.1; -10.8; 147.70;   10;    21.9;    4.3;eor
        430;19870401;19870430;   10;  4.85;   9.88;   14.24;    5.15;    2.20;  27.6;  17.5;  -0.1; 176.70;   10;    44.8;   16.4;eor
        430;19870501;19870531;   10;  5.20;  11.17;   15.56;    6.54;    2.52;  24.0;  15.5;   2.5; 173.20;   10;    43.3;   13.0;eor
        430;19870601;19870630;   10;  5.51;  15.51;   19.55;   11.36;    2.60;  32.8;  20.6;   7.7; 151.40;   10;    62.6;   13.0;eor
        430;19870701;19870731;   10;  5.05;  18.49;   23.15;   13.95;    2.52;  30.3;  18.5;   8.4; 221.70;   10;    85.8;   31.3;eor
        430;19870801;19870831;   10;  5.07;  16.27;   20.26;   12.97;    2.49;  28.5;  16.0;   7.0; 146.20;   10;    56.1;    7.6;eor
        430;19870901;19870930;   10;  4.79;  14.49;   18.97;   10.68;    2.41;  26.1;  19.6;   2.2; 133.40;   10;    72.0;   13.2;eor
        430;19871001;19871031;   10;  4.53;  10.21;   14.06;    6.67;    2.81;  22.0;  18.0;  -0.6; 130.70;   10;    14.0;    6.9;eor
        430;19871101;19871130;   10;  7.00;   6.06;    7.79;    4.30;    2.71;  11.4;  19.6;  -1.7;  13.40;   10;    73.7;   23.6;eor
        430;19871201;19871231;   10;  6.56;   2.64;    4.45;    0.22;    2.65;  13.4;  17.0;  -8.3;  28.90;   10;    52.1;   11.1;eor
        430;19880101;19880131;   10;  5.87;   4.01;    6.15;    2.08;    2.80;  12.9;  23.2;  -2.0;  43.50;   10;    48.8;    6.8;eor
        430;19880201;19880229;   10;  6.12;   3.02;    5.58;    0.80;    3.24;  11.3;  24.2;  -2.9;  55.00;   10;    88.5;   11.8;eor
        430;19880301;19880331;   10;  6.34;   3.08;    6.08;    0.12;    2.93;  13.6;  19.6;  -5.7;  75.70;   10;    64.0;   11.1;eor
        430;19880401;19880430;   10;  3.84;   9.27;   14.21;    4.05;    2.55;  25.5;  21.1;  -3.6; 205.30;   10;     2.1;    1.6;eor
        430;19880501;19880531;   10;  3.61;  16.43;   21.37;   10.73;    2.80;  28.9;  24.2;   3.2; 288.20;   10;    17.5;    8.0;eor
        430;19880601;19880630;   10;  5.34;  16.59;   20.62;   12.22;    2.21;  26.5;  24.2;   6.4; 163.30;   10;   111.2;   30.4;eor
        430;19880701;19880731;   10;  5.27;  19.09;   23.89;   14.51;    2.58;  30.7;  24.2;  11.3; 231.70;   10;    56.2;   11.8;eor
        430;19880801;19880831;   10;  4.49;  18.41;   23.38;   13.31;    2.25;  30.2;  15.5;   8.0; 229.00;   10;    26.8;    7.2;eor
        430;19880901;19880930;   10;  5.36;  14.43;   18.73;   10.54;    2.53;  25.4;  21.1;   6.3; 122.20;   10;    19.0;    4.1;eor
        430;19881001;19881031;   10;  5.30;  10.28;   13.97;    6.95;    2.73;  20.1;  22.7;  -2.7;  99.60;   10;    19.2;    5.5;eor
        430;19881101;19881130;   10;  5.39;   3.30;    6.27;   -0.08;    2.78;  13.1;  23.2; -13.0;  63.50;   10;    33.6;    5.2;eor
        430;19881201;19881231;   10;  6.48;   3.47;    5.63;    0.85;    3.41;  10.2;  24.2;  -8.6;  31.80;   10;    59.1;   10.7;eor
        430;19890101;19890131;   10;  5.04;   3.73;    6.28;    0.85;    2.88;  10.7;  17.0;  -4.3;  61.10;   10;    10.9;    2.8;eor
        430;19890201;19890228;   10;  5.14;   4.50;    8.06;    1.62;    3.08;  13.6;  22.7;  -1.8;  77.60;   10;    36.2;    8.4;eor
        430;19890301;19890331;   10;  4.83;   7.64;   12.00;    3.42;    2.83;  22.7;  27.3;  -0.6; 141.00;   10;    22.5;    5.4;eor
        430;19890401;19890430;   10;  5.41;   9.14;   13.38;    4.97;    2.65;  24.5;  20.1;  -3.1; 135.40;   10;    40.7;   11.9;eor
        430;19890501;19890531;   10;  2.85;  15.76;   21.04;    8.96;    2.41;  27.2;  23.2;   2.4; 337.60;   10;    16.3;    9.8;eor
        430;19890601;19890630;   10;  4.21;  17.59;   22.58;   11.85;    2.27;  30.8;  20.6;   7.2; 259.50;   10;    32.7;    9.0;eor
        430;19890701;19890731;   10;  4.85;  19.32;   24.03;   14.48;    2.68;  33.2;  20.1;   9.2; 225.90;   10;    56.8;   11.2;eor
        430;19890801;19890831;   10;  4.04;  18.38;   23.45;   13.49;    2.45;  34.5;  19.6;   5.2; 225.50;   10;    54.8;   14.4;eor
        430;19890901;19890930;   10;  4.15;  16.65;   21.32;   12.15;    2.03;  28.9;  12.4;   5.9; 179.30;   10;    21.6;   10.1;eor
        430;19891001;19891031;   10;  4.82;  11.60;   15.43;    7.89;    2.67;  22.2;  19.6;   1.1; 112.20;   10;    39.8;   14.0;eor
        430;19891101;19891130;   10;  4.58;   3.33;    6.30;    0.47;    2.21;  13.4;  16.5;  -8.1;  87.70;   10;    56.4;   27.3;eor
        430;19891201;19891231;   10;  5.97;   2.91;    5.33;   -0.10;    2.69;  15.0;  23.2;  -8.6;  47.20;   10;    51.1;   14.6;eor
        430;19900101;19900131;   10;  6.46;   4.20;    6.23;    1.93;    3.05;  12.4;  28.3;  -5.1;  34.30;   10;    29.8;    8.7;eor
        430;19900201;19900228;   10;  4.91;   6.91;   10.88;    3.43;    3.42;  18.9;  30.4;   0.2;  93.00;   10;    67.8;   11.8;eor
        430;19900301;19900331;   10;  5.03;   8.18;   11.94;    4.20;    3.28;  22.0;  27.8;  -0.8; 106.90;   10;    27.0;    8.1;eor
        430;19900401;19900430;   10;  4.01;   9.43;   14.22;    4.49;    2.71;  22.0;  20.1;  -2.4; 208.70;   10;    25.6;    6.0;eor
        430;19900501;19900531;   10;  3.48;  15.73;   20.98;    9.29;    2.09;  27.9;  16.5;   3.7; 293.80;   10;    14.9;    3.7;eor
        430;19900601;19900630;   10;  5.99;  16.88;   21.04;   13.07;    2.31;  28.8;  19.6;   8.7; 151.50;   10;   157.5;   51.3;eor
        430;19900701;19900731;   10;  4.61;  18.12;   22.90;   12.91;    2.83;  31.6;  18.5;   9.3; 248.80;   10;    23.7;    7.7;eor
        430;19900801;19900831;   10;  4.10;  19.70;   25.01;   14.75;    2.18;  32.3;  17.4;   7.7; 245.10;   10;    66.2;   17.3;eor
        430;19900901;19900930;   10;  5.75;  12.77;   16.55;    9.69;    2.70;  21.7;  22.1;   4.8; 112.30;   10;    55.5;    7.0;eor
        430;19901001;19901031;   10;  4.13;  11.10;   15.49;    7.28;    2.67;  23.3;  19.0;   0.2; 150.90;   10;    15.8;    5.6;eor
        430;19901101;19901130;   10;  6.51;   5.50;    7.80;    3.50;    2.63;  13.1;  20.5;  -2.2;  42.20;   10;    50.7;   13.7;eor
        430;19901201;19901231;   10;  6.35;   1.43;    3.14;   -0.82;    2.88;   9.2;  23.6;  -5.9;  35.50;   10;    74.0;   25.1;eor
        430;19910101;19910131;   10;  5.10;   2.55;    4.87;    0.19;    2.84;  15.1;  23.6;  -8.6;  72.00;    9;    24.6;   13.0;eor
        430;19910201;19910228;   10;  5.11;  -2.05;    0.84;   -5.41;    2.49;  13.5;  15.4; -13.1;  64.90;    9;    20.1;    7.2;eor
        430;19910301;19910331;   10;  4.77;   6.93;   11.11;    2.96;    2.43;  18.1;  14.9;  -2.3; 119.20;    9;    47.1;   26.0;eor
        430;19910401;19910430;   10;  4.59;   8.57;   12.93;    3.35;    2.24;  20.0;  19.0;  -3.5; 169.70;    9;    45.0;    9.0;eor
        430;19910501;19910531;   10;  4.92;  10.75;   14.75;    6.03;    2.56;  23.9;  21.0;   0.7; 190.00;    9;    45.1;   19.1;eor
        430;19910601;19910630;   10;  5.73;  15.01;   19.77;   10.53;    2.77;  26.6;  21.0;   2.3; 198.90;    9;    69.4;   18.1;eor
        430;19910701;19910731;   10;  3.92;  21.01;   26.23;   15.22;    2.34;  36.0;  15.9;   9.4; 322.90;    9;    47.8;   25.6;eor
        430;19910801;19910831;   10;  4.46;  19.07;   23.77;   14.40;    2.29;  33.7;  24.1;   9.1; 208.40;    9;    39.6;   10.0;eor
        430;19910901;19910930;   10;  4.04;  16.10;   21.33;   10.86;    2.39;  28.3;  17.4;   4.0; 188.50;    9;    16.9;    5.5;eor
        430;19911001;19911031;   10;  3.26;   9.65;   14.12;    5.66;    2.79;  24.4;  24.7;  -1.7; 181.50;    9;    20.3;    7.1;eor
        430;19911101;19911130;   10;  5.91;   4.99;    7.47;    2.53;    2.85;  16.2;  19.5;  -6.8;  44.20;    9;    46.3;   11.4;eor
        430;19911201;19911231;   10;  5.78;   1.97;    4.60;   -0.73;    2.93;  12.5;  24.2;  -8.4;  41.70;    9;    40.7;   12.5;eor
        430;19920101;19920131;   10;  5.89;   1.62;    4.01;   -0.94;    2.90;  11.2;  19.0;  -9.2;  42.50;    9;    31.9;   14.5;eor
        430;19920201;19920229;   10;  5.90;   4.01;    6.91;    1.09;    2.83;  14.5;  23.1;  -6.6;  41.10;    9;    37.2;    6.6;eor
        430;19920301;19920331;   10;  5.55;   5.57;    9.38;    2.25;    3.11;  16.2;  24.7;  -3.1; 100.40;    9;    77.9;   15.2;eor
        430;19920401;19920430;   10;  5.15;   9.26;   13.77;    4.25;    2.55;  25.2;  21.1;  -1.9; 146.00;    9;    33.9;    6.3;eor
        430;19920501;19920531;   10;  3.13;  15.88;   20.77;    9.91;    2.68;  28.0;  25.7;   1.4; 312.60;    9;    25.7;    7.4;eor
        430;19920601;19920630;   10;  3.84;  20.64;   25.78;   14.43;    2.57;  32.3;  17.0;  10.7; 305.90;    9;    21.0;    7.7;eor
        430;19920701;19920731;   10;  4.42;  20.80;   26.15;   15.22;    2.30;  35.9;  17.0;   9.4; 264.30;    9;    57.6;   25.9;eor
        430;19920801;19920831;   10;  3.95;  20.76;   26.19;   15.67;    2.57;  37.6;  19.0;   9.8; 222.20;    9;    91.6;   30.8;eor
        430;19920901;19920930;   10;  4.18;  14.40;   18.89;   10.09;    2.41;  23.9;  21.6;   5.4; 175.70;    9;    16.1;    3.5;eor
        430;19921001;19921031;   10;  4.55;   6.45;   10.40;    2.67;    2.56;  16.7;  15.4;  -4.5; 104.80;    9;    37.8;   10.9;eor
        430;19921101;19921130;   10;  6.04;   5.38;    7.85;    2.98;    3.29;  12.9;  31.4;  -2.5;  42.50;    9;    65.1;   11.5;eor
        430;19921201;19921231;   10;  5.50;   1.37;    3.35;   -0.79;    2.53;  12.5;  20.6; -10.4;  49.30;    9;    59.1;   13.7;eor
        430;19930101;19930131;   10;  4.98;   2.64;    5.73;   -0.28;    3.75;  13.9;  32.9; -13.8;  78.10;    9;    49.4;    9.8;eor
