,id_estacion,fecha_inicio,fecha_fin,temp_media,sum_precipitacion,horas_luz
681,430,20190901,20190930,15.22,56.0,171.63
682,430,20191001,20191031,11.56,47.0,123.15
683,430,20191101,20191130,6.64,41.1,42.0
684,430,20191201,20191231,4.56,27.2,51.82
685,430,20200101,20200131,4.45,32.0,66.03
686,430,20200201,20200229,6.06,74.9,48.08
687,430,20200301,20200331,5.87,28.9,170.02
688,430,20200401,20200430,11.08,14.4,301.61
689,430,20200501,20200531,12.77,23.7,230.11
690,430,20200601,20200630,19.32,47.3,237.9
691,430,20200701,20200731,18.68,44.1,221.67
692,430,20200801,20200831,22.07,41.9,239.7
693,430,20200901,20200930,16.0,65.9,215.68
694,430,20201001,20201031,11.33,59.2,61.1
695,430,20201101,20201130,7.13,17.7,64.35
