Migrationshintergrund in Wien gemeldeter Personen nach Geschlecht und Wiener Zaehlbezirk|Migration background of residents in Vienna by sex and Vienna subdistrict;;;;;;;;;;;;;;;;;;
NUTS1;NUTS2;NUTS3;DISTRICT_CODE;SUB_DISTRICT_CODE;SEX;POP_TOTAL;POP_SCG;POP_TUR;POP_DEU;POP_POL;POP_BIH;POP_ROU;POP_HUN;POP_SYR;POP_RUS;POP_OTHER;POP_AUT;REF_DATE
AT1;AT13;AT130;91000;91012;2;1275;42;35;25;41;45;21;20;3;17;228;798;20150101
AT1;AT13;AT130;91000;91013;2;2757;174;91;49;23;52;21;21;0;11;216;2099;20150101
AT1;AT13;AT130;91000;91014;2;2254;94;66;42;25;30;19;19;0;11;183;1765;20150101
AT1;AT13;AT130;91000;91015;2;3339;167;121;50;88;134;36;28;4;10;352;2349;20150101
AT1;AT13;AT130;91000;91016;2;3084;70;60;57;36;38;29;31;2;24;271;2466;20150101
AT1;AT13;AT130;91000;91017;2;449;5;4;8;0;1;5;3;0;1;17;405;20150101
AT1;AT13;AT130;91000;91018;2;2320;53;18;36;45;33;20;25;1;18;152;1919;20150101
AT1;AT13;AT130;91000;91019;2;1413;39;21;26;24;20;18;21;3;5;116;1120;20150101
AT1;AT13;AT130;91000;91020;2;5251;184;384;69;91;64;61;43;4;26;432;3893;20150101
AT1;AT13;AT130;91000;91021;2;3496;85;126;63;92;40;27;30;1;7;302;2723;20150101
AT1;AT13;AT130;91000;91022;2;3403;272;196;85;163;141;131;77;23;46;717;1552;20150101
AT1;AT13;AT130;91000;91023;2;5024;437;435;81;135;186;139;70;11;49;739;2742;20150101
AT1;AT13;AT130;91100;91101;2;1066;29;51;41;21;14;20;17;1;32;234;606;20150101
AT1;AT13;AT130;91100;91102;2;7431;627;471;103;210;244;190;88;7;79;1116;4296;20150101
AT1;AT13;AT130;91100;91103;2;8299;703;661;143;294;284;230;127;19;71;1405;4362;20150101
AT1;AT13;AT130;91100;91104;2;2290;187;137;22;66;83;45;29;0;7;363;1351;20150101
AT1;AT13;AT130;91100;91105;2;5954;305;279;100;172;175;96;54;4;30;617;4122;20150101
AT1;AT13;AT130;91100;91106;2;154;11;6;0;1;3;2;2;0;1;12;116;20150101
AT1;AT13;AT130;91100;91107;2;3532;171;183;55;88;60;51;39;3;24;327;2531;20150101
AT1;AT13;AT130;91100;91108;2;471;4;4;5;4;8;3;5;0;0;30;408;20150101
AT1;AT13;AT130;91100;91109;2;1279;43;12;27;35;23;55;13;0;0;96;975;20150101
AT1;AT13;AT130;91100;91110;2;13387;565;782;203;337;362;286;121;5;59;1309;9358;20150101
AT1;AT13;AT130;91100;91111;2;2279;85;93;17;55;53;77;48;65;56;440;1290;20150101
AT1;AT13;AT130;91100;91112;2;169;5;3;2;0;3;14;1;0;0;3;138;20150101
AT1;AT13;AT130;91100;91113;2;2317;86;68;52;83;44;37;30;0;12;286;1619;20150101
AT1;AT13;AT130;91200;91201;2;2092;179;121;52;72;88;58;55;2;13;374;1078;20150101
AT1;AT13;AT130;91200;91202;2;8956;900;547;182;385;335;207;124;25;60;1506;4685;20150101
AT1;AT13;AT130;91200;91203;2;2619;257;253;30;66;86;55;21;1;37;423;1390;20150101
AT1;AT13;AT130;91200;91204;2;4611;395;246;115;179;171;158;94;16;55;824;2358;20150101
AT1;AT13;AT130;91200;91205;2;4394;309;248;105;139;147;85;67;11;42;691;2550;20150101
AT1;AT13;AT130;91200;91206;2;4733;391;154;197;185;161;103;85;14;47;798;2598;20150101
AT1;AT13;AT130;91200;91207;2;3585;198;190;73;79;68;50;33;7;32;478;2377;20150101
AT1;AT13;AT130;91200;91208;2;2150;187;103;34;65;103;40;31;1;13;324;1249;20150101
AT1;AT13;AT130;91200;91209;2;4200;274;426;35;88;102;51;22;9;23;753;2417;20150101
AT1;AT13;AT130;91200;91210;2;5230;203;189;107;140;191;90;112;7;24;654;3513;20150101
AT1;AT13;AT130;91200;91211;2;5079;157;76;146;89;70;57;61;6;17;531;3869;20150101
AT1;AT13;AT130;91300;91301;2;244;9;1;19;2;2;6;5;0;5;26;169;20150101
AT1;AT13;AT130;91300;91302;2;3336;56;28;242;70;13;23;46;2;49;423;2384;20150101
AT1;AT13;AT130;91300;91303;2;5021;140;40;239;125;47;70;142;8;51;720;3439;20150101
AT1;AT13;AT130;91300;91304;2;5532;81;38;257;127;34;50;93;1;41;649;4161;20150101
AT1;AT13;AT130;91300;91305;2;2385;59;8;102;49;20;27;23;1;30;271;1795;20150101
AT1;AT13;AT130;91300;91306;2;1337;24;4;67;25;12;5;12;1;7;159;1021;20150101
AT1;AT13;AT130;91300;91307;2;1751;63;41;48;29;37;21;32;0;26;205;1249;20150101
AT1;AT13;AT130;91300;91308;2;3655;76;31;137;59;26;31;54;10;35;395;2801;20150101
AT1;AT13;AT130;91300;91309;2;2595;108;43;60;53;35;32;29;1;15;265;1954;20150101
AT1;AT13;AT130;91300;91310;2;83;0;0;1;0;5;1;0;0;1;6;69;20150101
AT1;AT13;AT130;91300;91311;2;2207;9;1;93;27;5;13;14;0;12;194;1839;20150101
AT1;AT13;AT130;91400;91401;2;3752;265;94;107;109;98;58;52;6;24;488;2451;20150101
AT1;AT13;AT130;91400;91402;2;4291;503;274;137;204;182;125;61;7;29;667;2102;20150101
AT1;AT13;AT130;91400;91403;2;4881;249;83;203;151;98;64;81;8;30;662;3252;20150101
AT1;AT13;AT130;91400;91404;2;10341;762;357;222;365;335;212;154;19;61;1242;6612;20150101
AT1;AT13;AT130;91400;91405;2;2252;79;54;56;38;43;26;12;7;13;181;1743;20150101
AT1;AT13;AT130;91400;91406;2;6412;312;137;169;162;136;131;101;17;57;789;4401;20150101
AT1;AT13;AT130;91400;91407;2;1574;136;86;17;40;44;18;4;2;9;198;1020;20150101
AT1;AT13;AT130;91400;91408;2;2134;69;35;49;27;23;19;16;2;16;194;1684;20150101
AT1;AT13;AT130;91400;91409;2;95;2;0;2;2;0;3;2;0;0;6;78;20150101
AT1;AT13;AT130;91400;91410;2;4151;105;46;148;69;57;45;48;1;31;481;3120;20150101
AT1;AT13;AT130;91400;91411;2;3465;28;4;122;36;10;21;27;0;16;269;2932;20150101
AT1;AT13;AT130;91400;91412;2;3210;48;23;119;56;23;31;37;2;18;288;2565;20150101
AT1;AT13;AT130;91500;91501;2;5519;490;293;182;171;209;113;111;19;41;830;3060;20150101
AT1;AT13;AT130;91500;91502;2;5000;511;292;164;214;217;157;120;19;37;1043;2226;20150101
AT1;AT13;AT130;91500;91503;2;6299;653;344;190;210;262;218;137;23;75;1397;2790;20150101
AT1;AT13;AT130;91500;91504;2;3792;378;243;102;169;153;118;67;9;38;774;1741;20150101
AT1;AT13;AT130;91500;91505;2;5846;480;307;170;176;225;149;97;11;67;952;3212;20150101
AT1;AT13;AT130;91500;91506;2;7162;873;453;178;314;303;253;116;16;62;1148;3446;20150101
AT1;AT13;AT130;91500;91507;2;4642;373;240;97;145;186;101;54;13;28;578;2827;20150101
AT1;AT13;AT130;91600;91601;2;7167;648;500;260;234;245;244;109;16;45;1222;3644;20150101
AT1;AT13;AT130;91600;91602;2;4084;490;359;102;210;212;134;73;7;19;829;1649;20150101
AT1;AT13;AT130;91600;91603;2;6560;589;420;111;206;230;105;53;10;34;914;3888;20150101
AT1;AT13;AT130;91600;91604;2;4380;339;236;111;146;134;115;49;4;27;582;2637;20150101
AT1;AT13;AT130;91600;91605;2;8175;837;292;203;318;306;205;135;13;34;1168;4664;20150101
AT1;AT13;AT130;91600;91606;2;5382;420;333;123;148;147;64;36;5;21;675;3410;20150101
AT1;AT13;AT130;91600;91607;2;5504;442;334;118;167;148;85;60;10;41;677;3422;20150101
AT1;AT13;AT130;91600;91608;2;1811;44;46;30;23;27;14;12;1;4;117;1493;20150101
AT1;AT13;AT130;91600;91609;2;2992;23;11;109;34;15;14;26;5;14;213;2528;20150101
AT1;AT13;AT130;91600;91610;2;5139;762;481;136;218;242;172;99;15;44;999;1971;20150101
AT1;AT13;AT130;91700;91701;2;5458;493;225;189;237;156;152;87;7;41;844;3027;20150101
AT1;AT13;AT130;91700;91702;2;7336;769;343;258;315;237;189;134;11;83;1192;3805;20150101
AT1;AT13;AT130;91700;91703;2;8929;828;381;266;328;330;165;123;6;36;1234;5232;20150101
AT1;AT13;AT130;91700;91704;2;2115;53;14;67;27;16;13;13;1;12;205;1694;20150101
AT1;AT13;AT130;91700;91705;2;3289;106;43;131;50;27;27;24;2;11;362;2506;20150101
AT1;AT13;AT130;91700;91706;2;1314;42;7;53;15;6;6;18;1;11;215;940;20150101
AT1;AT13;AT130;91800;91801;2;1163;18;12;96;9;2;13;10;0;19;185;799;20150101
AT1;AT13;AT130;91800;91802;2;7471;308;150;434;178;104;92;94;5;69;1173;4864;20150101
AT1;AT13;AT130;91800;91803;2;7867;515;179;409;262;193;180;142;19;49;1307;4612;20150101
AT1;AT13;AT130;91800;91804;2;4897;155;46;180;99;66;68;71;10;52;624;3526;20150101
AT1;AT13;AT130;91800;91805;2;5083;57;35;268;61;25;43;71;5;87;722;3709;20150101
AT1;AT13;AT130;91900;91901;2;3108;65;31;147;58;29;30;60;5;32;444;2207;20150101
AT1;AT13;AT130;91900;91902;2;5170;269;153;122;136;87;82;64;10;37;825;3385;20150101
AT1;AT13;AT130;91900;91903;2;136;1;4;3;4;6;5;1;0;3;26;83;20150101
AT1;AT13;AT130;91900;91904;2;7409;237;143;320;160;93;120;111;16;72;1306;4831;20150101
AT1;AT13;AT130;91900;91905;2;3849;89;46;192;55;33;51;71;6;64;643;2599;20150101
AT1;AT13;AT130;91900;91906;2;2608;18;15;124;26;17;12;29;6;46;406;1909;20150101
AT1;AT13;AT130;91900;91907;2;1576;21;12;78;27;6;21;21;0;23;206;1161;20150101
AT1;AT13;AT130;91900;91908;2;6870;235;103;215;174;71;68;111;22;61;976;4834;20150101
AT1;AT13;AT130;91900;91909;2;2098;39;47;104;38;18;29;44;8;42;441;1288;20150101
AT1;AT13;AT130;91900;91910;2;4789;54;34;205;79;23;37;62;13;91;687;3504;20150101
AT1;AT13;AT130;92000;92001;2;4367;312;370;44;120;158;57;35;8;48;681;2534;20150101
AT1;AT13;AT130;92000;92002;2;7537;714;594;146;278;248;202;85;15;100;1385;3770;20150101
AT1;AT13;AT130;92000;92003;2;6937;573;486;240;171;185;168;113;14;94;1153;3740;20150101
AT1;AT13;AT130;92000;92004;2;4939;302;324;82;146;130;66;100;7;57;1024;2701;20150101
AT1;AT13;AT130;92000;92005;2;5622;525;476;194;208;163;240;80;11;59;998;2668;20150101
AT1;AT13;AT130;92000;92006;2;4495;308;411;72;107;94;77;65;13;58;710;2580;20150101
AT1;AT13;AT130;92000;92007;2;6802;459;515;105;206;188;97;78;17;94;1056;3987;20150101
AT1;AT13;AT130;92000;92008;2;2814;293;174;71;123;88;90;42;1;19;460;1453;20150101
AT1;AT13;AT130;92100;92101;2;712;18;2;14;10;3;4;3;0;0;24;634;20150101
AT1;AT13;AT130;92100;92102;2;3637;74;37;64;141;64;20;37;3;17;371;2809;20150101
AT1;AT13;AT130;92100;92103;2;3323;61;43;52;126;29;24;30;3;11;287;2657;20150101
AT1;AT13;AT130;92100;92104;2;2101;57;26;36;27;17;42;14;2;31;228;1621;20150101
AT1;AT13;AT130;92100;92105;2;9902;370;537;118;182;134;137;51;14;132;1305;6922;20150101
AT1;AT13;AT130;92100;92106;2;438;39;2;6;9;2;9;10;5;1;55;300;20150101
AT1;AT13;AT130;92100;92107;2;2003;97;36;36;58;41;28;30;0;10;243;1424;20150101
AT1;AT13;AT130;92100;92108;2;1347;37;30;16;22;15;11;14;2;10;138;1052;20150101
AT1;AT13;AT130;92100;92109;2;3592;125;72;65;163;37;34;31;9;27;386;2643;20150101
AT1;AT13;AT130;92100;92110;2;2375;136;74;37;72;49;41;19;6;29;298;1614;20150101
AT1;AT13;AT130;92100;92111;2;2624;73;37;49;98;49;44;36;9;22;358;1849;20150101
AT1;AT13;AT130;92100;92112;2;4301;197;316;55;125;57;37;24;10;52;551;2877;20150101
AT1;AT13;AT130;92100;92113;2;2553;27;19;67;48;7;22;22;1;11;213;2116;20150101
AT1;AT13;AT130;92100;92114;2;2666;79;76;33;57;22;52;14;1;18;301;2013;20150101
AT1;AT13;AT130;92100;92115;2;2525;61;62;47;70;28;18;47;0;18;236;1938;20150101
AT1;AT13;AT130;92100;92116;2;1744;10;2;46;17;6;14;16;0;5;128;1500;20150101
AT1;AT13;AT130;92100;92117;2;3490;223;173;42;84;49;40;35;0;71;449;2324;20150101
AT1;AT13;AT130;92100;92118;2;3696;191;147;82;135;64;69;54;18;68;566;2302;20150101
AT1;AT13;AT130;92100;92119;2;1671;59;32;15;47;27;29;23;5;14;234;1186;20150101
AT1;AT13;AT130;92100;92120;2;1054;81;41;20;63;47;16;9;6;8;152;611;20150101
AT1;AT13;AT130;92100;92121;2;3113;247;96;53;129;65;79;42;14;27;514;1847;20150101
AT1;AT13;AT130;92100;92122;2;4649;165;134;103;160;85;108;64;12;42;818;2958;20150101
AT1;AT13;AT130;92100;92123;2;5434;294;123;129;216;111;120;89;12;103;816;3421;20150101
AT1;AT13;AT130;92100;92124;2;2283;55;43;38;86;32;38;24;2;11;282;1672;20150101
AT1;AT13;AT130;92100;92125;2;2459;51;43;69;86;29;32;23;3;8;309;1806;20150101
AT1;AT13;AT130;92100;92126;2;4132;117;113;98;109;68;40;64;1;39;507;2976;20150101
AT1;AT13;AT130;92100;92127;2;785;6;4;23;9;4;9;8;1;17;130;574;20150101
AT1;AT13;AT130;92100;92128;2;117;16;9;1;3;10;2;3;0;0;27;46;20150101
AT1;AT13;AT130;92100;92129;2;101;0;0;0;0;1;0;0;0;1;2;97;20150101
AT1;AT13;AT130;92100;92130;2;8;0;1;0;0;0;0;0;1;0;2;4;20150101
AT1;AT13;AT130;92200;92201;2;1035;14;17;19;18;5;15;16;2;8;126;795;20150101
AT1;AT13;AT130;92200;92202;2;2513;53;28;50;34;29;22;20;6;8;328;1935;20150101
AT1;AT13;AT130;92200;92203;2;743;18;7;20;8;9;11;9;0;2;69;590;20150101
AT1;AT13;AT130;92200;92204;2;2026;36;17;45;42;17;19;13;2;9;172;1654;20150101
AT1;AT13;AT130;92200;92205;2;2955;37;28;60;87;14;22;37;2;13;283;2372;20150101
AT1;AT13;AT130;92200;92206;2;6140;190;208;59;195;71;55;39;5;21;691;4606;20150101
AT1;AT13;AT130;92200;92207;2;2489;35;11;45;79;23;28;24;3;13;280;1948;20150101
AT1;AT13;AT130;92200;92208;2;8974;364;331;115;338;189;162;93;28;70;1630;5654;20150101
AT1;AT13;AT130;92200;92209;2;7497;295;303;118;227;80;92;54;15;83;1204;5026;20150101
AT1;AT13;AT130;92200;92210;2;4226;73;74;108;111;76;71;50;4;64;854;2741;20150101
AT1;AT13;AT130;92200;92211;2;5721;210;105;115;176;66;112;72;3;130;828;3904;20150101
AT1;AT13;AT130;92200;92212;2;1776;68;91;36;34;19;12;14;1;18;328;1155;20150101
AT1;AT13;AT130;92200;92213;2;3623;144;97;71;94;39;53;38;7;22;586;2472;20150101
AT1;AT13;AT130;92200;92214;2;2678;62;28;59;60;18;18;12;0;7;187;2227;20150101
AT1;AT13;AT130;92200;92215;2;4694;190;211;89;122;46;53;44;4;44;523;3368;20150101
AT1;AT13;AT130;92200;92216;2;739;18;18;10;17;12;6;4;1;0;73;580;20150101
AT1;AT13;AT130;92200;92217;2;1065;16;12;23;26;6;15;9;1;14;115;828;20150101
AT1;AT13;AT130;92200;92218;2;3339;75;60;45;85;36;31;22;9;15;359;2602;20150101
AT1;AT13;AT130;92200;92219;2;2816;165;94;58;73;47;65;40;3;29;362;1880;20150101
AT1;AT13;AT130;92200;92220;2;1587;49;60;36;18;17;22;14;2;5;227;1137;20150101
AT1;AT13;AT130;92200;92221;2;1311;30;15;32;34;10;9;17;0;10;159;995;20150101
AT1;AT13;AT130;92200;92222;2;3132;58;27;39;234;33;32;17;5;22;320;2345;20150101
AT1;AT13;AT130;92200;92223;2;2586;74;17;51;51;21;24;34;1;28;359;1926;20150101
AT1;AT13;AT130;92200;92224;2;3045;39;18;56;131;34;44;29;1;24;324;2345;20150101
AT1;AT13;AT130;92200;92225;2;1093;9;2;18;11;6;4;14;0;7;91;931;20150101
AT1;AT13;AT130;92200;92226;2;1971;24;1;70;25;8;25;21;3;14;182;1598;20150101
AT1;AT13;AT130;92200;92227;2;3634;53;18;80;66;17;19;39;1;21;362;2958;20150101
AT1;AT13;AT130;92200;92228;2;1910;38;19;38;52;11;14;18;2;10;206;1502;20150101
AT1;AT13;AT130;92200;92229;2;1831;46;31;37;43;14;17;17;6;14;223;1383;20150101
AT1;AT13;AT130;92200;92230;2;5;0;0;0;0;0;0;0;0;0;1;4;20150101
AT1;AT13;AT130;92200;92231;2;892;14;23;23;26;8;15;12;0;16;160;595;20150101
AT1;AT13;AT130;92200;92232;2;2150;57;26;47;151;76;29;28;5;72;525;1134;20150101
AT1;AT13;AT130;92300;92301;2;1274;36;17;26;27;30;32;14;0;9;167;916;20150101
AT1;AT13;AT130;92300;92302;2;2352;139;44;33;50;72;40;22;5;11;302;1634;20150101
AT1;AT13;AT130;92300;92303;2;1859;49;27;33;26;26;21;21;1;7;157;1491;20150101
AT1;AT13;AT130;92300;92304;2;4076;141;139;54;107;152;53;43;5;26;465;2891;20150101
AT1;AT13;AT130;92300;92305;2;4769;164;185;86;130;95;57;38;1;31;550;3432;20150101
AT1;AT13;AT130;92300;92306;2;469;22;2;13;10;10;9;3;0;2;37;361;20150101
AT1;AT13;AT130;92300;92307;2;4875;195;170;87;112;110;85;60;1;34;515;3506;20150101
AT1;AT13;AT130;92300;92308;2;2314;57;56;52;46;30;31;19;4;5;188;1826;20150101
AT1;AT13;AT130;92300;92309;2;3826;80;77;120;58;54;39;60;1;22;385;2930;20150101
AT1;AT13;AT130;92300;92310;2;2743;93;66;45;37;47;43;17;1;15;263;2116;20150101
AT1;AT13;AT130;92300;92311;2;4200;108;81;118;81;72;45;66;1;34;479;3115;20150101
AT1;AT13;AT130;92300;92312;2;2923;104;59;80;62;34;29;41;0;20;315;2179;20150101
AT1;AT13;AT130;92300;92313;2;2204;19;10;80;32;14;14;13;0;9;182;1831;20150101
AT1;AT13;AT130;92300;92314;2;2574;39;19;129;37;20;17;24;1;7;224;2057;20150101
AT1;AT13;AT130;92300;92315;2;1178;15;6;60;22;6;12;8;0;2;106;941;20150101
AT1;AT13;AT130;92300;92316;2;1265;25;15;47;18;8;9;15;1;13;136;978;20150101
AT1;AT13;AT130;92300;92317;2;134;10;6;4;2;0;1;0;0;0;25;86;20150101
AT1;AT13;AT130;92300;92318;2;2778;68;101;46;75;37;19;19;0;7;201;2205;20150101
AT1;AT13;AT130;92300;92319;2;5197;91;92;101;134;55;43;56;3;22;488;4112;20150101
AT1;AT13;AT130;90100;90101;1;1880;36;17;116;25;13;12;21;5;38;363;1234;20150101
AT1;AT13;AT130;90100;90102;1;709;18;1;37;8;6;12;5;1;24;134;463;20150101
AT1;AT13;AT130;90100;90103;1;999;31;14;43;6;5;12;10;0;62;200;616;20150101
AT1;AT13;AT130;90100;90104;1;732;16;5;41;7;5;11;7;1;11;124;504;20150101
AT1;AT13;AT130;90100;90105;1;1005;17;5;44;4;2;8;4;5;36;181;699;20150101
AT1;AT13;AT130;90100;90106;1;1189;16;11;69;7;7;9;9;5;7;172;877;20150101
AT1;AT13;AT130;90100;90107;1;1275;19;13;63;8;8;19;20;2;26;254;843;20150101
AT1;AT13;AT130;90200;90201;1;7163;348;435;182;153;217;100;59;28;101;1114;4426;20150101
AT1;AT13;AT130;90200;90202;1;5808;531;317;237;196;170;146;97;110;104;1123;2777;20150101
AT1;AT13;AT130;90200;90203;1;6248;298;176;279;137;92;90;79;53;58;1135;3851;20150101
AT1;AT13;AT130;90200;90204;1;7509;376;230;371;173;118;144;120;17;133;1596;4231;20150101
AT1;AT13;AT130;90200;90205;1;4363;185;98;204;188;67;38;66;43;64;967;2443;20150101
AT1;AT13;AT130;90200;90206;1;3382;158;113;128;139;35;70;32;7;46;498;2156;20150101
AT1;AT13;AT130;90200;90207;1;6522;666;349;254;257;140;172;100;26;96;1427;3035;20150101
AT1;AT13;AT130;90200;90208;1;1163;38;32;29;13;15;10;12;1;11;173;829;20150101
AT1;AT13;AT130;90200;90209;1;7769;555;623;131;225;159;133;70;22;117;1221;4513;20150101
AT1;AT13;AT130;90200;90210;1;1;0;0;0;0;0;0;0;0;0;1;0;20150101
AT1;AT13;AT130;90300;90301;1;5378;219;99;289;146;61;75;64;9;57;848;3511;20150101
AT1;AT13;AT130;90300;90302;1;4170;113;39;215;60;44;41;59;19;26;575;2979;20150101
AT1;AT13;AT130;90300;90303;1;2862;73;34;204;47;21;28;35;7;59;505;1849;20150101
AT1;AT13;AT130;90300;90304;1;5196;380;166;247;264;137;111;117;31;59;1039;2645;20150101
AT1;AT13;AT130;90300;90305;1;3808;165;87;168;115;73;88;55;26;38;641;2352;20150101
AT1;AT13;AT130;90300;90306;1;7133;364;324;226;193;149;163;71;21;48;1182;4392;20150101
AT1;AT13;AT130;90300;90307;1;2710;145;147;52;74;52;27;34;67;31;595;1486;20150101
AT1;AT13;AT130;90300;90308;1;909;13;15;56;5;8;6;15;2;4;107;678;20150101
AT1;AT13;AT130;90300;90309;1;4051;127;65;217;83;63;31;55;4;28;606;2772;20150101
AT1;AT13;AT130;90300;90310;1;3901;287;272;100;115;87;49;64;10;40;744;2133;20150101
AT1;AT13;AT130;90300;90311;1;1883;117;91;67;47;51;16;16;7;21;271;1179;20150101
AT1;AT13;AT130;90400;90401;1;1085;22;14;65;19;11;6;13;3;21;248;663;20150101
AT1;AT13;AT130;90400;90402;1;4909;156;124;300;103;50;83;65;11;118;956;2943;20150101
AT1;AT13;AT130;90400;90403;1;5790;191;96;335;121;77;64;74;25;56;1051;3700;20150101
AT1;AT13;AT130;90400;90404;1;3292;144;97;193;62;47;44;51;14;31;562;2047;20150101
AT1;AT13;AT130;90500;90501;1;5539;223;140;329;120;83;102;71;16;27;894;3534;20150101
AT1;AT13;AT130;90500;90502;1;9734;762;606;289;358;268;178;97;87;95;1966;5028;20150101
AT1;AT13;AT130;90500;90503;1;8297;713;537;333;302;256;156;125;64;61;1643;4107;20150101
AT1;AT13;AT130;90500;90504;1;3083;162;81;189;118;60;76;55;4;28;567;1743;20150101
AT1;AT13;AT130;90600;90601;1;3687;86;60;232;69;40;33;61;4;16;632;2454;20150101
AT1;AT13;AT130;90600;90602;1;4784;198;159;273;146;80;56;54;14;36;946;2822;20150101
AT1;AT13;AT130;90600;90603;1;6590;225;162;371;141;110;83;97;30;40;1142;4189;20150101
AT1;AT13;AT130;90700;90701;1;2658;105;43;205;52;24;17;13;7;14;409;1769;20150101
AT1;AT13;AT130;90700;90702;1;1444;23;13;105;17;17;18;19;7;12;242;971;20150101
AT1;AT13;AT130;90700;90703;1;2351;67;46;149;34;27;27;37;5;21;353;1585;20150101
AT1;AT13;AT130;90700;90704;1;4773;182;119;342;76;112;48;55;10;28;777;3024;20150101
AT1;AT13;AT130;90700;90705;1;3761;192;89;219;88;47;38;53;19;24;666;2326;20150101
AT1;AT13;AT130;90800;90801;1;3100;152;66;159;49;40;133;52;10;41;726;1672;20150101
AT1;AT13;AT130;90800;90802;1;5223;136;80;377;80;55;41;59;12;29;759;3595;20150101
AT1;AT13;AT130;90800;90803;1;3743;136;79;243;71;51;41;41;10;75;673;2323;20150101
AT1;AT13;AT130;90900;90901;1;4183;170;97;240;78;89;62;55;59;34;777;2522;20150101
AT1;AT13;AT130;90900;90902;1;5256;195;73;333;98;85;49;59;20;62;994;3288;20150101
AT1;AT13;AT130;90900;90903;1;2047;93;49;142;75;32;27;31;2;13;360;1223;20150101
AT1;AT13;AT130;90900;90904;1;4531;185;113;273;106;99;44;72;53;32;892;2662;20150101
AT1;AT13;AT130;90900;90905;1;2446;34;24;196;22;23;17;21;0;28;466;1615;20150101
AT1;AT13;AT130;90900;90906;1;1029;23;11;91;8;9;4;12;3;7;197;664;20150101
AT1;AT13;AT130;91000;91001;1;1673;121;119;37;35;71;18;8;13;4;268;979;20150101
AT1;AT13;AT130;91000;91002;1;10053;915;1133;163;382;356;284;167;106;143;1980;4424;20150101
AT1;AT13;AT130;91000;91003;1;3510;298;356;56;137;149;77;44;9;24;538;1822;20150101
AT1;AT13;AT130;91000;91004;1;4376;480;459;101;201;175;116;84;64;32;1105;1559;20150101
AT1;AT13;AT130;91000;91005;1;9040;937;978;119;270;398;259;126;37;85;1580;4251;20150101
AT1;AT13;AT130;91000;91006;1;6590;638;808;136;281;357;183;82;58;55;1526;2466;20150101
AT1;AT13;AT130;91000;91007;1;6134;508;468;99;225;256;110;102;29;42;975;3320;20150101
AT1;AT13;AT130;91000;91008;1;5034;476;495;93;218;264;200;84;28;48;995;2133;20150101
AT1;AT13;AT130;91000;91009;1;2332;144;187;19;39;79;32;25;2;13;299;1493;20150101
AT1;AT13;AT130;91000;91010;1;9030;611;876;123;174;307;128;61;23;138;1766;4823;20150101
AT1;AT13;AT130;91000;91011;1;4369;176;457;35;47;64;31;28;16;47;538;2930;20150101
AT1;AT13;AT130;91000;91012;1;1259;31;41;33;21;45;13;14;0;10;180;871;20150101
AT1;AT13;AT130;91000;91013;1;2392;157;113;32;17;35;13;16;0;6;183;1820;20150101
AT1;AT13;AT130;91000;91014;1;2034;94;79;22;15;32;14;4;1;10;155;1608;20150101
AT1;AT13;AT130;91000;91015;1;3074;149;141;38;53;116;35;20;6;6;304;2206;20150101
AT1;AT13;AT130;91000;91016;1;2847;70;67;34;20;32;20;16;4;17;206;2361;20150101
AT1;AT13;AT130;91000;91017;1;431;9;3;6;2;1;8;1;0;0;15;386;20150101
AT1;AT13;AT130;91000;91018;1;2144;43;28;36;31;29;19;17;1;21;146;1773;20150101
AT1;AT13;AT130;91000;91019;1;1298;30;23;27;17;12;6;22;1;4;99;1057;20150101
AT1;AT13;AT130;91000;91020;1;4444;158;381;43;40;57;47;16;4;14;372;3312;20150101
AT1;AT13;AT130;91000;91021;1;2972;67;129;29;50;38;14;22;1;3;226;2393;20150101
AT1;AT13;AT130;91000;91022;1;3400;290;235;77;201;141;93;72;38;27;740;1486;20150101
AT1;AT13;AT130;91000;91023;1;4838;377;468;78;137;155;119;94;13;33;832;2532;20150101
AT1;AT13;AT130;91100;91101;1;1162;25;74;52;18;23;13;18;1;19;242;677;20150101
AT1;AT13;AT130;91100;91102;1;7118;570;519;104;217;203;162;88;18;40;1140;4057;20150101
AT1;AT13;AT130;91100;91103;1;8322;693;712;146;325;230;219;118;52;46;1398;4383;20150101
AT1;AT13;AT130;91100;91104;1;2301;167;150;31;46;73;39;27;37;8;336;1387;20150101
AT1;AT13;AT130;91100;91105;1;5607;257;329;58;124;127;75;32;8;20;534;4043;20150101
AT1;AT13;AT130;91100;91106;1;174;7;4;1;2;4;8;2;0;0;9;137;20150101
AT1;AT13;AT130;91100;91107;1;3050;148;198;41;52;49;62;33;1;13;273;2180;20150101
AT1;AT13;AT130;91100;91108;1;441;5;4;9;4;13;1;1;0;0;28;376;20150101
AT1;AT13;AT130;91100;91109;1;1230;26;12;25;25;26;63;20;0;2;71;960;20150101
AT1;AT13;AT130;91100;91110;1;12200;478;856;168;278;337;257;79;19;28;1121;8579;20150101
AT1;AT13;AT130;91100;91111;1;2535;111;104;26;47;58;73;71;75;61;607;1302;20150101
AT1;AT13;AT130;91100;91112;1;272;4;5;2;0;4;11;1;0;9;110;126;20150101
AT1;AT13;AT130;91100;91113;1;2158;71;71;32;82;38;43;29;4;3;258;1527;20150101
AT1;AT13;AT130;91200;91201;1;2011;182;119;47;61;87;48;61;10;17;367;1012;20150101
