Migrationshintergrund in Wien gemeldeter Personen nach Geschlecht und Wiener Zaehlbezirk|Migration background of residents in Vienna by sex and Vienna subdistrict;;;;;;;;;;;;;;;;;;
NUTS1;NUTS2;NUTS3;DISTRICT_CODE;SUB_DISTRICT_CODE;SEX;POP_TOTAL;POP_SCG;POP_TUR;POP_DEU;POP_POL;POP_BIH;POP_ROU;POP_HUN;POP_SYR;POP_RUS;POP_OTHER;POP_AUT;REF_DATE
AT1;AT13;AT130;92100;92104;2;2069;44;19;34;25;14;35;13;1;5;161;1718;20100101
AT1;AT13;AT130;92100;92105;2;9709;294;432;123;153;112;81;46;8;48;1058;7354;20100101
AT1;AT13;AT130;92100;92106;2;426;44;2;3;3;6;8;2;0;1;35;322;20100101
AT1;AT13;AT130;92100;92107;2;1491;52;30;27;46;26;20;9;1;9;152;1119;20100101
AT1;AT13;AT130;92100;92108;2;1212;26;23;18;11;10;6;10;0;0;96;1012;20100101
AT1;AT13;AT130;92100;92109;2;3570;78;56;70;149;27;26;26;12;15;317;2794;20100101
AT1;AT13;AT130;92100;92110;2;2436;134;64;33;52;46;21;13;1;24;251;1797;20100101
AT1;AT13;AT130;92100;92111;2;2545;60;36;49;77;45;23;26;0;24;324;1881;20100101
AT1;AT13;AT130;92100;92112;2;3776;110;243;43;72;42;35;12;8;47;424;2740;20100101
AT1;AT13;AT130;92100;92113;2;2073;29;13;49;19;5;11;15;1;10;154;1767;20100101
AT1;AT13;AT130;92100;92114;2;2592;50;61;30;30;20;19;10;1;11;222;2138;20100101
AT1;AT13;AT130;92100;92115;2;2265;40;31;29;52;22;16;40;0;4;177;1854;20100101
AT1;AT13;AT130;92100;92116;2;1729;14;3;36;20;6;8;9;0;3;106;1524;20100101
AT1;AT13;AT130;92100;92117;2;3526;171;168;40;74;48;27;24;0;13;340;2621;20100101
AT1;AT13;AT130;92100;92118;2;3435;173;123;84;89;74;59;28;3;40;385;2377;20100101
AT1;AT13;AT130;92100;92119;2;1667;51;31;16;33;25;10;15;1;8;214;1263;20100101
AT1;AT13;AT130;92100;92120;2;863;69;30;15;27;40;8;4;1;4;127;538;20100101
AT1;AT13;AT130;92100;92121;2;3070;235;100;51;78;74;63;25;1;11;414;2018;20100101
AT1;AT13;AT130;92100;92122;2;4268;144;137;77;116;66;51;44;5;34;607;2987;20100101
AT1;AT13;AT130;92100;92123;2;5210;280;125;114;174;111;60;47;2;114;641;3542;20100101
AT1;AT13;AT130;92100;92124;2;1627;29;21;32;53;17;20;14;2;3;148;1288;20100101
AT1;AT13;AT130;92100;92125;2;2127;44;25;57;68;21;28;10;1;8;271;1594;20100101
AT1;AT13;AT130;92100;92126;2;3809;98;85;66;89;62;30;46;0;5;420;2908;20100101
AT1;AT13;AT130;92100;92127;2;738;7;5;18;10;4;5;4;0;14;101;570;20100101
AT1;AT13;AT130;92100;92128;2;133;17;13;2;3;8;1;1;0;0;36;52;20100101
AT1;AT13;AT130;92100;92129;2;92;0;0;0;0;0;0;0;0;1;2;89;20100101
AT1;AT13;AT130;92100;92130;2;8;0;0;0;0;0;0;0;0;0;0;8;20100101
AT1;AT13;AT130;92100;92199;2;7;0;0;0;0;0;0;0;0;1;0;6;20100101
AT1;AT13;AT130;92200;92201;2;1000;9;16;14;24;6;10;6;0;0;121;794;20100101
AT1;AT13;AT130;92200;92202;2;2129;51;24;42;27;23;23;8;2;8;234;1687;20100101
AT1;AT13;AT130;92200;92203;2;713;15;5;19;5;4;7;8;0;2;64;584;20100101
AT1;AT13;AT130;92200;92204;2;1933;33;14;36;34;16;15;14;1;7;121;1642;20100101
AT1;AT13;AT130;92200;92205;2;2531;31;12;42;62;7;18;17;1;6;215;2120;20100101
AT1;AT13;AT130;92200;92206;2;5931;144;170;61;120;53;37;34;6;13;619;4674;20100101
AT1;AT13;AT130;92200;92207;2;2434;36;6;50;68;19;28;18;5;9;235;1960;20100101
AT1;AT13;AT130;92200;92208;2;7424;285;215;83;249;150;91;47;13;15;1122;5154;20100101
AT1;AT13;AT130;92200;92209;2;7001;250;213;122;169;88;63;41;5;35;904;5111;20100101
AT1;AT13;AT130;92200;92210;2;3161;54;54;60;69;40;35;30;3;23;494;2299;20100101
AT1;AT13;AT130;92200;92211;2;5717;185;108;106;151;66;86;49;1;118;727;4120;20100101
AT1;AT13;AT130;92200;92212;2;1706;56;80;31;34;13;9;11;1;14;268;1189;20100101
AT1;AT13;AT130;92200;92213;2;3438;106;81;63;68;35;35;27;4;18;386;2615;20100101
AT1;AT13;AT130;92200;92214;2;2637;32;28;47;33;15;11;10;0;4;158;2299;20100101
AT1;AT13;AT130;92200;92215;2;4651;155;175;100;93;48;36;47;5;16;421;3555;20100101
AT1;AT13;AT130;92200;92216;2;609;12;12;11;9;10;3;4;1;0;49;498;20100101
AT1;AT13;AT130;92200;92217;2;694;11;4;9;15;2;5;6;0;3;52;587;20100101
AT1;AT13;AT130;92200;92218;2;2717;57;44;26;55;26;19;14;7;9;251;2209;20100101
AT1;AT13;AT130;92200;92219;2;2610;131;85;55;58;51;51;19;4;18;293;1845;20100101
AT1;AT13;AT130;92200;92220;2;1446;43;53;32;16;12;16;7;2;0;189;1076;20100101
AT1;AT13;AT130;92200;92221;2;529;21;2;7;7;2;0;2;0;2;60;426;20100101
AT1;AT13;AT130;92200;92222;2;3494;52;20;48;224;29;34;11;6;36;363;2671;20100101
AT1;AT13;AT130;92200;92223;2;2212;59;20;40;37;14;11;28;2;23;261;1717;20100101
AT1;AT13;AT130;92200;92224;2;2820;32;11;49;115;31;19;23;0;17;262;2261;20100101
AT1;AT13;AT130;92200;92225;2;948;9;2;19;9;3;2;14;0;6;66;818;20100101
AT1;AT13;AT130;92200;92226;2;1860;27;1;55;27;4;16;15;2;6;155;1552;20100101
AT1;AT13;AT130;92200;92227;2;3115;34;16;68;50;16;17;22;2;25;272;2593;20100101
AT1;AT13;AT130;92200;92228;2;1701;45;14;25;42;15;9;15;2;12;166;1356;20100101
AT1;AT13;AT130;92200;92229;2;1747;39;30;40;28;14;12;12;2;11;182;1377;20100101
AT1;AT13;AT130;92200;92230;2;8;0;0;0;0;0;0;0;0;0;2;6;20100101
AT1;AT13;AT130;92200;92231;2;47;0;0;1;1;1;0;0;0;0;2;42;20100101
AT1;AT13;AT130;92200;92232;2;2100;55;30;46;131;73;22;16;6;60;504;1157;20100101
AT1;AT13;AT130;92200;92299;2;9;0;0;0;0;0;1;0;0;0;4;4;20100101
AT1;AT13;AT130;92300;92301;2;1137;45;13;27;21;25;26;7;0;8;121;844;20100101
AT1;AT13;AT130;92300;92302;2;2172;128;37;37;52;60;27;24;4;10;230;1563;20100101
AT1;AT13;AT130;92300;92303;2;1817;36;22;37;19;15;14;10;1;4;134;1525;20100101
AT1;AT13;AT130;92300;92304;2;4084;120;110;51;98;157;42;42;1;18;411;3034;20100101
AT1;AT13;AT130;92300;92305;2;4561;127;159;96;116;78;46;36;0;21;457;3425;20100101
AT1;AT13;AT130;92300;92306;2;466;19;3;13;8;7;7;3;0;0;27;379;20100101
AT1;AT13;AT130;92300;92307;2;4431;177;146;77;90;89;48;28;1;14;465;3296;20100101
AT1;AT13;AT130;92300;92308;2;2283;51;40;42;37;24;21;20;1;4;192;1851;20100101
AT1;AT13;AT130;92300;92309;2;3719;65;47;125;47;41;34;30;1;7;322;3000;20100101
AT1;AT13;AT130;92300;92310;2;2772;109;63;48;39;32;30;18;1;8;241;2183;20100101
AT1;AT13;AT130;92300;92311;2;3448;105;64;89;54;57;22;35;2;15;326;2679;20100101
AT1;AT13;AT130;92300;92312;2;2872;96;47;77;40;30;11;29;1;5;221;2315;20100101
AT1;AT13;AT130;92300;92313;2;2204;12;5;72;20;10;12;8;0;7;182;1876;20100101
AT1;AT13;AT130;92300;92314;2;2483;47;17;106;30;14;11;8;0;11;181;2058;20100101
AT1;AT13;AT130;92300;92315;2;1086;5;4;55;16;7;10;9;0;2;87;891;20100101
AT1;AT13;AT130;92300;92316;2;1173;16;14;46;18;4;8;11;2;8;123;923;20100101
AT1;AT13;AT130;92300;92317;2;117;10;2;4;3;0;1;1;0;0;19;77;20100101
AT1;AT13;AT130;92300;92318;2;2899;48;79;42;57;25;19;21;0;2;184;2422;20100101
AT1;AT13;AT130;92300;92319;2;5265;70;82;106;138;40;34;61;4;21;451;4258;20100101
AT1;AT13;AT130;92300;92399;2;34;0;0;0;0;2;0;0;0;0;1;31;20100101
AT1;AT13;AT130;90100;90101;1;1840;40;10;110;25;11;17;24;1;24;298;1280;20100101
AT1;AT13;AT130;90100;90102;1;754;18;1;43;8;5;9;4;1;11;151;503;20100101
AT1;AT13;AT130;90100;90103;1;1012;33;18;44;8;8;16;11;4;26;191;653;20100101
AT1;AT13;AT130;90100;90104;1;728;17;6;31;6;7;8;7;0;6;113;527;20100101
AT1;AT13;AT130;90100;90105;1;1005;23;6;47;4;2;4;8;2;17;173;719;20100101
AT1;AT13;AT130;90100;90106;1;1264;21;4;69;8;13;8;9;3;15;189;925;20100101
AT1;AT13;AT130;90100;90107;1;1320;23;12;57;8;9;13;26;4;7;278;883;20100101
AT1;AT13;AT130;90100;90199;1;3;0;1;0;0;0;0;0;0;0;0;2;20100101
AT1;AT13;AT130;90200;90201;1;4679;210;278;67;86;135;32;32;5;46;677;3111;20100101
AT1;AT13;AT130;90200;90202;1;5544;604;431;171;162;214;98;47;5;111;959;2742;20100101
AT1;AT13;AT130;90200;90203;1;5997;335;238;230;123;96;72;53;4;48;997;3801;20100101
AT1;AT13;AT130;90200;90204;1;8394;432;319;287;140;170;138;78;10;212;2346;4262;20100101
AT1;AT13;AT130;90200;90205;1;4290;201;134;191;193;77;47;44;0;62;824;2517;20100101
AT1;AT13;AT130;90200;90206;1;3007;150;102;101;91;37;34;17;4;15;354;2102;20100101
AT1;AT13;AT130;90200;90207;1;6470;739;427;201;249;187;118;54;4;77;1271;3143;20100101
AT1;AT13;AT130;90200;90208;1;810;29;16;10;7;10;2;10;1;1;79;645;20100101
AT1;AT13;AT130;90200;90209;1;7428;553;567;107;178;148;123;47;6;69;1077;4553;20100101
AT1;AT13;AT130;90200;90210;1;2;0;0;0;0;0;0;0;0;0;2;0;20100101
AT1;AT13;AT130;90200;90299;1;12;0;3;0;1;0;0;0;0;0;1;7;20100101
AT1;AT13;AT130;90300;90301;1;5155;259;133;241;118;79;48;59;4;42;708;3464;20100101
AT1;AT13;AT130;90300;90302;1;3955;119;45;189;51;55;27;39;3;22;473;2932;20100101
AT1;AT13;AT130;90300;90303;1;2759;71;33;159;33;23;16;32;1;35;474;1882;20100101
AT1;AT13;AT130;90300;90304;1;5004;402;175;191;203;166;59;68;11;46;940;2743;20100101
AT1;AT13;AT130;90300;90305;1;3621;172;110;149;103;71;66;35;5;24;505;2381;20100101
AT1;AT13;AT130;90300;90306;1;7004;419;359;183;145;160;70;60;7;19;991;4591;20100101
AT1;AT13;AT130;90300;90307;1;2222;143;153;44;62;41;55;26;2;25;318;1353;20100101
AT1;AT13;AT130;90300;90308;1;854;5;6;35;2;2;2;7;0;0;74;721;20100101
AT1;AT13;AT130;90300;90309;1;3918;135;57;166;65;61;30;38;2;18;503;2843;20100101
AT1;AT13;AT130;90300;90310;1;3693;285;275;87;97;99;45;44;3;22;608;2128;20100101
AT1;AT13;AT130;90300;90311;1;1106;68;53;15;32;22;8;9;1;5;150;743;20100101
AT1;AT13;AT130;90300;90399;1;1;1;0;0;0;0;0;0;0;0;0;0;20100101
AT1;AT13;AT130;90400;90401;1;1104;30;18;65;19;17;12;8;2;44;211;678;20100101
AT1;AT13;AT130;90400;90402;1;4477;186;111;261;74;62;50;51;2;38;796;2846;20100101
AT1;AT13;AT130;90400;90403;1;5524;225;97;270;87;79;46;50;8;41;901;3720;20100101
AT1;AT13;AT130;90400;90404;1;3141;132;98;169;43;47;34;36;5;22;454;2101;20100101
AT1;AT13;AT130;90500;90501;1;5359;266;170;271;100;96;54;61;1;19;780;3541;20100101
AT1;AT13;AT130;90500;90502;1;9229;738;675;234;242;260;102;61;22;63;1607;5225;20100101
AT1;AT13;AT130;90500;90503;1;7859;759;573;252;245;267;107;77;9;49;1406;4115;20100101
AT1;AT13;AT130;90500;90504;1;2941;168;109;141;72;92;37;35;7;12;546;1722;20100101
AT1;AT13;AT130;90500;90599;1;6;0;1;0;0;0;0;0;0;0;3;2;20100101
AT1;AT13;AT130;90600;90601;1;3525;123;66;175;67;41;21;59;3;15;548;2407;20100101
AT1;AT13;AT130;90600;90602;1;4218;220;155;191;115;89;32;36;9;32;757;2582;20100101
AT1;AT13;AT130;90600;90603;1;6377;224;161;313;119;112;54;49;4;22;991;4328;20100101
AT1;AT13;AT130;90600;90699;1;12;0;2;0;0;0;0;0;0;0;8;2;20100101
AT1;AT13;AT130;90700;90701;1;2606;114;59;169;39;33;16;18;6;15;365;1772;20100101
AT1;AT13;AT130;90700;90702;1;1267;27;18;86;18;17;10;15;1;5;185;885;20100101
AT1;AT13;AT130;90700;90703;1;2110;81;39;121;24;35;20;19;0;5;280;1486;20100101
AT1;AT13;AT130;90700;90704;1;4590;201;118;244;85;88;35;36;1;16;709;3057;20100101
AT1;AT13;AT130;90700;90705;1;3659;235;128;175;77;79;34;36;13;18;580;2284;20100101
AT1;AT13;AT130;90700;90799;1;2;0;0;1;0;0;1;0;0;0;0;0;20100101
AT1;AT13;AT130;90800;90801;1;2839;141;44;121;58;47;98;30;5;25;640;1630;20100101
AT1;AT13;AT130;90800;90802;1;4997;139;79;303;74;61;28;38;8;24;721;3522;20100101
AT1;AT13;AT130;90800;90803;1;3515;133;64;184;57;55;35;45;4;39;518;2381;20100101
AT1;AT13;AT130;90900;90901;1;3896;199;131;162;57;94;43;34;10;16;594;2556;20100101
AT1;AT13;AT130;90900;90902;1;5223;213;81;267;138;73;29;39;4;54;982;3343;20100101
AT1;AT13;AT130;90900;90903;1;1952;103;82;98;57;32;27;27;2;10;299;1215;20100101
AT1;AT13;AT130;90900;90904;1;4250;224;113;206;89;108;21;35;8;41;764;2641;20100101
AT1;AT13;AT130;90900;90905;1;2379;35;34;159;26;21;17;18;2;14;418;1635;20100101
AT1;AT13;AT130;90900;90906;1;960;24;10;68;7;12;4;4;4;6;176;645;20100101
AT1;AT13;AT130;90900;90999;1;3;0;0;0;0;0;0;0;0;0;0;3;20100101
AT1;AT13;AT130;91000;91001;1;454;40;72;5;19;23;22;3;0;0;58;212;20100101
AT1;AT13;AT130;91000;91002;1;9057;804;1013;117;238;341;110;91;10;70;1453;4810;20100101
AT1;AT13;AT130;91000;91003;1;3278;232;306;49;78;128;38;37;3;7;422;1978;20100101
AT1;AT13;AT130;91000;91004;1;3785;438;400;75;136;181;63;34;9;33;695;1721;20100101
AT1;AT13;AT130;91000;91005;1;8482;814;1022;103;227;386;149;55;9;49;1272;4396;20100101
AT1;AT13;AT130;91000;91006;1;5864;666;893;79;222;346;104;39;11;29;998;2477;20100101
AT1;AT13;AT130;91000;91007;1;5509;420;395;87;166;205;74;45;11;23;727;3356;20100101
AT1;AT13;AT130;91000;91008;1;4616;431;489;84;165;231;82;48;8;39;796;2243;20100101
AT1;AT13;AT130;91000;91009;1;2238;130;156;23;36;74;17;18;2;10;236;1536;20100101
AT1;AT13;AT130;91000;91010;1;7489;527;657;68;99;240;54;23;9;32;768;5012;20100101
AT1;AT13;AT130;91000;91011;1;4306;135;367;38;35;53;16;20;12;20;449;3161;20100101
AT1;AT13;AT130;91000;91012;1;1172;33;28;30;22;44;12;4;0;3;167;829;20100101
AT1;AT13;AT130;91000;91013;1;2339;110;86;24;11;23;5;8;0;2;136;1934;20100101
AT1;AT13;AT130;91000;91014;1;1940;53;59;21;15;28;10;5;3;2;124;1620;20100101
AT1;AT13;AT130;91000;91015;1;2556;95;106;31;44;87;21;11;4;6;210;1941;20100101
AT1;AT13;AT130;91000;91016;1;2806;58;53;29;20;26;10;13;2;6;181;2408;20100101
AT1;AT13;AT130;91000;91017;1;439;8;2;4;4;1;0;1;0;0;14;405;20100101
AT1;AT13;AT130;91000;91018;1;2079;41;17;33;30;31;8;7;1;5;158;1748;20100101
AT1;AT13;AT130;91000;91019;1;1247;43;18;24;9;15;7;11;0;3;90;1027;20100101
AT1;AT13;AT130;91000;91020;1;4344;72;274;33;38;42;37;14;3;6;278;3547;20100101
AT1;AT13;AT130;91000;91021;1;3015;52;100;31;52;34;13;16;3;4;202;2508;20100101
AT1;AT13;AT130;91000;91022;1;3050;266;249;56;142;126;57;39;5;47;551;1512;20100101
AT1;AT13;AT130;91000;91023;1;4386;327;391;68;94;141;74;60;2;26;677;2526;20100101
AT1;AT13;AT130;91000;91099;1;12;0;0;1;1;1;1;0;0;0;1;7;20100101
AT1;AT13;AT130;91100;91101;1;840;23;27;31;11;11;8;9;0;3;122;595;20100101
AT1;AT13;AT130;91100;91102;1;6484;491;499;106;112;183;93;49;2;44;846;4059;20100101
AT1;AT13;AT130;91100;91103;1;7937;673;704;113;248;244;149;75;11;49;1100;4571;20100101
AT1;AT13;AT130;91100;91104;1;2219;149;149;35;30;66;18;22;1;6;255;1488;20100101
AT1;AT13;AT130;91100;91105;1;4907;173;254;57;73;102;48;32;3;18;380;3767;20100101
AT1;AT13;AT130;91100;91106;1;151;4;6;0;2;3;3;1;0;0;9;123;20100101
AT1;AT13;AT130;91100;91107;1;3009;110;164;35;37;46;42;28;3;5;240;2299;20100101
AT1;AT13;AT130;91100;91108;1;409;3;5;8;4;12;2;0;0;0;24;351;20100101
AT1;AT13;AT130;91100;91109;1;1166;33;7;30;19;20;27;11;0;0;74;945;20100101
AT1;AT13;AT130;91100;91110;1;11789;391;682;147;238;286;182;68;7;50;1008;8730;20100101
AT1;AT13;AT130;91100;91111;1;2496;82;83;33;42;43;66;161;5;135;607;1239;20100101
AT1;AT13;AT130;91100;91112;1;220;4;3;2;0;6;5;7;0;4;103;86;20100101
AT1;AT13;AT130;91100;91113;1;1964;69;51;51;66;23;18;17;1;3;182;1483;20100101
AT1;AT13;AT130;91100;91199;1;1;0;0;0;0;0;0;0;0;0;0;1;20100101
AT1;AT13;AT130;91200;91201;1;1961;164;122;54;73;79;23;21;3;10;374;1038;20100101
AT1;AT13;AT130;91200;91202;1;8199;744;586;133;299;329;117;44;8;39;1279;4621;20100101
AT1;AT13;AT130;91200;91203;1;2433;153;227;25;42;51;25;12;0;14;330;1554;20100101
AT1;AT13;AT130;91200;91204;1;3995;357;256;73;141;169;89;38;4;15;644;2209;20100101
AT1;AT13;AT130;91200;91205;1;3886;292;299;92;89;132;39;31;2;11;582;2317;20100101
AT1;AT13;AT130;91200;91206;1;4117;429;190;152;157;167;44;35;6;12;631;2294;20100101
AT1;AT13;AT130;91200;91207;1;2910;123;171;41;39;44;25;17;1;0;313;2136;20100101
AT1;AT13;AT130;91200;91208;1;2043;181;144;40;58;89;21;13;2;10;243;1242;20100101
AT1;AT13;AT130;91200;91209;1;3806;153;301;35;29;92;27;13;11;4;568;2573;20100101
AT1;AT13;AT130;91200;91210;1;4363;149;263;101;79;149;40;28;2;10;520;3022;20100101
AT1;AT13;AT130;91200;91211;1;4175;103;80;102;34;53;35;16;0;7;379;3366;20100101
AT1;AT13;AT130;91200;91299;1;7;0;0;0;0;0;0;0;0;0;1;6;20100101
AT1;AT13;AT130;91300;91301;1;197;7;0;4;0;3;1;1;0;0;18;163;20100101
AT1;AT13;AT130;91300;91302;1;2664;48;30;165;26;9;9;27;0;20;308;2022;20100101
AT1;AT13;AT130;91300;91303;1;3936;113;40;185;57;48;20;37;2;21;448;2965;20100101
AT1;AT13;AT130;91300;91304;1;4428;80;46;162;71;23;26;42;4;7;422;3545;20100101
AT1;AT13;AT130;91300;91305;1;1930;37;14;88;23;13;20;14;0;2;169;1550;20100101
AT1;AT13;AT130;91300;91306;1;1093;17;8;41;18;8;3;5;2;9;98;884;20100101
AT1;AT13;AT130;91300;91307;1;1470;34;32;29;21;21;7;15;1;4;152;1154;20100101
AT1;AT13;AT130;91300;91308;1;2881;62;26;92;24;16;23;21;2;9;256;2350;20100101
AT1;AT13;AT130;91300;91309;1;2306;54;36;34;21;17;8;16;0;28;196;1896;20100101
AT1;AT13;AT130;91300;91310;1;37;2;2;0;0;2;0;0;0;0;1;30;20100101
AT1;AT13;AT130;91300;91311;1;2090;6;2;72;15;4;3;8;2;5;111;1862;20100101
AT1;AT13;AT130;91300;91399;1;19;0;0;1;0;0;0;0;0;0;0;18;20100101
AT1;AT13;AT130;91400;91401;1;3169;251;112;78;87;91;16;13;2;7;366;2146;20100101
AT1;AT13;AT130;91400;91402;1;4040;443;332;96;182;177;57;24;4;19;622;2084;20100101
AT1;AT13;AT130;91400;91403;1;3884;182;99;143;81;70;41;35;2;14;427;2790;20100101
AT1;AT13;AT130;91400;91404;1;8868;657;392;164;259;314;106;59;10;29;1018;5860;20100101
AT1;AT13;AT130;91400;91405;1;1989;55;63;39;18;22;11;5;4;8;109;1655;20100101
AT1;AT13;AT130;91400;91406;1;5396;271;154;119;109;129;66;26;1;22;596;3903;20100101
AT1;AT13;AT130;91400;91407;1;1353;89;64;15;21;39;8;4;0;2;124;987;20100101
AT1;AT13;AT130;91400;91408;1;1722;38;25;28;14;21;6;9;0;0;123;1458;20100101
AT1;AT13;AT130;91400;91409;1;204;7;2;6;3;2;0;0;0;0;17;167;20100101
AT1;AT13;AT130;91400;91410;1;3357;70;50;98;34;23;24;16;3;2;284;2753;20100101
AT1;AT13;AT130;91400;91411;1;3000;19;8;94;18;5;9;14;1;6;192;2634;20100101
AT1;AT13;AT130;91400;91412;1;2741;40;32;72;25;21;6;9;2;2;164;2368;20100101
AT1;AT13;AT130;91400;91499;1;11;0;0;1;0;0;0;0;0;0;0;10;20100101
AT1;AT13;AT130;91500;91501;1;4896;392;367;129;137;168;64;41;10;18;631;2939;20100101
AT1;AT13;AT130;91500;91502;1;4832;555;444;119;229;236;80;74;5;18;915;2157;20100101
AT1;AT13;AT130;91500;91503;1;5671;694;457;163;177;257;103;79;15;64;1143;2519;20100101
AT1;AT13;AT130;91500;91504;1;3654;373;316;77;155;187;58;34;1;12;768;1673;20100101
AT1;AT13;AT130;91500;91505;1;5145;414;359;119;123;211;87;51;16;32;866;2867;20100101
AT1;AT13;AT130;91500;91506;1;6781;847;583;147;307;291;149;38;2;30;1026;3361;20100101
AT1;AT13;AT130;91500;91507;1;3892;249;251;82;120;118;43;28;1;12;420;2568;20100101
AT1;AT13;AT130;91600;91601;1;6635;706;689;134;188;266;96;40;11;20;1175;3310;20100101
AT1;AT13;AT130;91600;91602;1;4094;544;405;98;222;203;107;42;3;8;768;1694;20100101
AT1;AT13;AT130;91600;91603;1;5675;399;510;78;122;165;48;28;2;16;608;3699;20100101
AT1;AT13;AT130;91600;91604;1;3826;286;256;73;108;138;64;24;8;5;499;2365;20100101
AT1;AT13;AT130;91600;91605;1;7331;781;404;203;268;296;135;60;6;12;1024;4142;20100101
AT1;AT13;AT130;91600;91606;1;4838;308;355;79;115;125;47;23;5;7;537;3237;20100101
AT1;AT13;AT130;91600;91607;1;4520;335;280;72;152;137;48;18;6;20;482;2970;20100101
AT1;AT13;AT130;91600;91608;1;1492;28;37;30;8;9;5;8;1;2;75;1289;20100101
AT1;AT13;AT130;91600;91609;1;2342;13;7;54;14;26;4;8;4;8;101;2103;20100101
AT1;AT13;AT130;91600;91610;1;5219;772;698;103;232;270;76;22;5;9;957;2075;20100101
AT1;AT13;AT130;91600;91699;1;8;0;0;0;1;1;0;0;0;0;1;5;20100101
AT1;AT13;AT130;91700;91701;1;5042;550;306;135;229;167;82;36;4;18;793;2722;20100101
AT1;AT13;AT130;91700;91702;1;6588;733;420;191;208;250;96;32;4;44;1064;3546;20100101
AT1;AT13;AT130;91700;91703;1;8245;803;408;169;254;302;81;73;7;24;1088;5036;20100101
AT1;AT13;AT130;91700;91704;1;1574;27;10;63;15;19;8;8;0;1;134;1289;20100101
AT1;AT13;AT130;91700;91705;1;2663;71;42;83;31;11;10;17;0;8;216;2174;20100101
AT1;AT13;AT130;91700;91706;1;1089;18;9;40;9;6;2;9;2;6;101;887;20100101
AT1;AT13;AT130;91700;91799;1;37;3;4;0;1;0;0;0;0;0;4;25;20100101
AT1;AT13;AT130;91800;91801;1;838;7;7;57;6;2;4;12;0;9;111;623;20100101
AT1;AT13;AT130;91800;91802;1;6232;306;219;274;150;90;39;58;8;29;809;4250;20100101
AT1;AT13;AT130;91800;91803;1;7021;637;321;229;223;168;195;57;3;14;1104;4070;20100101
AT1;AT13;AT130;91800;91804;1;4104;121;47;161;55;51;31;41;7;19;446;3125;20100101
AT1;AT13;AT130;91800;91805;1;3850;55;21;201;33;14;11;43;6;38;509;2919;20100101
AT1;AT13;AT130;91800;91899;1;11;0;0;0;1;1;0;0;0;0;1;8;20100101
AT1;AT13;AT130;91900;91901;1;2578;46;38;103;33;18;13;29;9;12;351;1926;20100101
AT1;AT13;AT130;91900;91902;1;4327;224;188;74;67;63;20;34;4;16;617;3020;20100101
AT1;AT13;AT130;91900;91903;1;127;4;13;0;0;0;0;0;1;0;19;90;20100101
AT1;AT13;AT130;91900;91904;1;5980;201;179;217;110;61;34;59;6;53;941;4119;20100101
AT1;AT13;AT130;91900;91905;1;3064;69;44;145;34;29;21;31;8;28;473;2182;20100101
AT1;AT13;AT130;91900;91906;1;2337;24;12;86;14;17;4;20;4;23;368;1765;20100101
AT1;AT13;AT130;91900;91907;1;1301;13;7;51;11;8;6;13;0;15;145;1032;20100101
AT1;AT13;AT130;91900;91908;1;5609;151;103;155;101;49;27;38;8;23;649;4305;20100101
AT1;AT13;AT130;91900;91909;1;1911;27;72;91;27;32;21;32;5;23;410;1171;20100101
AT1;AT13;AT130;91900;91910;1;3708;36;34;153;25;26;11;39;4;29;403;2948;20100101
AT1;AT13;AT130;91900;91999;1;11;1;1;1;0;0;2;0;0;0;1;5;20100101
AT1;AT13;AT130;92000;92001;1;3800;232;291;47;68;122;24;22;3;9;502;2480;20100101
AT1;AT13;AT130;92000;92002;1;7555;716;780;104;200;251;103;45;13;59;1233;4051;20100101
AT1;AT13;AT130;92000;92003;1;6420;605;678;157;155;253;85;55;4;36;947;3445;20100101
AT1;AT13;AT130;92000;92004;1;4312;244;267;85;95;98;31;26;9;13;729;2715;20100101
AT1;AT13;AT130;92000;92005;1;5554;565;538;133;170;183;157;57;2;52;1043;2654;20100101
AT1;AT13;AT130;92000;92006;1;3912;218;394;66;70;88;45;19;6;30;518;2458;20100101
AT1;AT13;AT130;92000;92007;1;5938;324;508;85;132;148;49;58;13;83;780;3758;20100101
AT1;AT13;AT130;92000;92008;1;2597;297;230;44;94;104;55;14;2;13;370;1374;20100101
AT1;AT13;AT130;92000;92099;1;4;0;0;0;0;0;0;0;0;0;1;3;20100101
AT1;AT13;AT130;92100;92101;1;652;17;2;9;4;2;2;1;0;0;25;590;20100101
AT1;AT13;AT130;92100;92102;1;3253;56;24;57;85;45;15;22;0;10;284;2655;20100101
AT1;AT13;AT130;92100;92103;1;2588;36;34;29;44;18;14;12;0;4;196;2201;20100101
AT1;AT13;AT130;92100;92104;1;1910;34;16;21;22;6;27;7;1;1;127;1648;20100101
AT1;AT13;AT130;92100;92105;1;8467;263;426;84;95;86;86;20;5;38;892;6472;20100101
AT1;AT13;AT130;92100;92106;1;411;43;3;3;2;12;8;3;0;1;27;309;20100101
AT1;AT13;AT130;92100;92107;1;1673;53;54;34;26;21;21;17;0;7;159;1281;20100101
AT1;AT13;AT130;92100;92108;1;1075;25;27;14;11;12;4;4;0;1;61;916;20100101
AT1;AT13;AT130;92100;92109;1;3299;67;70;51;99;30;20;15;14;8;241;2684;20100101
AT1;AT13;AT130;92100;92110;1;2623;95;65;29;39;50;13;4;0;23;243;2062;20100101
